('The rabbit is nice.', 'Fiona is big.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The dinosaur is boring.', 'Erin is poor.', False)
('The dinosaur is boring.', 'Erin is poor.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The dinosaur attacks the rabbit.', 'Erin is attacks.', False)
('The dinosaur attacks the rabbit.', 'Erin is attacks.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The lion is dull.', 'Erin is slow.', False)
('The lion is dull.', 'Erin is dull.', False)
('The bear is strong.', 'Erin is obese.', False)
('The bear is strong.', 'Erin is obese.', False)
('The rabbit is funny.', 'Erin is funny.', False)
('The rabbit is funny.', 'Erin is funny.', False)
('The lion sees the rabbit.', 'Erin is strong.', False)
('The lion sees the rabbit.', 'Erin is strong.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The bald eagle is reckless.', 'Erin is slow.', False)
('The bald eagle is reckless.', 'Erin is slow.', False)
('The wolf is awful.', 'Erin is huge.', False)
('The wolf is awful.', 'Erin is huge.', False)
('The hamster is beautiful.', 'is nice.', False)
('The hamster is beautiful.', 'is nice.', False)
('The bald eagle attacks the hamster.', 'Charlie is heavy.', False)
('The bald eagle attacks the hamster.', 'Erin is heavy.', False)
('The hamster is nice.', 'is tiny.', False)
('The hamster is nice.', 'is tiny.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The dog is adorable.', 'Fiona is tiny.', False)
('The dog is adorable.', 'Erin is tiny.', False)
('The falcon attacks the dog.', 'Fiona is imperfect.', False)
('The falcon attacks the dog.', 'Fiona is imperfect.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The bald eagle is rough.', 'Alan is small.', False)
('The bald eagle is rough.', 'Erin is small.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Fiona is small.', False)
('The bald eagle needs the dog.', 'Alan is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bald eagle needs the dog.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The rabbit is nice.', 'Alan is cute.', False)
('The rabbit is nice.', 'Alan is cute.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is nice.', False)
('The tiger needs the hamster.', 'Erin is  strong.', False)
('The tiger needs the hamster.', 'Erin is strong.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The bald eagle is dull.', 'Erin is dull.', False)
('The bald eagle is dull.', 'Erin is dull.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The bald eagle attacks the mouse.', 'Erin is attacks.', False)
('The bald eagle attacks the mouse.', 'Erin is attacks.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The bear is reckless.', 'Erin is reckless.', False)
('The bear is reckless.', 'Erin is reckless.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cat is cute.', 'Erin is nice.', False)
('The bear visits the cat.', 'Erin is visits.', False)
('The bear visits the cat.', 'Erin is visits.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The wolf is rough.', 'is rough.', False)
('The wolf is rough.', 'is rough.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The squirrel is beautiful.', 'Erin is nice.', False)
('The squirrel is beautiful.', 'Erin is nice.', False)
('The wolf sees the squirrel.', 'is strong.', False)
('The wolf sees the squirrel.', 'is strong.', False)
('The cat is smart.', 'Cat is smart.', False)
('The cat is smart.', 'Cat is smart.', False)
('The cheetah is boring.', 'Erin is slow.', False)
('The cheetah is boring.', 'Erin is poor.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The rabbit is small.', 'Erin is small.', False)
('The rabbit is small.', 'Erin is small.', False)
('The cheetah attacks the rabbit.', 'Erin is attacks.', False)
('The cheetah attacks the rabbit.', 'Erin is attacks.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The bald eagle is tired.', 'Erin is tired.', False)
('The bald eagle is tired.', 'Erin is tired.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The bald eagle visits the hamster.', 'Erin is visits.', False)
('The bald eagle visits the hamster.', 'Erin is visits.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The bald eagle is sleepy.', 'Erin is sleep.', False)
('The bald eagle is sleepy.', 'Erin is sleep.', False)
('The dinosaur is awful.', 'Erin is bad.', False)
('The dinosaur is awful.', 'Erin is bad.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The bald eagle visits the dog.', 'Erin is visits.', False)
('The bald eagle visits the dog.', 'Erin is visits.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The lion is slow.', 'Erin is poor.', False)
('The lion is slow.', 'Erin is poor.', False)
('The leopard is obese.', 'Charlie is high.', False)
('The leopard is obese.', 'Charlie is high.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The lion visits the dog.', 'Erin is visits visits imperfect.', False)
('The lion visits the dog.', 'Erin is visits imperfect.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The rabbit is funny.', 'Alan is nice.', False)
('The rabbit is funny.', 'Alan is nice.', False)
('The dinosaur likes the rabbit.', 'Erin is dull.', False)
('The dinosaur likes the rabbit.', 'Erin is dull.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is huge.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The leopard sees the dog.', 'Charlie is see see is see.', False)
('The leopard sees the dog.', 'Charlie is see see is see.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The cheetah is heavy.', 'Erin is strong.', False)
('The cheetah is heavy.', 'Erin is strong.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The crocodile chases the mouse.', 'Erin is chase.', False)
('The crocodile chases the mouse.', 'Erin is chase.', False)
('The squirrel is nice.', 'S is quiet.', False)
('The squirrel is nice.', 'S is quiet.', False)
('The leopard is sleepy.', 'Charlie is sleep.', False)
('The leopard is sleepy.', 'Charlie is sleep.', False)
('The snake is heavy.', 'is heavy.', False)
('The snake is heavy.', 'is heavy.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The leopard needs the mouse.', 'Charlie is     is     is   high.', False)
('The leopard needs the mouse.', 'Charlie is heavy.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The leopard is reckless.', 'Charlie is bad.', False)
('The leopard is reckless.', 'Charlie is bad.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The rabbit is beautiful.', 'is smart.', False)
('The rabbit is beautiful.', 'is smart.', False)
('The leopard sees the rabbit.', 'Charlie is see see is see.', False)
('The leopard sees the rabbit.', 'Charlie is see see big.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The wolf is sleepy.', 'is sleep.', False)
('The wolf is sleepy.', 'is sleep.', False)
('The bear is obese.', 'Charlie is fierce.', False)
('The bear is obese.', 'Charlie is fierce.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The wolf chases the cat.', 'is chase.', False)
('The wolf chases the cat.', 'is chase.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The bear is dull.', 'Erin is dull.', False)
('The bear is dull.', 'Erin is dull.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The bear chases the hamster.', 'Erin is dull.', False)
('The bear chases the hamster.', 'Erin is dull.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'Erin is kind.', False)
('The dinosaur is boring.', 'Erin is kind.', False)
('The dinosaur is boring.', 'Erin is kind.', False)
('The bear is big.', 'Erin is big.', False)
('The bear is big.', 'Erin is big.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is kind.', False)
('The dinosaur sees the dog.', 'Erin is bad.', False)
('The dinosaur sees the dog.', 'Erin is bad.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The snake is tired.', 'is tired.', False)
('The snake is tired.', 'is tired.', False)
('The cheetah is strong.', 'Erin is sad.', False)
('The cheetah is strong.', 'Erin is dull.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The snake needs the cat.', 'is  needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The snake needs the cat.', 'Erin is  needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The tiger is sleepy.', 'Erin is sleep.', False)
('The tiger is sleepy.', 'Erin is sleep.', False)
('The falcon is strong.', 'Fiona is fierce.', False)
('The falcon is strong.', 'Fiona is fierce.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The tiger attacks the dog.', 'Erin is attacks.', False)
('The tiger attacks the dog.', 'Erin is attacks.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The bear is lazy.', 'Erin is sad.', False)
('The bear is lazy.', 'Erin is sad.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The bear likes the hamster.', 'Erin is big.', False)
('The bear likes the hamster.', 'Erin is big.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The bald eagle is reckless.', 'Erin is poor.', False)
('The bald eagle is reckless.', 'Erin is poor.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The squirrel is small.', 'Erin is smart.', False)
('The squirrel is small.', 'Erin is smart.', False)
('The bald eagle needs the squirrel.', 'Erin is  smart.', False)
('The bald eagle needs the squirrel.', 'Erin is strong.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The snake is lazy.', 'Erin is poor.', False)
('The snake is lazy.', 'Erin is chase.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'S is fur.', False)
('The snake likes the squirrel.', 'Erin is sad.', False)
('The snake likes the squirrel.', 'Erin is sad.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The snake is angry.', 'Erin is fur.', False)
('The snake is angry.', 'Erin is fur.', False)
('The leopard is obese.', 'Charlie is fierce.', False)
('The leopard is obese.', 'Charlie is fierce.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The snake chases the cat.', 'is chase.', False)
('The snake chases the cat.', 'is chase.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The lion is boring.', 'Erin is slow.', False)
('The lion is boring.', 'Erin is slow.', False)
('The bear is awful.', 'Erin is obese.', False)
('The bear is awful.', 'Erin is obese.', False)
('The squirrel is adorable.', 'is quiet.', False)
('The squirrel is adorable.', 'is quiet.', False)
('The lion likes the squirrel.', 'Erin is strong.', False)
('The lion likes the squirrel.', 'Erin is strong.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The dinosaur is dull.', 'Erin is smart.', False)
('The dinosaur is dull.', 'Erin is smart.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The cat is furry.', 'Erin is smart.', False)
('The cat is furry.', 'Erin is smart.', False)
('The dinosaur needs the cat.', 'Erin is bad.', False)
('The dinosaur needs the cat.', 'Erin is bad.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The bear is slow.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The wolf is strong.', 'Fiona is obese.', False)
('The wolf is strong.', 'Fiona is obese.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bear likes the mouse.', 'Erin is strong.', False)
('The bear likes the mouse.', 'Erin is strong.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The leopard is rough.', 'Erin is lazy.', False)
('The leopard is rough.', 'Erin is lazy.', False)
('The lion is obese.', 'Erin is high.', False)
('The lion is obese.', 'Erin is high.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The leopard sees the dog.', 'Charlie is lazy.', False)
('The leopard sees the dog.', 'Charlie is lazy.', False)
('The hamster is round.', 'Erin is nice.', False)
('The hamster is round.', 'Erin is nice.', False)
('The leopard is rough.', 'Erin is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The bald eagle is strong.', 'Charlie is fierce.', False)
('The rabbit is funny.', 'Erin is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The leopard chases the rabbit.', 'Charlie is funny.', False)
('The leopard chases the rabbit.', 'Charlie is funny.', False)
('The cat is round.', 'Cat is round.', False)
('The cat is round.', 'Erin is round.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The dinosaur is obese.', 'Erin is high.', False)
('The dinosaur is obese.', 'Erin is high.', False)
('The rabbit is lovely.', 'Fiona is chase.', False)
('The rabbit is lovely.', 'Fiona is chase.', False)
('The falcon likes the rabbit.', 'Fiona is heavy.', False)
('The falcon likes the rabbit.', 'Fiona is heavy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The bear is reckless.', 'Erin is lazy.', False)
('The bear is reckless.', 'Erin is smart.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Fiona is small.', False)
('The bear needs the dog.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bear needs the dog.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The wolf is tired.', 'is tired.', False)
('The wolf is tired.', 'is tired.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The snake is heavy.', 'is heavy.', False)
('The rabbit is cute.', 'is nice.', False)
('The rabbit is cute.', 'is nice.', False)
('The wolf attacks the rabbit.', 'Erin is attacks.', False)
('The wolf attacks the rabbit.', 'Erin is attacks.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The bear is big.', 'Erin is big.', False)
('The bear is big.', 'Erin is big.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The crocodile likes the mouse.', 'Erin is slow.', False)
('The crocodile likes the mouse.', 'Erin is slow.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'Erin is round.', False)
('The leopard is tired.', 'Charlie is dull.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The tiger is strong.', 'Erin is fierce.', False)
('The tiger is strong.', 'Erin is fierce.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The leopard chases the rabbit.', 'Charlie is chase.', False)
('The leopard chases the rabbit.', 'Charlie is chase.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The crocodile is tired.', 'Erin is dull.', False)
('The crocodile is tired.', 'Cro is dull.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'S is funny.', False)
('The crocodile needs the squirrel.', 'Cro is fierce.', False)
('The crocodile needs the squirrel.', 'Cro is fierce.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The bear is slow.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The tiger is strong.', 'Erin is bad.', False)
('The tiger is strong.', 'Erin is fierce.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is cute.', False)
('The bear likes the hamster.', 'Erin is strong.', False)
('The bear likes the hamster.', 'Erin is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The cheetah is reckless.', 'Erin is reckless.', False)
('The cheetah is reckless.', 'Erin is reckless.', False)
('The bald eagle is awful.', 'Erin is strong.', False)
('The bald eagle is awful.', 'Erin is strong.', False)
('The mouse is small.', 'Erin is smart.', False)
('The mouse is small.', 'Erin is smart.', False)
('The cheetah visits the mouse.', 'Erin is strong.', False)
('The cheetah visits the mouse.', 'Erin is strong.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The snake is sleepy.', 'is sleep.', False)
('The snake is sleepy.', 'Erin is sleep.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The snake sees the dog.', 'is see.', False)
('The snake sees the dog.', 'Erin is see.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The cheetah visits the dog.', 'Erin is heavy.', False)
('The cheetah visits the dog.', 'Erin is heavy.', False)
('The rabbit is nice.', 'Alan is smart.', False)
('The rabbit is nice.', 'Alan is smart.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The bear is big.', 'Erin is big.', False)
('The bear is big.', 'Erin is big.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The tiger visits the dog.', 'Erin is bad.', False)
('The tiger visits the dog.', 'Erin is bad.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The wolf is dull.', 'is dull.', False)
('The wolf is dull.', 'is dull.', False)
('The bald eagle is heavy.', 'Erin is strong.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The hamster is cute.', 'is quiet.', False)
('The hamster is cute.', 'is quiet.', False)
('The wolf needs the hamster.', 'is  a  is  sad.', False)
('The wolf needs the hamster.', 'is  n is  n is  n is  ', False)
('The hamster is nice.', 'is small.', False)
('The hamster is nice.', 'is small.', False)
('The lion is angry.', 'Erin is small.', False)
('The lion is angry.', 'Erin is small.', False)
('The wolf is awful.', 'is huge.', False)
('The wolf is awful.', 'is huge.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Erin is small.', False)
('The lion attacks the dog.', 'Erin is bad.', False)
('The lion attacks the dog.', 'Erin is bad.', False)
('The rabbit is nice.', 'Alan is beautiful.', False)
('The rabbit is nice.', 'Erin is nice.', False)
('The tiger is rough.', 'Erin is nice.', False)
('The tiger is rough.', 'Erin is nice.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The dog is beautiful.', 'Fiona is beautiful.', False)
('The dog is beautiful.', 'Erin is nice.', False)
('The tiger visits the dog.', 'Erin is rough.', False)
('The tiger visits the dog.', 'Erin is rough.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The falcon is boring.', 'Fiona is slow.', False)
('The falcon is boring.', 'Fiona is slow.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The falcon chases the dog.', 'Fiona is chase.', False)
('The falcon chases the dog.', 'Fiona is chase.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The wolf is awful.', 'is fierce.', False)
('The wolf is awful.', 'Charlie is fierce.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The crocodile needs the mouse.', 'Erin is  sad.', False)
('The crocodile needs the mouse.', 'Erin is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The bald eagle is rough.', 'Alan is fierce.', False)
('The bald eagle is rough.', 'Erin is fierce.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The rabbit is lovely.', 'Fiona is fierce.', False)
('The rabbit is lovely.', 'Fiona is fierce.', False)
('The bald eagle needs the rabbit.', 'Charlie is     is    is    is  ', False)
('The bald eagle needs the rabbit.', 'Erin is   n is   n is   ', False)
('The squirrel is nice.', 'S is nice.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The leopard is big.', 'Charlie is slow.', False)
('The leopard is big.', 'Charlie is slow.', False)
('The hamster is adorable.', 'is cute.', False)
('The hamster is adorable.', 'is cute.', False)
('The cheetah visits the hamster.', 'Erin is visits.', False)
('The cheetah visits the hamster.', 'Erin is visits.', False)
('The cat is smart.', 'Cat is slow.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The hamster is adorable.', 'is smart.', False)
('The hamster is adorable.', 'is smart.', False)
('The bald eagle visits the hamster.', 'Erin is high.', False)
('The bald eagle visits the hamster.', 'Erin is high.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The tiger is awful.', 'Erin is awful.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The cat is lovely.', 'Erin is sad.', False)
('The cat is lovely.', 'Erin is sad.', False)
('The dinosaur sees the cat.', 'Erin is sad.', False)
('The dinosaur sees the cat.', 'Erin is sad.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The tiger attacks the squirrel.', 'Erin is attacks.', False)
('The tiger attacks the squirrel.', 'Erin is attacks.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The tiger is boring.', 'Erin is reckless.', False)
('The tiger is boring.', 'Erin is reckless.', False)
('The wolf is obese.', 'is big.', False)
('The wolf is obese.', 'is big.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The dog is funny.', 'Fiona is smart.', False)
('The tiger likes the dog.', 'Erin is reckless.', False)
('The tiger likes the dog.', 'Erin is reckless.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The bear is rough.', 'Erin is rough.', False)
('The bear is rough.', 'Erin is rough.', False)
('The snake is strong.', 'is strong.', False)
('The snake is strong.', 'Erin is strong.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bear attacks the mouse.', 'Erin is sad.', False)
('The bear attacks the mouse.', 'Erin is sad.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The lion is sleepy.', 'Erin is lazy.', False)
('The lion is sleepy.', 'Erin is lazy.', False)
('The bald eagle is heavy.', 'Erin is bad.', False)
('The bald eagle is heavy.', 'Erin is lazy.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The lion needs the mouse.', 'Erin is lazy.', False)
('The lion needs the mouse.', 'Erin is lazy.', False)
('The squirrel is round.', 'is round.', False)
('The squirrel is round.', 'Erin is round.', False)
('The tiger is boring.', 'Erin is lazy.', False)
('The tiger is boring.', 'Erin is lazy.', False)
('The lion is awful.', 'Erin is bad.', False)
('The lion is awful.', 'Erin is bad.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is nice.', False)
('The tiger sees the cat.', 'Erin is strong.', False)
('The tiger sees the cat.', 'Erin is strong.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The falcon needs the mouse.', 'Fiona is slow.', False)
