('The cat is round.', 'Charlie is quiet.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The leopard is angry.', 'Charlie is fal.', False)
('The leopard is angry.', 'Charlie is fal.', False)
('The falcon is fierce.', 'Fiona is fal.', False)
('The falcon is fierce.', 'Fiona is fal.', False)
('The dog is beautiful.', 'Charlie is fal.', False)
('The dog is beautiful.', 'Charlie is fal.', False)
('The leopard attacks the dog.', 'Charlie is fal.', False)
('The leopard attacks the dog.', 'Charlie is fal.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The falcon is lazy.', 'Fiona is quiet.', False)
('The falcon is lazy.', 'Fiona is quiet.', False)
('The crocodile is heavy.', 'Erin is dull.', False)
('The crocodile is heavy.', 'Erin is dull.', False)
('The cat is lovely.', 'Cat is dull.', False)
('The cat is lovely.', 'Cat is dull.', False)
('The falcon sees the cat.', 'Fiona is heavy.', False)
('The falcon sees the cat.', 'Fiona is heavy.', False)
('The squirrel is quiet.', 'Charlie is sleep.', False)
('The squirrel is quiet.', 'Charlie is sleep.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The dinosaur is heavy.', 'Dave is huge.', False)
('The dinosaur is heavy.', 'Dave is huge.', False)
('The dog is funny.', 'Fiona is sleep.', False)
('The dog is funny.', 'Fiona is sleep.', False)
('The tiger visits the dog.', 'Gary is huge.', False)
('The tiger visits the dog.', 'Gary is huge.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The falcon is angry.', 'Fiona is rough.', False)
('The falcon is angry.', 'Fiona is rough.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The falcon attacks the dog.', 'Fiona is big.', False)
('The falcon attacks the dog.', 'Fiona is big.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The wolf is boring.', 'Fiona is dull.', False)
('The wolf is boring.', 'Fiona is dull.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The hamster is furry.', 'Harry is clever.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The wolf chases the hamster.', 'Fiona is dull.', False)
('The wolf chases the hamster.', 'Fiona is dull.', False)
('The hamster is quiet.', 'Erin is small.', False)
('The hamster is quiet.', 'Harry is little.', False)
('The bald eagle is dull.', 'Erin is  rough.', False)
('The bald eagle is dull.', 'Erin is  a.', False)
('The wolf is awful.', 'Fiona is rough.', False)
('The wolf is awful.', 'Fiona is rough.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The bald eagle chases the dog.', 'Anne is huge.', False)
('The bald eagle chases the dog.', 'Anne is big.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The wolf is slow.', 'Fiona is rabbit.', False)
('The wolf is slow.', 'Fiona is rabbit.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The wolf chases the rabbit.', 'Fiona is huge.', False)
('The wolf chases the rabbit.', 'Fiona is huge.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The tiger is reckless.', 'Gary is awful.', False)
('The tiger is reckless.', 'Gary is awful.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The tiger chases the mouse.', 'Gary is bad.', False)
('The tiger chases the mouse.', 'Gary is bad.', False)
('The hamster is smart.', 'Harry is obese.', False)
('The hamster is smart.', 'Harry is obese.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The dog is small.', 'Fiona is obese.', False)
('The dog is small.', 'Fiona is obese.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cat is kind.', 'Charlie isham.', False)
('The cat is kind.', 'Charlie isham.', False)
('The leopard is rough.', 'Charlie is poor.', False)
('The leopard is rough.', 'Charlie is poor.', False)
('The wolf is heavy.', 'Fiona isham.', False)
('The wolf is heavy.', 'Fiona isham.', False)
('The hamster is cute.', 'Harry is nice.', False)
('The hamster is cute.', 'Harry is nice.', False)
('The leopard visits the hamster.', 'Charlie is heavy.', False)
('The leopard visits the hamster.', 'Charlie is heavy.', False)
('The hamster is round.', 'Erin is quiet.', False)
('The hamster is round.', 'Erin is quiet.', False)
('The cheetah is tired.', 'Che.', False)
('The cheetah is tired.', 'Che.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cat is lovely.', 'Cat is obese.', False)
('The cheetah attacks the cat.', 'Che.', False)
('The cheetah attacks the cat.', 'Che.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The lion is rough.', 'Alan is obese.', False)
('The lion is rough.', 'Alan is obese.', False)
('The leopard is big.', 'Charlie is heavy.', False)
('The leopard is big.', 'Charlie is heavy.', False)
('The rabbit is furry.', 'Anne is rabbit.', False)
('The rabbit is furry.', 'Anne is rabbit.', False)
('The lion sees the rabbit.', 'Alan is imperfect.', False)
('The lion sees the rabbit.', 'Alan is imperfect.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The tiger is heavy.', 'Gary is dull.', False)
('The tiger is heavy.', 'Gary is dull.', False)
('The mouse is cute.', 'Erin is dull.', False)
('The mouse is cute.', 'Erin is dull.', False)
('The cheetah needs the mouse.', 'Che.', False)
('The cheetah needs the mouse.', 'Che.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The bear is tired.', 'Bob is rough.', False)
('The bear is tired.', 'Bob is rough.', False)
('The tiger is big.', 'Gary is rough.', False)
('The tiger is big.', 'Gary is rough.', False)
('The mouse is cute.', 'Anne is small.', False)
('The mouse is cute.', 'Anne is small.', False)
('The bear needs the mouse.', 'Anne is huge.', False)
('The bear needs the mouse.', 'Bob is huge.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The snake is angry.', 'Anne isbald.', False)
('The snake is angry.', 'Anne isbald.', False)
('The bald eagle is awful.', 'Erin is strong.', False)
('The bald eagle is awful.', 'Erin is strong.', False)
('The dog is beautiful.', 'Fiona is dog.', False)
('The dog is beautiful.', 'Fiona is dog.', False)
('The snake needs the dog.', 'Anne is bad.', False)
('The snake needs the dog.', 'Anne is bad.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The bear is fierce.', 'Bob is strong.', False)
('The bear is fierce.', 'Bob is strong.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The falcon attacks the cat.', 'Fiona is strong.', False)
('The falcon attacks the cat.', 'Fiona is huge.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The snake is tired.', 'Anne is dull.', False)
('The snake is tired.', 'Anne is dull.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The mouse is cute.', 'Erin is dull.', False)
('The mouse is cute.', 'Erin is dull.', False)
('The snake sees the mouse.', 'Anne is huge.', False)
('The snake sees the mouse.', 'Anne is huge.', False)
('The squirrel is kind.', 'Charlie is huge.', False)
('The squirrel is kind.', 'Fiona is huge.', False)
('The leopard is sleepy.', 'Charlie is awful.', False)
('The leopard is sleepy.', 'Charlie is awful.', False)
('The lion is fierce.', 'Harry is strong.', False)
('The lion is fierce.', 'Harry is strong.', False)
('The mouse is small.', 'Erin is mouse.', False)
('The mouse is small.', 'Erin is quiet.', False)
('The leopard attacks the mouse.', 'Charlie is bad.', False)
('The leopard attacks the mouse.', 'Charlie is bad.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The bald eagle is sleepy.', 'Erin is sad.', False)
('The bald eagle is sleepy.', 'Erin is sad.', False)
('The tiger is heavy.', 'Gary is poor.', False)
('The tiger is heavy.', 'Gary is poor.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The bald eagle chases the hamster.', 'Erin is  sad.', False)
('The bald eagle chases the hamster.', 'Erin is   sad.', False)
('The dog is nice.', 'Fiona is strong.', False)
('The dog is nice.', 'Fiona is strong.', False)
('The leopard is sleepy.', 'Charlie is obese.', False)
('The leopard is sleepy.', 'Charlie is obese.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The leopard sees the cat.', 'Charlie is imperfect.', False)
('The leopard sees the cat.', 'Charlie is imperfect.', False)
('The hamster is nice.', 'Harry is obese.', False)
('The hamster is nice.', 'Harry is obese.', False)
('The crocodile is boring.', 'Charlie is angry.', False)
('The crocodile is boring.', 'Charlie is angry.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The mouse is small.', 'Anne is obese.', False)
('The mouse is small.', 'Charlie is obese.', False)
('The crocodile visits the mouse.', 'Erin is huge.', False)
('The crocodile visits the mouse.', 'Erin is huge.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The lion is slow.', 'Alan is dull.', False)
('The lion is slow.', 'Alan is dull.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The lion attacks the squirrel.', 'Anne is strong.', False)
('The lion attacks the squirrel.', 'Fiona is strong.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The bear is angry.', 'Bob is awful.', False)
('The bear is angry.', 'Bob is awful.', False)
('The tiger is fierce.', 'Fiona is heavy.', False)
('The tiger is fierce.', 'Gary is heavy.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The bear attacks the cat.', 'Bob is bad.', False)
('The bear attacks the cat.', 'Bob is bad.', False)
('The cat is smart.', 'Charlie is strong.', False)
('The cat is smart.', 'Charlie is strong.', False)
('The leopard is dull.', 'Charlie is bad.', False)
('The leopard is dull.', 'Charlie is bad.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The dog is lovely.', 'Charlie is bad.', False)
('The dog is lovely.', 'Charlie is bad.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The hamster is quiet.', 'Harry is obese.', False)
('The hamster is quiet.', 'Harry is obese.', False)
('The dinosaur is reckless.', 'Dave is poor.', False)
('The dinosaur is reckless.', 'Dave is poor.', False)
('The crocodile is heavy.', 'Charlie is poor.', False)
('The crocodile is heavy.', 'Charlie is poor.', False)
('The dog is adorable.', 'Charlie is obese.', False)
('The dog is adorable.', 'Charlie is obese.', False)
('The dinosaur attacks the dog.', 'Dave is strong.', False)
('The dinosaur attacks the dog.', 'Dave is strong.', False)
('The mouse is smart.', 'Anne is kind.', False)
('The mouse is smart.', 'Anne is kind.', False)
('The crocodile is angry.', 'Charlie is quiet.', False)
('The crocodile is angry.', 'Charlie is quiet.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The lion is fierce.', 'Fiona is huge.', False)
('The rabbit is beautiful.', 'Anne is clever.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The crocodile attacks the rabbit.', 'Charlie is bad.', False)
('The crocodile attacks the rabbit.', 'Erin is bad.', False)
('The mouse is kind.', 'Anne is obese.', False)
('The mouse is kind.', 'Erin is obese.', False)
('The dinosaur is tired.', 'Dave is quiet.', False)
('The dinosaur is tired.', 'Dave is quiet.', False)
('The tiger is strong.', 'Gary is cat.', False)
('The tiger is strong.', 'Gary is cat.', False)
('The cat is cute.', 'Charlie is round.', False)
('The cat is cute.', 'Charlie is round.', False)
('The dinosaur attacks the cat.', 'Dave is strong.', False)
('The dinosaur attacks the cat.', 'Dave is strong.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dinosaur is angry.', 'Dave is dog.', False)
('The dinosaur is angry.', 'Dave is dog.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The mouse is small.', 'Charlie is quiet.', False)
('The mouse is small.', 'Charlie is quiet.', False)
('The dinosaur sees the mouse.', 'Dave is strong.', False)
('The dinosaur sees the mouse.', 'Dave is strong.', False)
('The rabbit is smart.', 'Anne is kind.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The leopard is slow.', 'Charlie is bad.', False)
('The leopard is slow.', 'Charlie is bad.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The leopard chases the hamster.', 'Charlie is bad.', False)
('The leopard chases the hamster.', 'Charlie is bad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The dog is adorable.', 'Fiona is sleep.', False)
('The dog is adorable.', 'Fiona is sleep.', False)
('The cheetah sees the dog.', 'Che.', False)
('The cheetah sees the dog.', 'Che.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The cheetah is rough.', 'Che.', False)
('The cheetah is rough.', 'Che.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The cheetah attacks the squirrel.', 'Che.', False)
('The cheetah attacks the squirrel.', 'Che.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The leopard is slow.', 'Charlie is rough.', False)
('The leopard is slow.', 'Charlie is rough.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The leopard sees the mouse.', 'Charlie is poor.', False)
('The leopard sees the mouse.', 'Charlie is poor.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The wolf is tired.', 'Fiona is imperfect.', False)
('The wolf is tired.', 'Fiona is imperfect.', False)
('The falcon is fierce.', 'Fiona is strong.', False)
('The falcon is fierce.', 'Fiona is strong.', False)
('The hamster is cute.', 'Harry is dull.', False)
('The hamster is cute.', 'Harry is dull.', False)
('The wolf likes the hamster.', 'Fiona is imperfect.', False)
('The wolf likes the hamster.', 'Fiona is imperfect.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The tiger is sleepy.', 'Gary is rabbit.', False)
('The tiger is sleepy.', 'Gary is rabbit.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The tiger likes the rabbit.', 'Gary is huge.', False)
('The tiger likes the rabbit.', 'Gary is huge.', False)
('The dog is nice.', 'Charlie is mouse.', False)
('The dog is nice.', 'Charlie is mouse.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is chase.', False)
('The mouse is adorable.', 'Charlie is mouse.', False)
('The mouse is adorable.', 'Erin is mouse.', False)
('The falcon chases the mouse.', 'Fiona is big.', False)
('The falcon chases the mouse.', 'Fiona is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The lion is strong.', 'Alan is strong.', False)
('The lion is strong.', 'Bob is strong.', False)
('The dog is adorable.', 'Fiona is nice.', False)
('The dog is adorable.', 'Fiona is sad.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The hamster is quiet.', 'Harry is kind.', False)
('The hamster is quiet.', 'Harry is kind.', False)
('The bear is angry.', 'Bob is kind.', False)
('The bear is angry.', 'Bob is kind.', False)
('The dinosaur is strong.', 'Dave isham.', False)
('The dinosaur is strong.', 'Dave isham.', False)
('The cat is beautiful.', 'Cat.', False)
('The cat is beautiful.', 'Cat.', False)
('The bear visits the cat.', 'Bob is huge.', False)
('The bear visits the cat.', 'Bob is huge.', False)
('The rabbit is quiet.', 'Anne is smart.', False)
('The rabbit is quiet.', 'Anne is smart.', False)
('The dinosaur is sleepy.', 'Dave is dull.', False)
('The dinosaur is sleepy.', 'Dave is dull.', False)
('The lion is big.', 'Anne is big.', False)
('The lion is big.', 'Harry is huge.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The hamster is small.', 'Harry is quiet.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The cat is quiet.', 'Charlie is nice.', False)
('The cat is quiet.', 'Charlie is nice.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The cheetah chases the hamster.', 'Che.', False)
('The cheetah chases the hamster.', 'Che.', False)
('The mouse is nice.', 'Erin is rabbit.', False)
('The mouse is nice.', 'Erin is rabbit.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The tiger is awful.', 'Gary is strong.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The rabbit is cute.', 'Anne is bad.', False)
('The rabbit is cute.', 'Anne is bad.', False)
('The falcon visits the rabbit.', 'Fiona is strong.', False)
('The falcon visits the rabbit.', 'Fiona is huge.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The bald eagle is tired.', 'Erin is rough.', False)
('The bald eagle is tired.', 'Erin is rough.', False)
('The wolf is fierce.', 'Fiona is rough.', False)
('The wolf is fierce.', 'Fiona is rough.', False)
('The rabbit is lovely.', 'Anne is rabbit.', False)
('The rabbit is lovely.', 'Anne is rabbit.', False)
('The bald eagle needs the rabbit.', 'Erin is rough.', False)
('The bald eagle needs the rabbit.', 'Erin is rough.', False)
('The hamster is smart.', 'Erin is small.', False)
('The hamster is smart.', 'Harry is small.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The bear is strong.', 'Charlie is bad.', False)
('The bear is strong.', 'Bob is bad.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The tiger sees the squirrel.', 'Gary is sad.', False)
('The tiger sees the squirrel.', 'Gary is sad.', False)
('The cat is nice.', 'Charlie is little.', False)
('The cat is nice.', 'Charlie is rabbit.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The tiger is fierce.', 'Fiona is strong.', False)
('The tiger is fierce.', 'Gary is huge.', False)
('The rabbit is beautiful.', 'Anne is little.', False)
('The rabbit is beautiful.', 'Anne is little.', False)
('The leopard sees the rabbit.', 'Charlie is strong.', False)
('The leopard sees the rabbit.', 'Charlie is heavy.', False)
('The cat is kind.', 'Charlie is nice.', False)
('The cat is kind.', 'Charlie is nice.', False)
('The bear is reckless.', 'Bob is rough.', False)
('The bear is reckless.', 'Bob is rough.', False)
('The crocodile is heavy.', 'Erin is huge.', False)
('The crocodile is heavy.', 'Erin is huge.', False)
('The mouse is adorable.', 'Charlie is mouse.', False)
('The mouse is adorable.', 'Erin is mouse.', False)
('The bear chases the mouse.', 'Bob is heavy.', False)
('The bear chases the mouse.', 'Bob is heavy.', False)
('The squirrel is kind.', 'Charlie is little.', False)
('The squirrel is kind.', 'Charlie is rabbit.', False)
('The cheetah is tired.', 'Che.', False)
('The cheetah is tired.', 'Che.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The rabbit is beautiful.', 'Anne is small.', False)
('The rabbit is beautiful.', 'Anne is small.', False)
('The cheetah chases the rabbit.', 'Che.', False)
('The cheetah chases the rabbit.', 'Che.', False)
('The cat is quiet.', 'Charlie is obese.', False)
('The cat is quiet.', 'Charlie is obese.', False)
('The wolf is sleepy.', 'Fiona is dull.', False)
('The wolf is sleepy.', 'Fiona is dull.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The dog is beautiful.', 'Fiona is obese.', False)
('The dog is beautiful.', 'Fiona is obese.', False)
('The wolf attacks the dog.', 'Fiona is strong.', False)
('The wolf attacks the dog.', 'Fiona is strong.', False)
('The dog is quiet.', 'Charlie is kind.', False)
('The dog is quiet.', 'Charlie is kind.', False)
('The falcon is tired.', 'Fiona is sad.', False)
('The falcon is tired.', 'Fiona is sad.', False)
('The leopard is heavy.', 'Charlie is sad.', False)
('The leopard is heavy.', 'Charlie is sad.', False)
('The mouse is small.', 'Charlie is mouse.', False)
('The mouse is small.', 'Erin is mouse.', False)
('The falcon likes the mouse.', 'Fiona is huge.', False)
('The falcon likes the mouse.', 'Fiona is huge.', False)
('The cat is quiet.', 'Charlie is wealthy.', False)
('The cat is quiet.', 'Charlie is kind.', False)
('The lion is angry.', 'Alan is rough.', False)
('The lion is angry.', 'Fiona is rough.', False)
('The bald eagle is strong.', 'Erin is rough.', False)
('The bald eagle is strong.', 'Erin is rough.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The lion sees the squirrel.', 'Anne is huge.', False)
('The lion sees the squirrel.', 'Bob is huge.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The crocodile is lazy.', 'Charlie is rabbit.', False)
('The crocodile is lazy.', 'Charlie is rabbit.', False)
('The tiger is obese.', 'Fiona is heavy.', False)
('The tiger is obese.', 'Gary is heavy.', False)
('The rabbit is cute.', 'Anne is round.', False)
('The rabbit is cute.', 'Anne is round.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The mouse is nice.', 'Anne is kind.', False)
('The mouse is nice.', 'Charlie is kind.', False)
('The dinosaur is boring.', 'Dave is rough.', False)
('The dinosaur is boring.', 'Dave is rough.', False)
('The bald eagle is big.', 'Erin is rough.', False)
('The bald eagle is big.', 'Erin is rough.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The dinosaur needs the cat.', 'Dave is huge.', False)
('The dinosaur needs the cat.', 'Dave is huge.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The leopard likes the squirrel.', 'Charlie is sad.', False)
('The leopard likes the squirrel.', 'Charlie is sad.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The dog is smart.', 'Charlie is clever.', False)
('The falcon is dull.', 'Fiona is quiet.', False)
('The falcon is dull.', 'Fiona is quiet.', False)
('The tiger is heavy.', 'Fiona is heavy.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The mouse is small.', 'Anne is clever.', False)
('The mouse is small.', 'Erin is clever.', False)
('The falcon visits the mouse.', 'Fiona is sad.', False)
('The falcon visits the mouse.', 'Fiona is sad.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The dinosaur is boring.', 'Dave is squirrel.', False)
('The dinosaur is boring.', 'Dave is squirrel.', False)
('The bear is big.', 'Bob is strong.', False)
('The bear is big.', 'Bob is strong.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The dinosaur needs the squirrel.', 'Dave is strong.', False)
('The dinosaur needs the squirrel.', 'Dave is strong.', False)
('The mouse is kind.', 'Erin is huge.', False)
('The mouse is kind.', 'Erin is huge.', False)
('The snake is rough.', 'Anne is dog.', False)
('The snake is rough.', 'Anne is poor.', False)
('The bear is obese.', 'Bob is strong.', False)
('The bear is obese.', 'Bob is strong.', False)
('The dog is small.', 'Fiona is clever.', False)
('The dog is small.', 'Fiona is clever.', False)
('The snake visits the dog.', 'Anne is strong.', False)
('The snake visits the dog.', 'Anne is strong.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The crocodile is boring.', 'Erin is rough.', False)
('The crocodile is boring.', 'Erin is rough.', False)
('The bear is strong.', 'Bob is rough.', False)
('The bear is strong.', 'Bob is rough.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The crocodile needs the cat.', 'Erin is huge.', False)
('The crocodile needs the cat.', 'Erin is huge.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The bear is big.', 'Bob is rough.', False)
('The bear is big.', 'Bob is rough.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The tiger attacks the dog.', 'Fiona is huge.', False)
('The tiger attacks the dog.', 'Fiona is huge.', False)
('The mouse is kind.', 'Anne is nice.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The tiger is awful.', 'Gary is slow.', False)
('The tiger is awful.', 'Gary is slow.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cheetah chases the cat.', 'Che.', False)
('The hamster is kind.', 'Harry is small.', False)
('The hamster is kind.', 'Harry is small.', False)
('The tiger is lazy.', 'Gary is cat.', False)
