('The cat is smart.', 'Erin is smart.', False)
('The hamster is nice.', 'is kind.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The snake is fierce.', 'is huge.', False)
('The snake is fierce.', 'is huge.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The bear sees the rabbit.', 'Erin is strong.', False)
('The bear sees the rabbit.', 'Erin is strong.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The crocodile is boring.', 'Erin is lazy.', False)
('The crocodile is boring.', 'Erin is lazy.', False)
('The wolf is obese.', 'Erin is huge.', False)
('The wolf is obese.', 'Erin is huge.', False)
('The squirrel is small.', 'Fiona is smart.', False)
('The squirrel is small.', 'Fiona is smart.', False)
('The crocodile visits the squirrel.', 'Erin is lazy.', False)
('The crocodile visits the squirrel.', 'Erin is lazy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The lion is angry.', 'Erin is angry.', False)
('The lion is angry.', 'Erin is angry.', False)
('The bear is big.', 'Erin is strong.', False)
('The bear is big.', 'Charlie is strong.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The lion chases the mouse.', 'Erin is angry.', False)
('The lion chases the mouse.', 'Erin is angry.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The falcon is sleepy.', 'Fiona is poor.', False)
('The falcon is sleepy.', 'Fiona is sad.', False)
('The snake is awful.', 'is bad.', False)
('The snake is awful.', 'Erin is bad.', False)
('The hamster is adorable.', 'is sad.', False)
('The hamster is adorable.', 'is sad.', False)
('The falcon sees the hamster.', 'Fiona is strong.', False)
('The falcon sees the hamster.', 'Fiona is heavy.', False)
('The squirrel is round.', 'Erin is round.', False)
('The squirrel is round.', 'Erin is round.', False)
('The bald eagle is tired.', 'Erin is tired.', False)
('The bald eagle is tired.', 'Erin is tired.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The rabbit is lovely.', 'Erin is smart.', False)
('The rabbit is lovely.', 'is smart.', False)
('The bald eagle sees the rabbit.', 'Erin is see see is see.', False)
('The bald eagle sees the rabbit.', 'Erin is see see is see.', False)
('The cat is kind.', 'Erin is fur.', False)
('The cat is kind.', 'Erin is fur.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The lion is awful.', 'Erin is sad.', False)
('The lion is awful.', 'Erin is sad.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The bear attacks the mouse.', 'Erin is slow.', False)
('The bear attacks the mouse.', 'Erin is slow.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The lion is boring.', 'Erin is sad.', False)
('The lion is boring.', 'Erin is kind.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'is big.', False)
('The squirrel is furry.', 'Charlie is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The lion chases the squirrel.', 'Erin is sad.', False)
('The lion chases the squirrel.', 'Erin is sad.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The wolf is angry.', 'is angry.', False)
('The wolf is angry.', 'is angry.', False)
('The bear is awful.', 'Charlie is obese.', False)
('The bear is awful.', 'Charlie is obese.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The wolf attacks the mouse.', 'Erin is attacks.', False)
('The wolf attacks the mouse.', 'Erin is attacks.', False)
('The cat is nice.', 'Erin is small.', False)
('The cat is nice.', 'Erin is small.', False)
('The bald eagle is sleepy.', 'Erin is poor.', False)
('The bald eagle is sleepy.', 'Erin is smart.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'Erin is obese.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The bald eagle attacks the dog.', 'Alan is strong.', False)
('The bald eagle attacks the dog.', 'Fiona is bad.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The snake is boring.', 'Erin is dull.', False)
('The snake is boring.', 'Erin is dull.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is small.', False)
('The snake visits the cat.', 'is visit.', False)
('The snake visits the cat.', 'is visits.', False)
('The rabbit is kind.', 'Erin is strong.', False)
('The rabbit is kind.', 'Fiona is strong.', False)
('The lion is dull.', 'Erin is strong.', False)
('The lion is dull.', 'Erin is bad.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The cat is furry.', 'Charlie is fur.', False)
('The cat is furry.', 'Charlie is fur.', False)
('The lion attacks the cat.', 'Erin is attacks.', False)
('The lion attacks the cat.', 'Erin is attacks.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The crocodile is sleepy.', 'Erin is nice.', False)
('The crocodile is sleepy.', 'Erin is nice.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The rabbit is cute.', 'is clever.', False)
('The rabbit is cute.', 'is clever.', False)
('The crocodile sees the rabbit.', 'Erin is see.', False)
('The crocodile sees the rabbit.', 'Erin is heavy.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The hamster is adorable.', 'is quiet.', False)
('The hamster is adorable.', 'is quiet.', False)
('The tiger attacks the hamster.', 'Erin is strong.', False)
('The tiger attacks the hamster.', 'Erin is strong.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The bear is dull.', 'Erin is dull.', False)
('The bear is dull.', 'Erin is dull.', False)
('The wolf is fierce.', 'is high.', False)
('The wolf is fierce.', 'is high.', False)
('The mouse is beautiful.', 'Erin is nice.', False)
('The mouse is beautiful.', 'Erin is nice.', False)
('The bear visits the mouse.', 'Erin is dull.', False)
('The bear visits the mouse.', 'Erin is dull.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The crocodile is dull.', 'Erin is lazy.', False)
('The crocodile is dull.', 'Erin is kind.', False)
('The wolf is strong.', 'is obese.', False)
('The wolf is strong.', 'is obese.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The crocodile sees the mouse.', 'Erin is see see see is see.', False)
('The crocodile sees the mouse.', 'Erin is see see see is see.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The falcon is dull.', 'Fiona is strong.', False)
('The falcon is dull.', 'Fiona is strong.', False)
('The leopard is big.', 'Erin is bad.', False)
('The leopard is big.', 'Erin is bad.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is cute.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The tiger is rough.', 'Erin is smart.', False)
('The tiger is rough.', 'Erin is smart.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The tiger needs the mouse.', 'Erin is rough.', False)
('The tiger needs the mouse.', 'Erin is rough.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'is nice.', False)
('The leopard is boring.', 'Erin is slow.', False)
('The leopard is boring.', 'Erin is slow.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The leopard likes the rabbit.', 'Charlie is dull.', False)
('The leopard likes the rabbit.', 'Charlie is dull.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The cheetah is fierce.', 'Erin is obese.', False)
('The cheetah is fierce.', 'Erin is obese.', False)
('The dog is beautiful.', 'Charlie is beautiful.', False)
('The dog is beautiful.', 'Erin is nice.', False)
('The crocodile chases the dog.', 'Erin is chase.', False)
('The crocodile chases the dog.', 'Erin is chase.', False)
('The squirrel is nice.', 'Erin is small.', False)
('The squirrel is nice.', 'S is kind.', False)
('The dinosaur is angry.', 'Erin is strong.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is smart.', False)
('The dinosaur chases the hamster.', 'Erin is fierce.', False)
('The dinosaur chases the hamster.', 'Erin is fierce.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is reckless.', 'Erin is heavy.', False)
('The leopard is reckless.', 'Erin is heavy.', False)
('The lion is strong.', 'Erin is heavy.', False)
('The lion is strong.', 'Erin is heavy.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is cute.', False)
('The leopard needs the hamster.', 'Charlie is heavy.', False)
('The leopard needs the hamster.', 'Charlie is heavy.', False)
('The rabbit is nice.', 'Alan is small.', False)
('The rabbit is nice.', 'Alan is small.', False)
('The bald eagle is tired.', 'Erin is people is people.', False)
('The bald eagle is tired.', 'Erin is  tired.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bald eagle visits the mouse.', 'Erin is visits visit', False)
('The bald eagle visits the mouse.', 'Erin is visits visits visit is visits.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The lion is awful.', 'Erin is huge.', False)
('The lion is awful.', 'Erin is huge.', False)
('The squirrel is adorable.', 'Fiona is smart.', False)
('The squirrel is adorable.', 'Fiona is smart.', False)
('The falcon attacks the squirrel.', 'Fiona is attacks.', False)
('The falcon attacks the squirrel.', 'Fiona is attacks.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The bald eagle is big.', 'Fiona is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The rabbit is funny.', 'Fiona is funny.', False)
('The rabbit is funny.', 'Fiona is funny.', False)
('The wolf visits the rabbit.', 'is big.', False)
('The wolf visits the rabbit.', 'is big.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The crocodile is dull.', 'Erin is poor.', False)
('The crocodile is dull.', 'Erin is bad.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is kind.', False)
('The crocodile likes the hamster.', 'Cro is strong.', False)
('The crocodile likes the hamster.', 'Cro is strong.', False)
('The dog is nice.', 'Erin is kind.', False)
('The dog is nice.', 'Erin is kind.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The cheetah chases the mouse.', 'Erin is chase.', False)
('The cheetah chases the mouse.', 'Erin is chase.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The crocodile is rough.', 'Erin is lazy.', False)
('The crocodile is rough.', 'Erin is lazy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The rabbit is funny.', 'Erin is funny.', False)
('The rabbit is funny.', 'Erin is funny.', False)
('The crocodile likes the rabbit.', 'Erin is lazy.', False)
('The crocodile likes the rabbit.', 'Erin is lazy.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The bald eagle is dull.', 'Erin is dull.', False)
('The bald eagle is dull.', 'Alan is dull.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The bald eagle sees the mouse.', 'Erin is strong.', False)
('The bald eagle sees the mouse.', 'Erin is strong.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The leopard is angry.', 'Charlie is sad.', False)
('The leopard is angry.', 'Charlie is sad.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The cat is cute.', 'Cat is nice.', False)
('The cat is cute.', 'Cat is nice.', False)
('The leopard visits the cat.', 'Charlie is visits imperfect.', False)
('The leopard visits the cat.', 'Charlie is visits imperfect.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The crocodile is lazy.', 'Erin is poor.', False)
('The crocodile is lazy.', 'Erin is poor.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The crocodile sees the rabbit.', 'Erin is see see is see.', False)
('The crocodile sees the rabbit.', 'Erin is see see is see.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The tiger is reckless.', 'Erin is poor.', False)
('The tiger is reckless.', 'Erin is poor.', False)
('The bear is strong.', 'Erin is strong.', False)
('The bear is strong.', 'Erin is strong.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The tiger chases the dog.', 'Erin is strong.', False)
('The tiger chases the dog.', 'Erin is strong.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The wolf sees the mouse.', 'is sad.', False)
('The wolf sees the mouse.', 'is sad.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The hamster is lovely.', 'is smart.', False)
('The hamster is lovely.', 'is smart.', False)
('The cheetah likes the hamster.', 'Erin is strong.', False)
('The cheetah likes the hamster.', 'Erin is strong.', False)
('The hamster is nice.', 'is small.', False)
('The hamster is nice.', 'Erin is small.', False)
('The tiger is boring.', 'Erin is chase.', False)
('The tiger is boring.', 'Erin is chase.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is small.', False)
('The tiger needs the cat.', 'Erin is slow.', False)
('The tiger needs the cat.', 'Erin is slow.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is slow.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The cheetah visits the squirrel.', 'Erin is slow.', False)
('The cheetah visits the squirrel.', 'Erin is slow.', False)
('The squirrel is kind.', 'S is kind.', False)
('The squirrel is kind.', 'S is kind.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The leopard is slow.', 'Charlie is kind.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The cat is lovely.', 'Charlie is fur.', False)
('The cat is lovely.', 'Charlie is fur.', False)
('The leopard likes the cat.', 'Charlie is strong.', False)
('The leopard likes the cat.', 'Charlie is strong.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The crocodile is fierce.', 'Erin is huge.', False)
('The crocodile is fierce.', 'Erin is huge.', False)
('The squirrel is small.', 'Erin is kind.', False)
('The squirrel is small.', 'Erin is kind.', False)
('The dinosaur needs the squirrel.', 'Erin is lazy.', False)
('The dinosaur needs the squirrel.', 'Erin is lazy.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The snake is big.', 'Erin is big.', False)
('The snake is big.', 'Erin is big.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dinosaur visits the dog.', 'Erin is visits visits visit is visits.', False)
('The dinosaur visits the dog.', 'Erin is visits visit is visit.', False)
('The cat is quiet.', 'Cat is quiet.', False)
('The cat is quiet.', 'Cat is quiet.', False)
('The wolf is lazy.', 'is lazy.', False)
('The wolf is lazy.', 'is lazy.', False)
('The bald eagle is awful.', 'Charlie is fierce.', False)
('The bald eagle is awful.', 'Charlie is fierce.', False)
('The hamster is small.', 'is quiet.', False)
('The hamster is small.', 'is quiet.', False)
('The wolf sees the hamster.', 'is slow.', False)
('The wolf sees the hamster.', 'is slow.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The leopard is boring.', 'Erin is lazy.', False)
('The leopard is boring.', 'Charlie is lazy.', False)
('The bald eagle is awful.', 'Erin is fierce.', False)
('The bald eagle is awful.', 'Erin is fierce.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The leopard likes the squirrel.', 'Charlie is strong.', False)
('The leopard likes the squirrel.', 'Charlie is strong.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'is round.', False)
('The lion is dull.', 'Erin is dull.', False)
('The lion is dull.', 'Erin is dull.', False)
('The bear is awful.', 'Erin is obese.', False)
('The bear is awful.', 'Erin is obese.', False)
('The squirrel is beautiful.', 'Fiona is nice.', False)
('The squirrel is beautiful.', 'Fiona is nice.', False)
('The lion likes the squirrel.', 'Erin is slow.', False)
('The lion likes the squirrel.', 'Erin is slow.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bear is tired.', 'Erin is bad.', False)
('The bear is tired.', 'Erin is tired.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The bear sees the dog.', 'Erin is dull.', False)
('The bear sees the dog.', 'Erin is tired.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The bear is strong.', 'Erin is obese.', False)
('The bear is strong.', 'Erin is obese.', False)
('The dog is lovely.', 'Fiona is strong.', False)
('The dog is lovely.', 'Fiona is smart.', False)
('The falcon needs the dog.', 'Fiona is  need.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The rabbit is beautiful.', 'Erin is smart.', False)
('The rabbit is beautiful.', 'Alan is smart.', False)
('The bear chases the rabbit.', 'Erin is chase.', False)
('The bear chases the rabbit.', 'Erin is chase.', False)
('The rabbit is round.', 'Erin is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The crocodile is obese.', 'Erin is obese.', False)
('The crocodile is obese.', 'Erin is obese.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The bear is big.', 'Erin is bad.', False)
('The bear is big.', 'Erin is bad.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The tiger needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The tiger needs the mouse.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The squirrel is nice.', 'S is nice.', False)
('The squirrel is nice.', 'S is nice.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is bad.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The mouse is funny.', 'Erin is nice.', False)
('The bear likes the mouse.', 'Erin is strong.', False)
('The bear likes the mouse.', 'Erin is strong.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The rabbit is furry.', 'Fiona is fur.', False)
('The rabbit is furry.', 'is fur.', False)
('The cheetah needs the rabbit.', 'Erin is poor.', False)
('The cheetah needs the rabbit.', 'Erin is poor.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The wolf is dull.', 'is lazy.', False)
('The wolf is dull.', 'is lazy.', False)
('The crocodile is big.', 'Cro is big.', False)
('The crocodile is big.', 'Cro is big.', False)
('The rabbit is cute.', 'is quiet.', False)
('The rabbit is cute.', 'is quiet.', False)
('The wolf chases the rabbit.', 'is chase.', False)
('The wolf chases the rabbit.', 'is chase.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bear is boring.', 'Erin is poor.', False)
('The bear is boring.', 'Erin is poor.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The bear likes the squirrel.', 'Charlie is heavy.', False)
('The bear likes the squirrel.', 'Charlie is heavy.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The bear is dull.', 'Erin is clever.', False)
('The bear is dull.', 'Erin is smart.', False)
('The bald eagle is heavy.', 'Fiona is heavy.', False)
('The bald eagle is heavy.', 'Fiona is heavy.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is clever.', False)
('The bear needs the mouse.', 'Erin is  needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bear needs the mouse.', 'Erin is heavy.', False)
('The squirrel is round.', 'is round.', False)
('The squirrel is round.', 'is round.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The bald eagle is fierce.', 'Erin is fierce.', False)
('The bald eagle is fierce.', 'Erin is fierce.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The wolf chases the dog.', 'is sad.', False)
('The wolf chases the dog.', 'is chase.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The falcon is reckless.', 'Fiona is reckless.', False)
('The cheetah is obese.', 'Erin is sad.', False)
('The cheetah is obese.', 'Erin is high.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The falcon chases the dog.', 'Fiona is chase.', False)
('The falcon chases the dog.', 'Fiona is chase.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'is round.', False)
('The leopard is slow.', 'Erin is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The lion is strong.', 'Erin is obese.', False)
('The lion is strong.', 'Erin is obese.', False)
('The dog is lovely.', 'Fiona is rough.', False)
('The dog is lovely.', 'Fiona is rough.', False)
('The leopard needs the dog.', 'Erin is lazy.', False)
('The leopard needs the dog.', 'Charlie is lazy.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The wolf is heavy.', 'is heavy.', False)
('The wolf is heavy.', 'is heavy.', False)
('The hamster is cute.', 'is nice.', False)
('The hamster is cute.', 'is nice.', False)
('The cheetah needs the hamster.', 'Erin is heavy.', False)
('The cheetah needs the hamster.', 'Erin is heavy.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The wolf is dull.', 'is slow.', False)
('The wolf is dull.', 'is slow.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is quiet.', False)
('The wolf needs the cat.', 'Fiona is heavy.', False)
('The wolf needs the cat.', 'Fiona is heavy.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The hamster is cute.', 'is nice.', False)
('The hamster is cute.', 'is nice.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The rabbit is adorable.', 'Alan is tiny.', False)
('The rabbit is adorable.', 'Erin is cute.', False)
('The cheetah needs the rabbit.', 'Erin is lazy.', False)
('The cheetah needs the rabbit.', 'Erin is lazy.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The tiger is rough.', 'Erin is rough.', False)
