('The dog is quiet.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The bald eagle is slow.', 'Erin is rabbit.', False)
('The bald eagle is slow.', 'Erin is rabbit.', False)
('The crocodile is fierce.', 'Charlie is rabbit.', False)
('The crocodile is fierce.', 'Charlie is rabbit.', False)
('The rabbit is furry.', 'Anne is obese.', False)
('The rabbit is furry.', 'Anne is obese.', False)
('The bald eagle sees the rabbit.', 'Erin is huge.', False)
('The bald eagle sees the rabbit.', 'Anne is huge.', False)
('The hamster is nice.', 'Harry isham.', False)
('The hamster is nice.', 'Harry isham.', False)
('The wolf is lazy.', 'Fiona is dull.', False)
('The wolf is lazy.', 'Fiona is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The mouse is lovely.', 'Charlie is quiet.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The wolf chases the mouse.', 'Fiona is huge.', False)
('The wolf chases the mouse.', 'Fiona is huge.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The falcon is tired.', 'Fiona is bad.', False)
('The falcon is tired.', 'Fiona isbald.', False)
('The bald eagle is heavy.', 'Erin is bad.', False)
('The bald eagle is heavy.', 'Erin is bad.', False)
('The cat is lovely.', 'Charlie is dull.', False)
('The cat is lovely.', 'Cat is dull.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The bald eagle is tired.', 'Erin is bad.', False)
('The bald eagle is tired.', 'Erin is bad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The bald eagle likes the cat.', 'Erin is bad.', False)
('The bald eagle likes the cat.', 'Erin is bad.', False)
('The hamster is round.', 'Harry is smart.', False)
('The hamster is round.', 'Harry is smart.', False)
('The falcon is slow.', 'Fiona is cat.', False)
('The falcon is slow.', 'Fiona is cat.', False)
('The bear is strong.', 'Bob isham.', False)
('The bear is strong.', 'Bob isham.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The tiger is lazy.', 'Gary is squirrel.', False)
('The tiger is lazy.', 'Gary is squirrel.', False)
('The leopard is fierce.', 'Charlie is squirrel.', False)
('The leopard is fierce.', 'Charlie is squirrel.', False)
('The squirrel is funny.', 'Charlie is squirrel.', False)
('The squirrel is funny.', 'Charlie is squirrel.', False)
('The tiger sees the squirrel.', 'Gary is huge.', False)
('The tiger sees the squirrel.', 'Gary is huge.', False)
('The hamster is kind.', 'Harry is huge.', False)
('The hamster is kind.', 'Harry is short.', False)
('The snake is slow.', 'Anne is sad.', False)
('The snake is slow.', 'Anne is sad.', False)
('The lion is heavy.', 'Alan is sad.', False)
('The lion is heavy.', 'Alan is sad.', False)
('The rabbit is cute.', 'Anne is slow.', False)
('The rabbit is cute.', 'Anne is slow.', False)
('The snake sees the rabbit.', 'Anne is sad.', False)
('The snake sees the rabbit.', 'Anne is sad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The wolf is big.', 'Fiona is dull.', False)
('The wolf is big.', 'Fiona is dull.', False)
('The cat is small.', 'Charlie is nice.', False)
('The cat is small.', 'Charlie is nice.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cheetah chases the cat.', 'Che.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The crocodile is dull.', 'Charlie is bad.', False)
('The crocodile is dull.', 'Charlie is bad.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The cat is beautiful.', 'Charlie is little.', False)
('The cat is beautiful.', 'Charlie is little.', False)
('The crocodile needs the cat.', 'Erin is heavy.', False)
('The crocodile needs the cat.', 'Erin is heavy.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The cheetah attacks the squirrel.', 'Che.', False)
('The cheetah attacks the squirrel.', 'Che.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The lion is tired.', 'Alan is sad.', False)
('The lion is tired.', 'Alan is sad.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The lion needs the squirrel.', 'Alan is sad.', False)
('The lion needs the squirrel.', 'Alan is sad.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The hamster is cute.', 'Harry is kind.', False)
('The hamster is cute.', 'Harry is kind.', False)
('The falcon visits the hamster.', 'Fiona is bad.', False)
('The falcon visits the hamster.', 'Fiona is bad.', False)
('The dog is smart.', 'Charlie is obese.', False)
('The dog is smart.', 'Charlie is obese.', False)
('The lion is lazy.', 'Alan is rough.', False)
('The lion is lazy.', 'Alan is rough.', False)
('The bear is obese.', 'Bob is rough.', False)
('The bear is obese.', 'Bob is rough.', False)
('The hamster is small.', 'Harry is obese.', False)
('The hamster is small.', 'Harry is obese.', False)
('The lion visits the hamster.', 'Anne is huge.', False)
('The lion visits the hamster.', 'Bob is huge.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The cat is smart.', 'Charlie is nice.', False)
('The bald eagle is angry.', 'Erin is dull.', False)
('The bald eagle is angry.', 'Erin is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The mouse is small.', 'Charlie is kind.', False)
('The mouse is small.', 'Charlie is kind.', False)
('The bald eagle attacks the mouse.', 'Anne is huge.', False)
('The bald eagle attacks the mouse.', 'Anne is huge.', False)
('The mouse is smart.', 'Charlie is clever.', False)
('The mouse is smart.', 'Charlie is clever.', False)
('The tiger is rough.', 'Gary is obese.', False)
('The tiger is rough.', 'Gary is obese.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The dog is cute.', 'Fiona is clever.', False)
('The dog is cute.', 'Charlie is clever.', False)
('The tiger attacks the dog.', 'Gary is obese.', False)
('The tiger attacks the dog.', 'Gary is obese.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is kind.', False)
('The lion is tired.', 'Alan is quiet.', False)
('The lion is tired.', 'Fiona is quiet.', False)
('The bear is awful.', 'Bob is huge.', False)
('The bear is awful.', 'Bob is huge.', False)
('The cat is lovely.', 'Cat is cat.', False)
('The cat is lovely.', 'Cat is cat.', False)
('The lion chases the cat.', 'Fiona is huge.', False)
('The lion chases the cat.', 'Fiona is huge.', False)
('The cat is round.', 'Charlie is smart.', False)
('The cat is round.', 'Charlie is kind.', False)
('The snake is boring.', 'Anne is bad.', False)
('The snake is boring.', 'Anne is bad.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The dog is beautiful.', 'Charlie is kind.', False)
('The dog is beautiful.', 'Charlie is kind.', False)
('The snake visits the dog.', 'Anne is heavy.', False)
('The snake visits the dog.', 'Anne is heavy.', False)
('The rabbit is quiet.', 'Anne is huge.', False)
('The rabbit is quiet.', 'Anne is little.', False)
('The bald eagle is boring.', 'Erin is rabbit.', False)
('The bald eagle is boring.', 'Erin is rabbit.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The mouse is cute.', 'Charlie is obese.', False)
('The mouse is cute.', 'Charlie is obese.', False)
('The bald eagle sees the mouse.', 'Erin is big.', False)
('The bald eagle sees the mouse.', 'Erin is big.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The squirrel is furry.', 'Charlie is dull.', False)
('The squirrel is furry.', 'Charlie is dull.', False)
('The dinosaur attacks the squirrel.', 'Dave is attacks.', False)
('The dinosaur attacks the squirrel.', 'Dave is attacks.', False)
('The cat is smart.', 'Charlie is small.', False)
('The cat is smart.', 'Charlie is small.', False)
('The leopard is rough.', 'Charlie is dull.', False)
('The leopard is rough.', 'Charlie is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The crocodile is big.', 'Charlie is dull.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The leopard needs the rabbit.', 'Charlie is big.', False)
('The leopard needs the rabbit.', 'Charlie is big.', False)
('The mouse is smart.', 'Charlie is kind.', False)
('The mouse is smart.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The falcon is awful.', 'Fiona is heavy.', False)
('The falcon is awful.', 'Fiona is heavy.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The dog is funny.', 'Fiona is kind.', False)
('The cheetah likes the dog.', 'Che.', False)
('The cheetah likes the dog.', 'Che.', False)
('The dog is smart.', 'Charlie is obese.', False)
('The dog is smart.', 'Charlie is obese.', False)
('The leopard is tired.', 'Charlie is bad.', False)
('The leopard is tired.', 'Charlie is bad.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The leopard visits the cat.', 'Charlie is huge.', False)
('The leopard visits the cat.', 'Charlie is huge.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The tiger is angry.', 'Gary isbald.', False)
('The tiger is angry.', 'Gary isbald.', False)
('The bald eagle is fierce.', 'Erin isbald.', False)
('The bald eagle is fierce.', 'Erin isbald.', False)
('The hamster is lovely.', 'Harry is sad.', False)
('The hamster is lovely.', 'Harry is sad.', False)
('The tiger visits the hamster.', 'Fiona is huge.', False)
('The tiger visits the hamster.', 'Fiona isham.', False)
('The cat is round.', 'Charlie is nice.', False)
('The cat is round.', 'Charlie is nice.', False)
('The lion is lazy.', 'Bob is kind.', False)
('The lion is lazy.', 'Bob is kind.', False)
('The wolf is awful.', 'Fiona is big.', False)
('The wolf is awful.', 'Fiona is big.', False)
('The dog is adorable.', 'Charlie is kind.', False)
('The dog is adorable.', 'Charlie is kind.', False)
('The lion needs the dog.', 'Bob is big.', False)
('The lion needs the dog.', 'Bob is big.', False)
('The mouse is smart.', 'Charlie is quiet.', False)
('The mouse is smart.', 'Charlie is quiet.', False)
('The wolf is reckless.', 'Fiona is bad.', False)
('The wolf is reckless.', 'Fiona is bad.', False)
('The bald eagle is obese.', 'Anne is huge.', False)
('The bald eagle is obese.', 'Anne is huge.', False)
('The cat is beautiful.', 'Charlie is clever.', False)
('The cat is beautiful.', 'Charlie is clever.', False)
('The wolf sees the cat.', 'Fiona is fierce.', False)
('The wolf sees the cat.', 'Fiona is fierce.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The bald eagle is boring.', 'Erin is rough.', False)
('The bald eagle is boring.', 'Erin is rough.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The mouse is funny.', 'Erin is quiet.', False)
('The bald eagle visits the mouse.', 'Anne is huge.', False)
('The bald eagle visits the mouse.', 'Anne is huge.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The dinosaur is dull.', 'Dave is dull.', False)
('The dinosaur is dull.', 'Dave is dull.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The cat is funny.', 'Charlie is dull.', False)
('The cat is funny.', 'Charlie is dull.', False)
('The dinosaur visits the cat.', 'Dave is huge.', False)
('The dinosaur visits the cat.', 'Dave is huge.', False)
('The rabbit is smart.', 'Anne is sleep.', False)
('The rabbit is smart.', 'Anne is sleep.', False)
('The leopard is tired.', 'Charlie is rough.', False)
('The leopard is tired.', 'Charlie is rough.', False)
('The snake is fierce.', 'Anne is  rough.', False)
('The snake is fierce.', 'Anne is   rough.', False)
('The cat is adorable.', 'Charlie is sleep.', False)
('The cat is adorable.', 'Charlie is sleep.', False)
('The leopard attacks the cat.', 'Charlie is huge.', False)
('The leopard attacks the cat.', 'Charlie is huge.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The falcon is reckless.', 'Fiona is obese.', False)
('The falcon is reckless.', 'Fiona is obese.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The mouse is furry.', 'Anne is mouse.', False)
('The mouse is furry.', 'Anne is mouse.', False)
('The falcon attacks the mouse.', 'Fiona is strong.', False)
('The falcon attacks the mouse.', 'Fiona is strong.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The cheetah visits the rabbit.', 'Che.', False)
('The cheetah visits the rabbit.', 'Che.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The wolf is tired.', 'Fiona is rough.', False)
('The wolf is tired.', 'Fiona is rough.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The cat is funny.', 'Charlie is bad.', False)
('The cat is funny.', 'Cat is bad.', False)
('The wolf likes the cat.', 'Fiona is big.', False)
('The wolf likes the cat.', 'Fiona is big.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The lion is boring.', 'Bob is squirrel.', False)
('The lion is boring.', 'Bob is ham.', False)
('The bear is obese.', 'Bob is huge.', False)
('The bear is obese.', 'Bob is huge.', False)
('The hamster is beautiful.', 'Harry is sad.', False)
('The hamster is beautiful.', 'Harry is sad.', False)
('The lion chases the hamster.', 'Anne is huge.', False)
('The lion chases the hamster.', 'Fiona is huge.', False)
('The mouse is round.', 'Charlie is obese.', False)
('The mouse is round.', 'Charlie is obese.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The crocodile is fierce.', 'Erin is huge.', False)
('The crocodile is fierce.', 'Erin isham.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The cheetah chases the hamster.', 'Che.', False)
('The cheetah chases the hamster.', 'Che.', False)
('The squirrel is smart.', 'Charlie is kind.', False)
('The squirrel is smart.', 'Charlie is kind.', False)
('The tiger is lazy.', 'Fiona is dull.', False)
('The tiger is lazy.', 'Gary is dull.', False)
('The dinosaur is strong.', 'Dave is attacks.', False)
('The dinosaur is strong.', 'Dave is attacks.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The tiger attacks the rabbit.', 'Gary is attack.', False)
('The tiger attacks the rabbit.', 'Gary is attacks.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The bald eagle is strong.', 'Erin is squirrel.', False)
('The bald eagle is strong.', 'Charlie is squirrel.', False)
('The dog is furry.', 'Charlie is obese.', False)
('The dog is furry.', 'Charlie is obese.', False)
('The cheetah visits the dog.', 'Che.', False)
('The cheetah visits the dog.', 'Che.', False)
('The mouse is round.', 'Charlie is kind.', False)
('The mouse is round.', 'Charlie is kind.', False)
('The lion is tired.', 'Alan is imperfect.', False)
('The lion is tired.', 'Alan is imperfect.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The cat is small.', 'Charlie is clever.', False)
('The cat is small.', 'Charlie is clever.', False)
('The lion needs the cat.', 'Alan is imperfect.', False)
('The lion needs the cat.', 'Alan is imperfect.', False)
('The cat is nice.', 'Charlie is huge.', False)
('The cat is nice.', 'Cat is huge.', False)
('The crocodile is dull.', 'Charlie is bad.', False)
('The crocodile is dull.', 'Charlie is bad.', False)
('The lion is heavy.', 'Anne is huge.', False)
('The lion is heavy.', 'Fiona is huge.', False)
('The mouse is beautiful.', 'Anne is mouse.', False)
('The mouse is beautiful.', 'Anne is mouse.', False)
('The crocodile needs the mouse.', 'Charlie is bad.', False)
('The crocodile needs the mouse.', 'Charlie is bad.', False)
('The hamster is nice.', 'Harry is small.', False)
('The hamster is nice.', 'Harry is small.', False)
('The tiger is slow.', 'Gary is squirrel.', False)
('The tiger is slow.', 'Gary is squirrel.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The tiger visits the squirrel.', 'Gary is huge.', False)
('The tiger visits the squirrel.', 'Gary is huge.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The crocodile is slow.', 'Charlie is  ham.', False)
('The crocodile is slow.', 'Erin is ham.', False)
('The falcon is heavy.', 'Fiona is rough.', False)
('The falcon is heavy.', 'Fiona is rough.', False)
('The hamster is beautiful.', 'Harry is small.', False)
('The hamster is beautiful.', 'Erin is small.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The tiger is dull.', 'Gary is squirrel.', False)
('The tiger is dull.', 'Gary is squirrel.', False)
('The falcon is big.', 'Fiona is squirrel.', False)
('The falcon is big.', 'Fiona is squirrel.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The squirrel is furry.', 'Charlie is obese.', False)
('The tiger chases the squirrel.', 'Gary is huge.', False)
('The tiger chases the squirrel.', 'Gary is huge.', False)
('The hamster is quiet.', 'Erin is obese.', False)
('The hamster is quiet.', 'Erin is obese.', False)
('The leopard is dull.', 'Charlie is cat.', False)
('The leopard is dull.', 'Charlie is cat.', False)
('The tiger is obese.', 'Gary is cat.', False)
('The tiger is obese.', 'Gary is cat.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The leopard sees the cat.', 'Charlie is huge.', False)
('The leopard sees the cat.', 'Charlie is huge.', False)
('The cat is quiet.', 'Charlie is smart.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The tiger is slow.', 'Gary is rough.', False)
('The falcon is fierce.', 'Fiona is strong.', False)
('The falcon is fierce.', 'Fiona is strong.', False)
('The mouse is funny.', 'Charlie is mouse.', False)
('The mouse is funny.', 'Charlie is mouse.', False)
('The tiger likes the mouse.', 'Gary is fal.', False)
('The tiger likes the mouse.', 'Gary is fal.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The bald eagle is fierce.', 'Erin is rabbit.', False)
('The bald eagle is fierce.', 'Erin is rabbit.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The falcon likes the rabbit.', 'Fiona is huge.', False)
('The falcon likes the rabbit.', 'Fiona is huge.', False)
('The dog is quiet.', 'Fiona is strong.', False)
('The dog is quiet.', 'Fiona is dog.', False)
('The bald eagle is rough.', 'Erin is sad.', False)
('The bald eagle is rough.', 'Erin is sad.', False)
('The bear is strong.', 'Bob is strong.', False)
('The bear is strong.', 'Bob is strong.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is kind.', False)
('The bald eagle visits the cat.', 'Anne is strong.', False)
('The bald eagle visits the cat.', 'Anne is strong.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The bear is dull.', 'Bob is obese.', False)
('The bear is dull.', 'Bob is obese.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The bear attacks the rabbit.', 'Bob is poor.', False)
('The bear attacks the rabbit.', 'Bob is poor.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The dinosaur is tired.', 'Dave is sad.', False)
('The dinosaur is tired.', 'Dave is sad.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The dog is adorable.', 'Fiona is dog.', False)
('The dog is adorable.', 'Fiona is dog.', False)
('The dinosaur likes the dog.', 'Dave is rough.', False)
('The dinosaur likes the dog.', 'Dave is rough.', False)
('The cat is nice.', 'Charlie is little.', False)
('The cat is nice.', 'Charlie is little.', False)
('The tiger is sleepy.', 'Gary is imperfect.', False)
('The tiger is sleepy.', 'Gary is dull.', False)
('The bear is big.', 'Bob is heavy.', False)
('The bear is big.', 'Bob is heavy.', False)
('The hamster is furry.', 'Erin is small.', False)
('The hamster is furry.', 'Anne is small.', False)
('The tiger likes the hamster.', 'Gary is poor.', False)
('The tiger likes the hamster.', 'Gary is poor.', False)
('The dog is smart.', 'Charlie is kind.', False)
('The dog is smart.', 'Charlie is kind.', False)
('The falcon is boring.', 'Fiona is cat.', False)
('The falcon is boring.', 'Fiona is cat.', False)
('The dinosaur is obese.', 'Dave is dog.', False)
('The dinosaur is obese.', 'Dave is dog.', False)
('The cat is funny.', 'Charlie is nice.', False)
('The cat is funny.', 'Charlie is nice.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The cat is quiet.', 'Charlie is kind.', False)
('The cat is quiet.', 'Charlie is kind.', False)
('The bald eagle is tired.', 'Erin is dog.', False)
('The bald eagle is tired.', 'Erin is dog.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dog is lovely.', 'Fiona is dog.', False)
('The dog is lovely.', 'Charlie is dog.', False)
('The bald eagle visits the dog.', 'Erin is huge.', False)
('The bald eagle visits the dog.', 'Erin is huge.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The dog is lovely.', 'Fiona is thin.', False)
('The dog is lovely.', 'Fiona is thin.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cat is kind.', 'Charlie is wealthy.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The crocodile is angry.', 'Charlie is sad.', False)
('The crocodile is angry.', 'Charlie is sad.', False)
('The snake is big.', 'Anne is huge.', False)
('The snake is big.', 'Anne is huge.', False)
('The squirrel is cute.', 'Fiona is short.', False)
('The squirrel is cute.', 'Fiona is small.', False)
('The crocodile likes the squirrel.', 'Charlie is sad.', False)
('The crocodile likes the squirrel.', 'Charlie is sad.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The falcon is awful.', 'Fiona is strong.', False)
('The falcon is awful.', 'Fiona is strong.', False)
('The mouse is cute.', 'Anne is mouse.', False)
('The mouse is cute.', 'Anne is mouse.', False)
('The bear sees the mouse.', 'Bob is bad.', False)
('The bear sees the mouse.', 'Bob is bad.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The leopard is sleepy.', 'Charlie is rough.', False)
('The leopard is sleepy.', 'Charlie is rough.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is  little.', False)
('The leopard attacks the rabbit.', 'Charlie is huge.', False)
('The leopard attacks the rabbit.', 'Charlie is huge.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The rabbit is quiet.', 'Anne is kind.', False)
('The dinosaur is dull.', 'Dave is quiet.', False)
('The dinosaur is dull.', 'Dave is quiet.', False)
('The lion is strong.', 'Bob is poor.', False)
('The lion is strong.', 'Bob is poor.', False)
('The squirrel is furry.', 'Fiona is little.', False)
('The squirrel is furry.', 'Fiona is little.', False)
('The dinosaur attacks the squirrel.', 'Dave is strong.', False)
('The dinosaur attacks the squirrel.', 'Dave is strong.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The crocodile is sleepy.', 'Charlie is sad.', False)
('The crocodile is sleepy.', 'Charlie is sad.', False)
('The bald eagle is big.', 'Erin isbald.', False)
('The bald eagle is big.', 'Erin isbald.', False)
('The rabbit is small.', 'Anne is sad.', False)
('The rabbit is small.', 'Anne is sad.', False)
('The crocodile attacks the rabbit.', 'Erin is huge.', False)
('The crocodile attacks the rabbit.', 'Erin is huge.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The wolf is slow.', 'Fiona is bad.', False)
('The wolf is slow.', 'Fiona is bad.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The dog is furry.', 'Charlie is obese.', False)
('The dog is furry.', 'Charlie is obese.', False)
('The wolf needs the dog.', 'Fiona is heavy.', False)
('The wolf needs the dog.', 'Fiona is heavy.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The tiger is sleepy.', 'Gary is bad.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The tiger sees the hamster.', 'Fiona is huge.', False)
('The tiger sees the hamster.', 'Fiona is huge.', False)
('The rabbit is round.', 'Anne is obese.', False)
