('The squirrel is quiet.', 'Charlie is small.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The dinosaur is heavy.', 'Dave is sad.', False)
('The dinosaur is heavy.', 'Dave is sad.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The cheetah chases the mouse.', 'Che.', False)
('The cheetah chases the mouse.', 'Che.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The tiger is sleepy.', 'Gary is fierce.', False)
('The tiger is sleepy.', 'Gary is fierce.', False)
('The crocodile is fierce.', 'Erin is big.', False)
('The crocodile is fierce.', 'Erin is big.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The tiger chases the rabbit.', 'Gary is fierce.', False)
('The tiger chases the rabbit.', 'Gary is fierce.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The snake is rough.', 'Anne is dull.', False)
('The snake is rough.', 'Anne is dull.', False)
('The bear is strong.', 'Bob is dull.', False)
('The bear is strong.', 'Bob is dull.', False)
('The hamster is beautiful.', 'Harry is obese.', False)
('The hamster is beautiful.', 'Harry is obese.', False)
('The snake visits the hamster.', 'Anne is huge.', False)
('The snake visits the hamster.', 'Anne is huge.', False)
('The mouse is kind.', 'Charlie is obese.', False)
('The mouse is kind.', 'Erin is obese.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The falcon attacks the cat.', 'Fiona is huge.', False)
('The falcon attacks the cat.', 'Fiona is huge.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The falcon is slow.', 'Fiona is bad.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The mouse is adorable.', 'Charlie is mouse.', False)
('The mouse is adorable.', 'Erin is mouse.', False)
('The falcon attacks the mouse.', 'Fiona is bad.', False)
('The falcon attacks the mouse.', 'Fiona is bad.', False)
('The hamster is smart.', 'Harry is wealthy.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The bear is dull.', 'Bob is rough.', False)
('The bear is dull.', 'Bob is rough.', False)
('The dinosaur is fierce.', 'Dave is rough.', False)
('The dinosaur is fierce.', 'Dave is rough.', False)
('The dog is funny.', 'Charlie is rough.', False)
('The dog is funny.', 'Charlie is rough.', False)
('The bear chases the dog.', 'Bob is huge.', False)
('The bear chases the dog.', 'Bob is huge.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The wolf is sleepy.', 'Fiona is obese.', False)
('The wolf is sleepy.', 'Fiona is obese.', False)
('The crocodile is big.', 'Charlie is big.', False)
('The crocodile is big.', 'Charlie is strong.', False)
('The hamster is cute.', 'Harry is clever.', False)
('The hamster is cute.', 'Harry is kind.', False)
('The wolf chases the hamster.', 'Fiona is strong.', False)
('The wolf chases the hamster.', 'Fiona is strong.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The falcon is boring.', 'Fiona is obese.', False)
('The falcon is boring.', 'Fiona is obese.', False)
('The crocodile is fierce.', 'Erin is strong.', False)
('The crocodile is fierce.', 'Erin is strong.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The rabbit is funny.', 'Anne is obese.', False)
('The falcon visits the rabbit.', 'Fiona is imperfect.', False)
('The falcon visits the rabbit.', 'Fiona is imperfect.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The wolf is dull.', 'Fiona is bad.', False)
('The wolf is dull.', 'Fiona is bad.', False)
('The bear is awful.', 'Bob is big.', False)
('The bear is awful.', 'Bob is big.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The wolf attacks the dog.', 'Fiona is big.', False)
('The wolf attacks the dog.', 'Fiona is big.', False)
('The mouse is nice.', 'Erin is obese.', False)
('The mouse is nice.', 'Erin is obese.', False)
('The bear is slow.', 'Bob is angry.', False)
('The bear is slow.', 'Bob is angry.', False)
('The leopard is obese.', 'Charlie is angry.', False)
('The leopard is obese.', 'Charlie is angry.', False)
('The cat is furry.', 'Charlie is obese.', False)
('The cat is furry.', 'Charlie is obese.', False)
('The bear attacks the cat.', 'Bob is strong.', False)
('The bear attacks the cat.', 'Bob is strong.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The crocodile is boring.', 'Charlie is dull.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The wolf is awful.', 'Fiona is dull.', False)
('The wolf is awful.', 'Fiona is dull.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The crocodile attacks the squirrel.', 'Erin is strong.', False)
('The crocodile attacks the squirrel.', 'Erin is strong.', False)
('The mouse is kind.', 'Erin is huge.', False)
('The mouse is kind.', 'Erin is huge.', False)
('The leopard is lazy.', 'Charlie is huge.', False)
('The leopard is lazy.', 'Charlie is quiet.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is small.', 'Charlie is huge.', False)
('The squirrel is small.', 'Charlie is huge.', False)
('The leopard chases the squirrel.', 'Charlie is big.', False)
('The leopard chases the squirrel.', 'Charlie is big.', False)
('The squirrel is smart.', 'Charlie is fur.', False)
('The squirrel is smart.', 'Charlie is fur.', False)
('The wolf is tired.', 'Fiona is bad.', False)
('The wolf is tired.', 'Fiona is bad.', False)
('The dinosaur is strong.', 'Dave is big.', False)
('The dinosaur is strong.', 'Dave is big.', False)
('The hamster is furry.', 'Harry is little.', False)
('The hamster is furry.', 'Harry is little.', False)
('The wolf attacks the hamster.', 'Fiona is strong.', False)
('The wolf attacks the hamster.', 'Fiona is strong.', False)
('The mouse is smart.', 'Erin is huge.', False)
('The mouse is smart.', 'Erin is huge.', False)
('The bear is boring.', 'Bob is obese.', False)
('The bear is boring.', 'Bob is obese.', False)
('The dinosaur is fierce.', 'Dave is heavy.', False)
('The dinosaur is fierce.', 'Dave is heavy.', False)
('The cat is small.', 'Charlie is clever.', False)
('The cat is small.', 'Charlie is dull.', False)
('The bear likes the cat.', 'Bob is obese.', False)
('The bear likes the cat.', 'Bob is obese.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The dinosaur is strong.', 'Dave is dull.', False)
('The dinosaur is strong.', 'Dave is dull.', False)
('The cat is beautiful.', 'Charlie is round.', False)
('The cat is beautiful.', 'Charlie is round.', False)
('The tiger needs the cat.', 'Gary is huge.', False)
('The tiger needs the cat.', 'Gary is huge.', False)
('The dog is kind.', 'Charlie is smart.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The bear is sleepy.', 'Bob is fal.', False)
('The bear is sleepy.', 'Bob is fal.', False)
('The falcon is fierce.', 'Fiona is fal.', False)
('The falcon is fierce.', 'Fiona is fal.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The bear needs the cat.', 'Bob is fal.', False)
('The bear needs the cat.', 'Bob is fal.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The snake is tired.', 'Anne is reckless.', False)
('The snake is tired.', 'Anne is reckless.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The hamster is beautiful.', 'Erin is slow.', False)
('The hamster is beautiful.', 'Erin is slow.', False)
('The snake attacks the hamster.', 'Anne is strong.', False)
('The snake attacks the hamster.', 'Anne is strong.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The squirrel is smart.', 'Charlie is obese.', False)
('The snake is sleepy.', 'Anne is dull.', False)
('The snake is sleepy.', 'Anne is dull.', False)
('The lion is big.', 'Alan is dull.', False)
('The lion is big.', 'Alan is dull.', False)
('The dog is cute.', 'Fiona is obese.', False)
('The dog is cute.', 'Fiona is obese.', False)
('The snake visits the dog.', 'Anne is strong.', False)
('The snake visits the dog.', 'Anne is strong.', False)
('The dog is quiet.', 'Charlie is sleep.', False)
('The dog is quiet.', 'Charlie is sleep.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The falcon is lazy.', 'Fiona is rough.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The falcon chases the squirrel.', 'Fiona is huge.', False)
('The falcon chases the squirrel.', 'Fiona is huge.', False)
('The rabbit is quiet.', 'Anne is little.', False)
('The rabbit is quiet.', 'Anne is little.', False)
('The dinosaur is lazy.', 'Dave is rough.', False)
('The dinosaur is lazy.', 'Dave is rough.', False)
('The wolf is heavy.', 'Fiona is sad.', False)
('The wolf is heavy.', 'Fiona is sad.', False)
('The hamster is adorable.', 'Anne is thin.', False)
('The hamster is adorable.', 'Anne is thin.', False)
('The dinosaur likes the hamster.', 'Dave is sad.', False)
('The dinosaur likes the hamster.', 'Dave is sad.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The wolf is boring.', 'Fiona is sad.', False)
('The wolf is boring.', 'Fiona is sad.', False)
('The crocodile is heavy.', 'Charlie is huge.', False)
('The crocodile is heavy.', 'Erin is huge.', False)
('The rabbit is small.', 'Anne is obese.', False)
('The rabbit is small.', 'Anne is obese.', False)
('The wolf attacks the rabbit.', 'Fiona is strong.', False)
('The wolf attacks the rabbit.', 'Fiona is huge.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The bald eagle is lazy.', 'Erin is bad.', False)
('The bald eagle is lazy.', 'Erin is bad.', False)
('The falcon is big.', 'Fiona is huge.', False)
('The falcon is big.', 'Fiona is huge.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The bald eagle visits the squirrel.', 'Anne is huge.', False)
('The bald eagle visits the squirrel.', 'Anne is huge.', False)
('The squirrel is nice.', 'Charlie is obese.', False)
('The squirrel is nice.', 'Charlie is obese.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The falcon is obese.', 'Fiona is rough.', False)
('The falcon is obese.', 'Fiona is rough.', False)
('The hamster is beautiful.', 'Harry is rough.', False)
('The hamster is beautiful.', 'Harry is rough.', False)
('The wolf attacks the hamster.', 'Fiona is huge.', False)
('The wolf attacks the hamster.', 'Fiona is huge.', False)
('The cat is round.', 'Charlie is smart.', False)
('The cat is round.', 'Charlie is smart.', False)
('The tiger is dull.', 'Gary is angry.', False)
('The tiger is dull.', 'Gary is angry.', False)
('The wolf is strong.', 'Fiona is angry.', False)
('The wolf is strong.', 'Fiona is angry.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The tiger attacks the dog.', 'Fiona is strong.', False)
('The tiger attacks the dog.', 'Gary is strong.', False)
('The cat is quiet.', 'Charlie is lazy.', False)
('The cat is quiet.', 'Charlie is lazy.', False)
('The bear is tired.', 'Charlie is rough.', False)
('The bear is tired.', 'Bob is rough.', False)
('The lion is obese.', 'Alan is huge.', False)
('The lion is obese.', 'Bob is huge.', False)
('The dog is small.', 'Fiona is lazy.', False)
('The dog is small.', 'Fiona is lazy.', False)
('The bear sees the dog.', 'Bob is huge.', False)
('The bear sees the dog.', 'Bob is huge.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The falcon is heavy.', 'Fiona is huge.', False)
('The falcon is heavy.', 'Fiona is huge.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The leopard visits the cat.', 'Charlie is heavy.', False)
('The leopard visits the cat.', 'Charlie is heavy.', False)
('The dog is round.', 'Charlie is kind.', False)
('The dog is round.', 'Charlie is kind.', False)
('The bear is sleepy.', 'Bob is awful.', False)
('The bear is sleepy.', 'Bob is awful.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The dinosaur is obese.', 'Dave is heavy.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The bear needs the cat.', 'Bob is heavy.', False)
('The bear needs the cat.', 'Bob is heavy.', False)
('The dog is round.', 'Charlie is kind.', False)
('The dog is round.', 'Charlie is kind.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The wolf is heavy.', 'Fiona is sad.', False)
('The wolf is heavy.', 'Fiona is sad.', False)
('The rabbit is cute.', 'Anne is little.', False)
('The rabbit is cute.', 'Anne is little.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The crocodile is reckless.', 'Charlie is rabbit.', False)
('The crocodile is reckless.', 'Charlie is rabbit.', False)
('The lion is big.', 'Fiona is rabbit.', False)
('The lion is big.', 'Fiona is rabbit.', False)
('The mouse is small.', 'Erin is rabbit.', False)
('The mouse is small.', 'Erin is rabbit.', False)
('The crocodile needs the mouse.', 'Charlie is huge.', False)
('The crocodile needs the mouse.', 'Erin is huge.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The bear is strong.', 'Bob is sad.', False)
('The bear is strong.', 'Bob is sad.', False)
('The hamster is funny.', 'Erin is quiet.', False)
('The hamster is funny.', 'Harry is quiet.', False)
('The falcon sees the hamster.', 'Fiona is strong.', False)
('The falcon sees the hamster.', 'Fiona is strong.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The falcon is rough.', 'Fiona is awful.', False)
('The falcon is rough.', 'Fiona is awful.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The hamster is small.', 'Harry is clever.', False)
('The hamster is small.', 'Harry is clever.', False)
('The falcon chases the hamster.', 'Fiona is heavy.', False)
('The falcon chases the hamster.', 'Fiona is heavy.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The leopard is reckless.', 'Charlie is obese.', False)
('The leopard is reckless.', 'Charlie is obese.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The leopard needs the cat.', 'Charlie is imperfect.', False)
('The leopard needs the cat.', 'Charlie is imperfect.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The lion is dull.', 'Bob is fierce.', False)
('The lion is dull.', 'Bob is fierce.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The hamster is beautiful.', 'Harry is fierce.', False)
('The hamster is beautiful.', 'Harry is fierce.', False)
('The lion visits the hamster.', 'Bob is fierce.', False)
('The lion visits the hamster.', 'Bob is fierce.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The falcon is angry.', 'Fiona is fierce.', False)
('The falcon is angry.', 'Fiona is fierce.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The leopard is big.', 'Charlie is huge.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The falcon is boring.', 'Fiona is bad.', False)
('The falcon is boring.', 'Fiona is bad.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The falcon chases the cat.', 'Fiona is huge.', False)
('The falcon chases the cat.', 'Fiona is huge.', False)
('The rabbit is smart.', 'Anne is kind.', False)
('The rabbit is smart.', 'Anne is kind.', False)
('The tiger is slow.', 'Fiona is sad.', False)
('The tiger is slow.', 'Fiona is sad.', False)
('The bald eagle is heavy.', 'Anne is dull.', False)
('The bald eagle is heavy.', 'Erin is dull.', False)
('The dog is funny.', 'Fiona is clever.', False)
('The dog is funny.', 'Fiona is clever.', False)
('The tiger chases the dog.', 'Gary isbald.', False)
('The tiger chases the dog.', 'Gary isbald.', False)
('The cat is round.', 'Charlie is kind.', False)
('The cat is round.', 'Charlie is kind.', False)
('The wolf is sleepy.', 'Fiona is imperfect.', False)
('The wolf is sleepy.', 'Fiona is imperfect.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The leopard is fierce.', 'Charlie is huge.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The wolf chases the dog.', 'Fiona is imperfect.', False)
('The wolf chases the dog.', 'Fiona is imperfect.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The bald eagle is reckless.', 'Erin is obese.', False)
('The bald eagle is reckless.', 'Erin is obese.', False)
('The tiger is obese.', 'Gary is heavy.', False)
('The tiger is obese.', 'Gary is heavy.', False)
('The dog is furry.', 'Charlie is quiet.', False)
('The dog is furry.', 'Charlie is quiet.', False)
('The bald eagle sees the dog.', 'Erin is imperfect.', False)
('The bald eagle sees the dog.', 'Erin is imperfect.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The lion is rough.', 'Alan is angry.', False)
('The lion is rough.', 'Bob is angry.', False)
('The snake is big.', 'Anne is huge.', False)
('The snake is big.', 'Anne is huge.', False)
('The hamster is adorable.', 'Harry is nice.', False)
('The hamster is adorable.', 'Harry is nice.', False)
('The lion visits the hamster.', 'Anne is big.', False)
('The lion visits the hamster.', 'Bob is big.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The snake is lazy.', 'Anne is slow.', False)
('The snake is lazy.', 'Anne is slow.', False)
('The falcon is strong.', 'Fiona is slow.', False)
('The falcon is strong.', 'Fiona is slow.', False)
('The hamster is lovely.', 'Harry is slow.', False)
('The hamster is lovely.', 'Harry is slow.', False)
('The snake likes the hamster.', 'Anne is huge.', False)
('The snake likes the hamster.', 'Anne is strong.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The wolf is angry.', 'Fiona is rough.', False)
('The wolf is angry.', 'Fiona is rough.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The mouse is small.', 'Charlie is clever.', False)
('The mouse is small.', 'Erin is clever.', False)
('The wolf sees the mouse.', 'Fiona is huge.', False)
('The wolf sees the mouse.', 'Fiona is huge.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The dinosaur is angry.', 'Dave ische.', False)
('The dinosaur is angry.', 'Dave ische.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is funny.', 'Charlie is che.', False)
('The squirrel is funny.', 'Charlie is che.', False)
('The dinosaur sees the squirrel.', 'Dave is che.', False)
('The dinosaur sees the squirrel.', 'Dave is che.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The dinosaur is slow.', 'Dave is obese.', False)
('The dinosaur is slow.', 'Dave is obese.', False)
('The wolf is obese.', 'Fiona is strong.', False)
('The wolf is obese.', 'Fiona is strong.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The dinosaur chases the dog.', 'Dave is obese.', False)
('The dinosaur chases the dog.', 'Dave is imperfect.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The cat is kind.', 'Charlie is quiet.', False)
('The lion is slow.', 'Alan is dull.', False)
('The lion is slow.', 'Alan is dull.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The lion attacks the rabbit.', 'Anne is heavy.', False)
('The lion attacks the rabbit.', 'Fiona is heavy.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The bald eagle is slow.', 'Erin is bad.', False)
('The bald eagle is slow.', 'Erin is bad.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is huge.', False)
('The squirrel is cute.', 'Charlie is kind.', False)
('The squirrel is cute.', 'Charlie is kind.', False)
('The bald eagle needs the squirrel.', 'Bob is heavy.', False)
('The bald eagle needs the squirrel.', 'Anne is huge.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The wolf is lazy.', 'Fiona is bad.', False)
('The wolf is lazy.', 'Fiona is bad.', False)
('The bear is awful.', 'Anne is strong.', False)
('The bear is awful.', 'Bob is strong.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The wolf likes the squirrel.', 'Fiona is strong.', False)
('The wolf likes the squirrel.', 'Fiona is strong.', False)
('The mouse is nice.', 'Charlie is quiet.', False)
('The mouse is nice.', 'Charlie is quiet.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The bald eagle is fierce.', 'Erin is strong.', False)
('The bald eagle is fierce.', 'Erin is strong.', False)
('The hamster is cute.', 'Harry is sad.', False)
('The hamster is cute.', 'Harry is rough.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The squirrel is nice.', 'Charlie is small.', False)
('The squirrel is nice.', 'Charlie is small.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The dinosaur is heavy.', 'Dave is heavy.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cheetah sees the cat.', 'Che.', False)
('The cheetah sees the cat.', 'Che.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The bear is boring.', 'Bob is sad.', False)
('The bear is boring.', 'Bob is poor.', False)
('The wolf is strong.', 'Fiona is poor.', False)
('The wolf is strong.', 'Fiona is poor.', False)
('The mouse is adorable.', 'Charlie is quiet.', False)
('The mouse is adorable.', 'Charlie is quiet.', False)
('The bear sees the mouse.', 'Bob is poor.', False)
('The bear sees the mouse.', 'Bob is poor.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The tiger is boring.', 'Gary is rabbit.', False)
('The tiger is boring.', 'Gary is bad.', False)
('The bear is obese.', 'Bob is big.', False)
('The bear is obese.', 'Bob is big.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The tiger likes the cat.', 'Gary is big.', False)
('The tiger likes the cat.', 'Gary is big.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The wolf is sleepy.', 'Fiona iscro.', False)
('The wolf is sleepy.', 'Fiona iscro.', False)
('The crocodile is fierce.', 'Charlie iscro.', False)
('The crocodile is fierce.', 'Charlie iscro.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The wolf likes the squirrel.', 'Fiona iscro.', False)
('The wolf likes the squirrel.', 'Fiona iscro.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The crocodile is sleepy.', 'Erin is dull.', False)
('The crocodile is sleepy.', 'Erin is dull.', False)
('The bald eagle is strong.', 'Bob is dull.', False)
('The bald eagle is strong.', 'Anne is dull.', False)
('The rabbit is adorable.', 'Anne is dull.', False)
('The rabbit is adorable.', 'Anne is dull.', False)
('The crocodile visits the rabbit.', 'Erin is strong.', False)
('The crocodile visits the rabbit.', 'Erin is strong.', False)
('The hamster is round.', 'Erin is kind.', False)
('The hamster is round.', 'Erin is quiet.', False)
('The falcon is lazy.', 'Fiona is fierce.', False)
('The falcon is lazy.', 'Fiona is fierce.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The falcon sees the cat.', 'Fiona is fierce.', False)
('The falcon sees the cat.', 'Fiona is fierce.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The lion is big.', 'Bob is dull.', False)
('The lion is big.', 'Bob is dull.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The cheetah visits the mouse.', 'Che.', False)
('The cheetah visits the mouse.', 'Che.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The snake is rough.', 'Anne iscro.', False)
('The snake is rough.', 'Anne iscro.', False)
('The crocodile is big.', 'Charlie iscro.', False)
('The crocodile is big.', 'Charlie iscro.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The snake needs the cat.', 'Anne is rough.', False)
('The snake needs the cat.', 'Anne is rough.', False)
('The mouse is smart.', 'Anne is clever.', False)
('The mouse is smart.', 'Anne is clever.', False)
('The leopard is tired.', 'Charlie is mouse.', False)
('The leopard is tired.', 'Charlie is mouse.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The hamster is funny.', 'Harry is clever.', False)
('The hamster is funny.', 'Harry is clever.', False)
('The leopard likes the hamster.', 'Charlie is strong.', False)
('The leopard likes the hamster.', 'Charlie is strong.', False)
('The cat is quiet.', 'Charlie is obese.', False)
('The cat is quiet.', 'Charlie is obese.', False)
('The falcon is reckless.', 'Fiona is sad.', False)
('The falcon is reckless.', 'Fiona is sad.', False)
('The snake is obese.', 'Anne is attack.', False)
('The snake is obese.', 'Anne is attack.', False)
('The mouse is cute.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is obese.', False)
('The falcon attacks the mouse.', 'Fiona is huge.', False)
('The falcon attacks the mouse.', 'Fiona is huge.', False)
