('The squirrel is quiet.', 'Erin is funny.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The crocodile is fierce.', 'Erin is fierce.', False)
('The crocodile is fierce.', 'Erin is fierce.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is small.', False)
('The tiger chases the rabbit.', 'Erin is chase.', False)
('The tiger chases the rabbit.', 'Erin is chase.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The snake is rough.', 'Erin is rough.', False)
('The snake is rough.', 'Erin is rough.', False)
('The bear is strong.', 'Erin is bad.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The hamster is beautiful.', 'is quiet.', False)
('The hamster is beautiful.', 'is quiet.', False)
('The snake visits the hamster.', 'is visit.', False)
('The snake visits the hamster.', 'Erin is visit.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Erin is kind.', False)
('The cat is beautiful.', 'Erin is kind.', False)
('The falcon attacks the cat.', 'Fiona is attacks.', False)
('The falcon attacks the cat.', 'Fiona is attacks.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The falcon is slow.', 'Fiona is kind.', False)
('The falcon is slow.', 'Fiona is kind.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The dinosaur is awful.', 'Erin is huge.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The falcon attacks the mouse.', 'Fiona is strong.', False)
('The falcon attacks the mouse.', 'Fiona is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The bear is dull.', 'Erin is dull.', False)
('The bear is dull.', 'Erin is dull.', False)
('The dinosaur is fierce.', 'Erin is dull.', False)
('The dinosaur is fierce.', 'Erin is dull.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The bear chases the dog.', 'Erin is chase.', False)
('The bear chases the dog.', 'Erin is chase.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'is smart.', False)
('The wolf is sleepy.', 'Erin is bad.', False)
('The wolf is sleepy.', 'is bad.', False)
('The crocodile is big.', 'Cro is big.', False)
('The crocodile is big.', 'Cro is big.', False)
('The hamster is cute.', 'is smart.', False)
('The hamster is cute.', 'is smart.', False)
('The wolf chases the hamster.', 'is bad.', False)
('The wolf chases the hamster.', 'is bad.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The falcon is boring.', 'Fiona is bad.', False)
('The falcon is boring.', 'Fiona is bad.', False)
('The crocodile is fierce.', 'Erin is obese.', False)
('The crocodile is fierce.', 'Erin is high.', False)
('The rabbit is funny.', 'Alan is funny.', False)
('The rabbit is funny.', 'Alan is funny.', False)
('The falcon visits the rabbit.', 'Fiona is lazy.', False)
('The falcon visits the rabbit.', 'Fiona is lazy.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The wolf is dull.', 'is dull.', False)
('The wolf is dull.', 'is dull.', False)
('The bear is awful.', 'Erin is huge.', False)
('The bear is awful.', 'Erin is huge.', False)
('The dog is small.', 'Fiona is round.', False)
('The dog is small.', 'Fiona is round.', False)
('The wolf attacks the dog.', 'is bad.', False)
('The wolf attacks the dog.', 'Charlie is bad.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The bear is slow.', 'Erin is lazy.', False)
('The bear is slow.', 'Erin is lazy.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The bear attacks the cat.', 'Erin is strong.', False)
('The bear attacks the cat.', 'Erin is strong.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is bad.', False)
('The squirrel is small.', 'S is round.', False)
('The squirrel is small.', 'is round.', False)
('The crocodile attacks the squirrel.', 'Cro is strong.', False)
('The crocodile attacks the squirrel.', 'Cro is strong.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is sad.', False)
('The leopard is lazy.', 'Erin is kind.', False)
('The leopard is lazy.', 'Erin is kind.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The squirrel is small.', 'Erin is small.', False)
('The squirrel is small.', 'Erin is sad.', False)
('The leopard chases the squirrel.', 'Charlie is slow.', False)
('The leopard chases the squirrel.', 'Charlie is high.', False)
('The squirrel is smart.', 'Fiona is fur.', False)
('The squirrel is smart.', 'Fiona is fur.', False)
('The wolf is tired.', 'is tired.', False)
('The wolf is tired.', 'is tired.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The wolf attacks the hamster.', 'Fiona is lazy.', False)
('The wolf attacks the hamster.', 'Fiona is lazy.', False)
('The mouse is smart.', 'Erin is strong.', False)
('The mouse is smart.', 'Erin is strong.', False)
('The bear is boring.', 'Erin is smart.', False)
('The bear is boring.', 'Erin is smart.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The cat is small.', 'Erin is smart.', False)
('The cat is small.', 'Erin is smart.', False)
('The bear likes the cat.', 'Erin is dull.', False)
('The bear likes the cat.', 'Erin is dull.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The tiger is tired.', 'Erin is bad.', False)
('The tiger is tired.', 'Erin is bad.', False)
('The dinosaur is strong.', 'Erin is bad.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The cat is beautiful.', 'Erin is beautiful.', False)
('The tiger needs the cat.', 'Erin is strong.', False)
('The tiger needs the cat.', 'Erin is strong.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The bear is sleepy.', 'Erin is slow.', False)
('The bear is sleepy.', 'Erin is slow.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The cat is cute.', 'Erin is cute.', False)
('The cat is cute.', 'Erin is nice.', False)
('The bear needs the cat.', 'Erin is strong.', False)
('The bear needs the cat.', 'Erin is sad.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The snake is tired.', 'is tired.', False)
('The snake is tired.', 'is tired.', False)
('The cheetah is fierce.', 'Erin is bad.', False)
('The cheetah is fierce.', 'Erin is bad.', False)
('The hamster is beautiful.', 'is beautiful.', False)
('The hamster is beautiful.', 'is beautiful.', False)
('The snake attacks the hamster.', 'is attack.', False)
('The snake attacks the hamster.', 'is attacks.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The snake is sleepy.', 'Erin is strong.', False)
('The snake is sleepy.', 'Erin is strong.', False)
('The lion is big.', 'Erin is bad.', False)
('The lion is big.', 'Erin is bad.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is clever.', False)
('The snake visits the dog.', 'is visit is visit.', False)
('The snake visits the dog.', 'Erin is visit visit is visit.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The squirrel is lovely.', 'Fiona is quiet.', False)
('The squirrel is lovely.', 'Fiona is quiet.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The rabbit is quiet.', 'Erin is fierce.', False)
('The rabbit is quiet.', 'Erin is fierce.', False)
('The dinosaur is lazy.', 'Erin is fierce.', False)
('The dinosaur is lazy.', 'Erin is fierce.', False)
('The wolf is heavy.', 'is fierce.', False)
('The wolf is heavy.', 'is fierce.', False)
('The hamster is adorable.', 'is tiny.', False)
('The hamster is adorable.', 'Erin is tiny.', False)
('The dinosaur likes the hamster.', 'Erin is fierce.', False)
('The dinosaur likes the hamster.', 'Erin is fierce.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The wolf is boring.', 'is lazy.', False)
('The wolf is boring.', 'is lazy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is kind.', False)
('The wolf attacks the rabbit.', 'is small.', False)
('The wolf attacks the rabbit.', 'is small.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The squirrel is lovely.', 'Fiona is smart.', False)
('The squirrel is lovely.', 'Fiona is smart.', False)
('The bald eagle visits the squirrel.', 'Alan is visits.', False)
('The bald eagle visits the squirrel.', 'Erin is visits.', False)
('The squirrel is nice.', 'S is  kind.', False)
('The squirrel is nice.', 'S is  people is  people is  people is  people is  people is  pe', False)
('The wolf is dull.', 'is heavy.', False)
('The wolf is dull.', 'is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The hamster is beautiful.', 'is heavy.', False)
('The hamster is beautiful.', 'is heavy.', False)
('The wolf attacks the hamster.', 'Fiona is heavy.', False)
('The wolf attacks the hamster.', 'Fiona is heavy.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Charlie is round.', False)
('The tiger is dull.', 'Erin is bad.', False)
('The tiger is dull.', 'Erin is bad.', False)
('The wolf is strong.', 'is strong.', False)
('The wolf is strong.', 'is strong.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The tiger attacks the dog.', 'Erin is strong.', False)
('The tiger attacks the dog.', 'Erin is strong.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The bear is tired.', 'Erin is heavy.', False)
('The bear is tired.', 'Erin is heavy.', False)
('The lion is obese.', 'Erin is heavy.', False)
('The lion is obese.', 'Erin is heavy.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The bear sees the dog.', 'Erin is heavy.', False)
('The bear sees the dog.', 'Erin is heavy.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The cat is funny.', 'Erin is nice.', False)
('The cat is funny.', 'Erin is nice.', False)
('The leopard visits the cat.', 'Charlie is visits visits high.', False)
('The leopard visits the cat.', 'Charlie is high.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The cat is small.', 'Erin is round.', False)
('The cat is small.', 'Erin is round.', False)
('The bear needs the cat.', 'Erin is high.', False)
('The bear needs the cat.', 'Erin is high.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The cheetah is lazy.', 'Erin is nice.', False)
('The cheetah is lazy.', 'Erin is nice.', False)
('The wolf is heavy.', 'is heavy.', False)
('The wolf is heavy.', 'is heavy.', False)
('The rabbit is cute.', 'Alan is cute.', False)
('The rabbit is cute.', 'Alan is cute.', False)
('The cheetah likes the rabbit.', 'Erin is bad.', False)
('The cheetah likes the rabbit.', 'Erin is sad.', False)
('The rabbit is nice.', 'Alan is small.', False)
('The rabbit is nice.', 'Alan is small.', False)
('The crocodile is reckless.', 'Erin is reckless.', False)
('The crocodile is reckless.', 'Erin is reckless.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The crocodile needs the mouse.', 'Erin is heavy.', False)
('The crocodile needs the mouse.', 'Erin is heavy.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The hamster is funny.', 'is quiet.', False)
('The hamster is funny.', 'is quiet.', False)
('The falcon sees the hamster.', 'Fiona is strong.', False)
('The falcon sees the hamster.', 'Fiona is strong.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The mouse is quiet.', 'Erin is small.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The falcon chases the hamster.', 'Fiona is lazy.', False)
('The falcon chases the hamster.', 'Fiona is lazy.', False)
('The squirrel is nice.', 'Erin is small.', False)
('The squirrel is nice.', 'Erin is small.', False)
('The leopard is reckless.', 'Erin is reckless.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The crocodile is obese.', 'Erin is heavy.', False)
('The crocodile is obese.', 'Erin is heavy.', False)
('The cat is lovely.', 'Erin is heavy.', False)
('The cat is lovely.', 'Erin is heavy.', False)
('The leopard needs the cat.', 'Charlie is slow.', False)
('The leopard needs the cat.', 'Charlie is slow.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The lion is dull.', 'Erin is lazy.', False)
('The lion is dull.', 'Erin is lazy.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The hamster is beautiful.', 'is nice.', False)
('The hamster is beautiful.', 'Erin is nice.', False)
('The lion visits the hamster.', 'Erin is slow.', False)
('The lion visits the hamster.', 'Erin is bad.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is adorable.', 'is clever.', False)
('The squirrel is adorable.', 'is clever.', False)
('The falcon chases the squirrel.', 'Fiona is sad.', False)
('The falcon chases the squirrel.', 'Fiona is sad.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The cat is funny.', 'Erin is quiet.', False)
('The cat is funny.', 'Erin is quiet.', False)
('The falcon chases the cat.', 'Fiona is strong.', False)
('The falcon chases the cat.', 'Fiona is strong.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is smart.', False)
('The bald eagle is heavy.', 'Alan is heavy.', False)
('The bald eagle is heavy.', 'Charlie is heavy.', False)
('The dog is funny.', 'Fiona is smart.', False)
('The dog is funny.', 'Fiona is smart.', False)
('The tiger chases the dog.', 'Erin is slow.', False)
('The tiger chases the dog.', 'Erin is slow.', False)
('The cat is round.', 'Erin is nice.', False)
('The cat is round.', 'Erin is nice.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Erin is funny.', False)
('The wolf chases the dog.', 'is bad.', False)
('The wolf chases the dog.', 'is sad.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The bald eagle is reckless.', 'Charlie is reckless.', False)
('The bald eagle is reckless.', 'Charlie is reckless.', False)
('The tiger is obese.', 'Erin is high.', False)
('The tiger is obese.', 'Erin is high.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The bald eagle sees the dog.', 'Charlie is reckless.', False)
('The bald eagle sees the dog.', 'Charlie is reckless.', False)
('The rabbit is nice.', 'Alan is round.', False)
('The rabbit is nice.', 'is round.', False)
('The lion is rough.', 'Erin is rough.', False)
('The lion is rough.', 'Erin is bad.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The hamster is adorable.', 'is clever.', False)
('The hamster is adorable.', 'is clever.', False)
('The lion visits the hamster.', 'Erin is big.', False)
('The lion visits the hamster.', 'Erin is big.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The snake is lazy.', 'is lazy.', False)
('The snake is lazy.', 'is lazy.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The falcon is strong.', 'Fiona is strong.', False)
('The hamster is lovely.', 'is sad.', False)
('The hamster is lovely.', 'is sad.', False)
('The snake likes the hamster.', 'is slow.', False)
('The snake likes the hamster.', 'is slow.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The wolf is angry.', 'is angry.', False)
('The wolf is angry.', 'is angry.', False)
('The crocodile is obese.', 'Cro is angry.', False)
('The crocodile is obese.', 'Cro is angry.', False)
('The mouse is small.', 'Erin is kind.', False)
('The mouse is small.', 'Erin is kind.', False)
('The wolf sees the mouse.', 'is small.', False)
('The wolf sees the mouse.', 'is strong.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The dinosaur sees the squirrel.', 'Erin is lazy.', False)
('The dinosaur sees the squirrel.', 'Erin is lazy.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'Charlie is obese.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dinosaur chases the dog.', 'Erin is chase.', False)
('The dinosaur chases the dog.', 'Erin is chase.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The snake is awful.', 'is huge.', False)
('The snake is awful.', 'is huge.', False)
('The rabbit is funny.', 'is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The lion attacks the rabbit.', 'Erin is attack.', False)
('The lion attacks the rabbit.', 'Erin is attack.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The squirrel is cute.', 'Fiona is kind.', False)
('The squirrel is cute.', 'is kind.', False)
('The bald eagle needs the squirrel.', 'Erin is poor.', False)
('The bald eagle needs the squirrel.', 'Erin is poor.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The wolf is lazy.', 'is lazy.', False)
('The wolf is lazy.', 'is lazy.', False)
('The bear is awful.', 'Erin is awful.', False)
('The bear is awful.', 'Erin is awful.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The wolf likes the squirrel.', 'Fiona is strong.', False)
('The wolf likes the squirrel.', 'Fiona is strong.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The cheetah is angry.', 'Erin is lazy.', False)
('The cheetah is angry.', 'Erin is lazy.', False)
('The bald eagle is fierce.', 'Alan is fierce.', False)
('The bald eagle is fierce.', 'Erin is fierce.', False)
('The hamster is cute.', 'is cute.', False)
('The hamster is cute.', 'is cute.', False)
('The cheetah sees the hamster.', 'Erin is sad.', False)
('The cheetah sees the hamster.', 'Erin is sad.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is nice.', False)
('The cheetah sees the cat.', 'Erin is heavy.', False)
('The cheetah sees the cat.', 'Erin is heavy.', False)
('The squirrel is nice.', 'is clever.', False)
('The squirrel is nice.', 'Erin is clever.', False)
('The bear is boring.', 'Erin is reckless.', False)
('The bear is boring.', 'Erin is reckless.', False)
('The wolf is strong.', 'is fierce.', False)
('The wolf is strong.', 'is fierce.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The bear sees the mouse.', 'Erin is strong.', False)
('The bear sees the mouse.', 'Erin is strong.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The tiger is boring.', 'Erin is smart.', False)
('The tiger is boring.', 'Erin is smart.', False)
('The bear is obese.', 'Erin is big.', False)
('The bear is obese.', 'Erin is big.', False)
('The cat is cute.', 'Erin is smart.', False)
('The cat is cute.', 'Erin is smart.', False)
('The tiger likes the cat.', 'Erin is big.', False)
('The tiger likes the cat.', 'Erin is big.', False)
('The rabbit is nice.', 'Fiona is small.', False)
('The rabbit is nice.', 'Fiona is sad.', False)
('The wolf is sleepy.', 'is slow.', False)
('The wolf is sleepy.', 'is slow.', False)
('The crocodile is fierce.', 'Erin is fierce.', False)
('The crocodile is fierce.', 'Erin is fierce.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The wolf likes the squirrel.', 'Fiona is sad.', False)
('The wolf likes the squirrel.', 'is sad.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The rabbit is adorable.', 'Fiona is cute.', False)
('The rabbit is adorable.', 'Fiona is cute.', False)
('The crocodile visits the rabbit.', 'Erin is visit.', False)
('The crocodile visits the rabbit.', 'Erin is visit.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is furry.', 'Cat is fur.', False)
('The cat is furry.', 'Cat is fur.', False)
('The falcon sees the cat.', 'Fiona is sad.', False)
('The falcon sees the cat.', 'Fiona is sad.', False)
('The squirrel is round.', 'Fiona is round.', False)
('The squirrel is round.', 'Fiona is round.', False)
('The cheetah is dull.', 'Erin is slow.', False)
('The cheetah is dull.', 'Erin is slow.', False)
('The lion is big.', 'Erin is bad.', False)
('The lion is big.', 'Erin is big.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The cheetah visits the mouse.', 'Erin is big.', False)
('The cheetah visits the mouse.', 'Erin is big.', False)
('The dog is round.', 'Erin is nice.', False)
('The dog is round.', 'Erin is nice.', False)
('The snake is rough.', 'is rough.', False)
('The snake is rough.', 'Erin is rough.', False)
('The crocodile is big.', 'Cro is rough.', False)
('The crocodile is big.', 'Cro is rough.', False)
('The cat is beautiful.', 'Erin is round.', False)
('The cat is beautiful.', 'Erin is round.', False)
('The snake needs the cat.', 'Erin is rough.', False)
('The snake needs the cat.', 'Erin is rough.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The leopard is tired.', 'Charlie is smart.', False)
('The leopard is tired.', 'Erin is smart.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The hamster is funny.', 'is smart.', False)
('The hamster is funny.', 'is smart.', False)
('The leopard likes the hamster.', 'Charlie is heavy.', False)
('The leopard likes the hamster.', 'Charlie is heavy.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The falcon is reckless.', 'Fiona is slow.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The snake is obese.', 'Erin is obese.', False)
('The snake is obese.', 'is obese.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The falcon attacks the mouse.', 'Fiona is attack.', False)
('The falcon attacks the mouse.', 'Fiona is attack.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The bald eagle is big.', 'Fiona is big.', False)
('The bald eagle is big.', 'Fiona is big.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The dinosaur chases the mouse.', 'Erin is slow.', False)
('The dinosaur chases the mouse.', 'Erin is slow.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'is round.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The wolf is strong.', 'is fierce.', False)
('The wolf is strong.', 'Erin is fierce.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The cheetah chases the squirrel.', 'Erin is round.', False)
('The cheetah chases the squirrel.', 'Erin is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The cat is cute.', 'Erin is cute.', False)
('The cat is cute.', 'Erin is cute.', False)
('The tiger needs the cat.', 'Erin is sad.', False)
('The tiger needs the cat.', 'Erin is sad.', False)
('The hamster is kind.', 'is kind.', False)
