('Fiona is high.', 'Fiona is high.', True)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is rough.', 'Alan is rough.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Fiona is smart.', 'Fiona is smart.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Dave is huge.', 'Dave is huge.', True)
('Dave is huge.', 'Dave is huge.', True)
('Harry is thin.', 'Harry is huge.', False)
('Harry is thin.', 'Harry is huge.', False)
('Fiona is quiet.', 'Fiona is quiet.', True)
('Fiona is quiet.', 'Fiona is quiet.', True)
('Erin is poor.', 'Erin is poor.', True)
('Erin is poor.', 'Erin is poor.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Anne is nice.', 'Anne is nice.', True)
('Anne is nice.', 'Anne is nice.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Dave is high.', 'Dave is high.', True)
('Dave is high.', 'Dave is high.', True)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Alan is imperfect.', 'Alan is imperfect.', True)
('Alan is imperfect.', 'Alan is imperfect.', True)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Dave is nice.', 'Dave is nice.', True)
('Dave is nice.', 'Dave is nice.', True)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is dull.', True)
('Gary is heavy.', 'Gary is heavy.', True)
('Gary is heavy.', 'Gary is heavy.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Erin is bad.', 'Erin is bad.', True)
('Erin is bad.', 'Erin is bad.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Bob is smart.', 'Bob is smart.', True)
('Bob is smart.', 'Bob is smart.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is high.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Dave is nice.', 'Dave is nice.', True)
('Dave is nice.', 'Dave is nice.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Dave is kind.', 'Dave is kind.', True)
('Dave is kind.', 'Dave is kind.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Harry is huge.', 'Harry is huge.', True)
('Harry is huge.', 'Harry is huge.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Charlie is little.', 'Charlie is little.', True)
('Charlie is little.', 'Charlie is little.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Charlie is poor.', 'Charlie is poor.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Harry is little.', 'Harry is little.', True)
('Harry is little.', 'Harry is little.', True)
('Gary is smart.', 'Gary is smart.', True)
('Gary is smart.', 'Gary is smart.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Erin is big.', 'Erin is big.', True)
('Erin is big.', 'Erin is big.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Alan is poor.', 'Alan is poor.', True)
('Alan is poor.', 'Alan is poor.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Charlie is short.', 'Charlie is short.', True)
('Charlie is short.', 'Charlie is short.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Erin is poor.', 'Erin is poor.', True)
('Erin is poor.', 'Erin is poor.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Alan is high.', 'Alan is high.', True)
('Alan is high.', 'Alan is high.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Charlie is short.', 'Charlie is short.', True)
('Charlie is short.', 'Charlie is short.', True)
('Erin is quiet.', 'Erin is quiet.', True)
('Erin is quiet.', 'Erin is quiet.', True)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Gary is nice.', 'Gary is nice.', True)
('Gary is nice.', 'Gary is nice.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Gary is little.', 'Gary is little.', True)
('Gary is little.', 'Gary is little.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Alan is dull.', 'Alan is dull.', True)
('Alan is dull.', 'Alan is dull.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Fiona is high.', 'Fiona is high.', True)
('Fiona is high.', 'Fiona is dull.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Erin is smart.', 'Erin is smart.', True)
('Erin is smart.', 'Erin is smart.', True)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is dull.', True)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Gary is little.', 'Gary is little.', True)
('Gary is little.', 'Gary is little.', True)
('Dave is nice.', 'Dave is nice.', True)
('Dave is nice.', 'Dave is nice.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Alan is huge.', 'Alan is huge.', True)
('Alan is huge.', 'Alan is huge.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Bob is huge.', 'Bob is huge.', True)
('Bob is huge.', 'Bob is huge.', True)
('Anne is little.', 'Anne is little.', True)
('Anne is little.', 'Anne is little.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Fiona is nice.', 'Fiona is nice.', True)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is dull.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Fiona is wealthy.', 'Fiona is wealthy.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is high.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Gary is imperfect.', 'Gary is imperfect.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Bob is dull.', 'Bob is dull.', True)
('Bob is dull.', 'Bob is dull.', True)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Bob is nice.', 'Bob is nice.', True)
('Bob is nice.', 'Bob is nice.', True)
('Anne is bad.', 'Anne is bad.', True)
('Anne is bad.', 'Anne is bad.', True)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Dave is nice.', 'Dave is nice.', True)
('Dave is nice.', 'Dave is nice.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is big.', 'Fiona is big.', True)
('Fiona is big.', 'Fiona is big.', True)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Anne is nice.', 'Anne is nice.', True)
('Anne is nice.', 'Anne is nice.', True)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Bob is tiny.', 'Bob is tiny.', True)
('Alan is nice.', 'Alan is nice.', True)
('Alan is nice.', 'Alan is nice.', True)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Dave is tiny.', 'Dave is tiny.', True)
('Dave is tiny.', 'Dave is tiny.', True)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Dave is kind.', 'Dave is kind.', True)
('Dave is kind.', 'Dave is kind.', True)
('Bob is dull.', 'Bob is dull.', True)
('Bob is dull.', 'Bob is dull.', True)
('Harry is huge.', 'Harry is huge.', True)
('Harry is huge.', 'Harry is huge.', True)
('Gary is tiny.', 'Gary is tiny.', True)
('Gary is tiny.', 'Gary is tiny.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Erin is little.', 'Erin is little.', True)
('Erin is little.', 'Erin is little.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Anne is bad.', 'Anne is bad.', True)
('Anne is bad.', 'Anne is bad.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Charlie is big.', 'Charlie is big.', True)
('Charlie is big.', 'Charlie is big.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Anne is smart.', 'Anne is smart.', True)
('Anne is smart.', 'Anne is smart.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Charlie is nice.', 'Charlie is nice.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is high.', 'Anne is high.', True)
('Anne is high.', 'Anne is high.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Fiona is tiny.', 'Fiona is tiny.', True)
('Fiona is tiny.', 'Fiona is tiny.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Erin is poor.', 'Erin is poor.', True)
('Erin is poor.', 'Erin is poor.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is small.', 'Erin is small.', True)
('Erin is small.', 'Erin is small.', True)
('Harry is nice.', 'Harry is nice.', True)
('Harry is nice.', 'Harry is nice.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Fiona is imperfect.', 'Fiona is imperfect.', True)
('Fiona is imperfect.', 'Fiona is imperfect.', True)
('Harry is big.', 'Harry is big.', True)
('Harry is big.', 'Harry is big.', True)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Erin is wealthy.', 'Erin is wealthy.', True)
('Alan is dull.', 'Alan is dull.', True)
('Alan is dull.', 'Alan is dull.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Erin is little.', 'Erin is little.', True)
('Erin is little.', 'Erin is little.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Charlie is tiny.', 'Charlie is tiny.', True)
('Dave is wealthy.', 'Dave is wealthy.', True)
('Dave is wealthy.', 'Dave is wealthy.', True)
('Gary is bad.', 'Gary is bad.', True)
('Gary is bad.', 'Gary is bad.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Bob is little.', 'Bob is little.', True)
('Bob is little.', 'Bob is little.', True)
('Dave is wealthy.', 'Dave is wealthy.', True)
('Dave is wealthy.', 'Dave is wealthy.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Fiona is huge.', 'Fiona is huge.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Gary is quiet.', 'Gary is quiet.', True)
('Gary is quiet.', 'Gary is quiet.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is rough.', 'Alan is rough.', True)
('Dave is big.', 'Dave is big.', True)
('Dave is big.', 'Dave is big.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Erin is dull.', 'Erin is dull.', True)
('Erin is dull.', 'Erin is dull.', True)
('Erin is huge.', 'Erin is huge.', True)
('Erin is huge.', 'Erin is huge.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Harry is nice.', 'Harry is nice.', True)
('Harry is nice.', 'Harry is nice.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Erin is high.', 'Erin is high.', True)
('Erin is high.', 'Erin is high.', True)
('Dave is short.', 'Dave is short.', True)
('Dave is short.', 'Dave is short.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is rough.', 'Alan is rough.', True)
('Harry is high.', 'Harry is high.', True)
('Harry is high.', 'Harry is high.', True)
('Anne is little.', 'Anne is little.', True)
('Anne is little.', 'Anne is little.', True)
('Dave is nice.', 'Dave is nice.', True)
('Dave is nice.', 'Dave is nice.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is rough.', 'Alan is rough.', True)
('Alan is big.', 'Alan is big.', True)
('Alan is big.', 'Alan is big.', True)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Dave is smart.', 'Dave is smart.', True)
('Dave is smart.', 'Dave is smart.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Anne is clever.', 'Anne is clever.', True)
('Anne is clever.', 'Anne is clever.', True)
('Charlie is bad.', 'Charlie is bad.', True)
('Charlie is bad.', 'Charlie is bad.', True)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is high.', True)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Harry is huge.', 'Harry is huge.', True)
('Harry is huge.', 'Harry is huge.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Alan is tiny.', 'Alan is tiny.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Charlie is wealthy.', 'Charlie is wealthy.', True)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Anne is high.', 'Anne is high.', True)
('Anne is high.', 'Anne is high.', True)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Alan is wealthy.', 'Alan is wealthy.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Charlie is rough.', 'Charlie is rough.', True)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Anne is short.', 'Anne is short.', True)
('Anne is short.', 'Anne is short.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is huge.', 'Anne is huge.', True)
('Anne is huge.', 'Anne is huge.', True)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Fiona is poor.', 'Fiona is poor.', True)
('Harry is high.', 'Harry is high.', True)
('Harry is high.', 'Harry is high.', True)
('Gary is tiny.', 'Gary is tiny.', True)
('Gary is tiny.', 'Gary is tiny.', True)
('Anne is clever.', 'Anne is clever.', True)
('Anne is clever.', 'Anne is clever.', True)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Erin is tiny.', 'Erin is tiny.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Harry is wealthy.', 'Harry is wealthy.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is little.', 'Erin is little.', True)
('Erin is little.', 'Erin is little.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Fiona is rough.', 'Fiona is rough.', True)
('Alan is huge.', 'Alan is huge.', True)
('Alan is huge.', 'Alan is huge.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Anne is tiny.', 'Anne is tiny.', True)
('Bob is smart.', 'Bob is smart.', True)
('Bob is smart.', 'Bob is smart.', True)
('Erin is rough.', 'Erin is rough.', True)
('Erin is rough.', 'Erin is rough.', True)
('Harry is high.', 'Harry is high.', True)
('Harry is high.', 'Harry is high.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Gary is wealthy.', 'Gary is wealthy.', True)
('Dave is sad.', 'Dave is sad.', True)
('Dave is sad.', 'Dave is sad.', True)
('Gary is heavy.', 'Gary is heavy.', True)
('Gary is heavy.', 'Gary is heavy.', True)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Bob is dull.', 'Bob is dull.', True)
('Bob is dull.', 'Bob is dull.', True)
('Bob is big.', 'Bob is big.', True)
('Bob is big.', 'Bob is big.', True)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Gary is smart.', 'Gary is smart.', True)
('Gary is smart.', 'Gary is smart.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is poor.', 'Anne is poor.', True)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Charlie is short.', 'Charlie is short.', True)
('Charlie is short.', 'Charlie is short.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Erin is dull.', 'Erin is dull.', True)
('Erin is dull.', 'Erin is dull.', True)
('Charlie is big.', 'Charlie is big.', True)
('Charlie is big.', 'Charlie is big.', True)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
