('Fiona is high.', 'Fiona is small.', False)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Fiona is smart.', 'Fiona is clever.', False)
('Fiona is smart.', 'Fiona is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Alan is short.', 'Alan is small.', False)
('Alan is short.', 'Alan is small.', False)
('Erin is wealthy.', 'Erin is clever.', False)
('Erin is wealthy.', 'Erin is clever.', False)
('Gary is poor.', 'Gary is dull.', False)
('Gary is poor.', 'Gary is dull.', False)
('Gary is high.', 'Gary is clever.', False)
('Gary is high.', 'Gary is strong.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Bob is kind.', 'Bob is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Dave is huge.', 'Dave is strong.', False)
('Dave is huge.', 'Dave is strong.', False)
('Harry is thin.', 'Harry is small.', False)
('Harry is thin.', 'Harry is small.', False)
('Fiona is quiet.', 'Fiona is clever.', False)
('Fiona is quiet.', 'Fiona is clever.', False)
('Erin is poor.', 'Erin is dull.', False)
('Erin is poor.', 'Erin is dull.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Gary is short.', 'Gary is small.', False)
('Gary is short.', 'Gary is small.', False)
('Anne is nice.', 'Anne is clever.', False)
('Anne is nice.', 'Anne is clever.', False)
('Harry is imperfect.', 'Harry is sad.', False)
('Harry is imperfect.', 'Harry is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Gary is short.', 'Gary is small.', False)
('Gary is short.', 'Gary is small.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Alan is short.', 'Alan is small.', False)
('Alan is short.', 'Alan is small.', False)
('Dave is nice.', 'Dave is clever.', False)
('Dave is nice.', 'Dave is clever.', False)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is dull.', True)
('Gary is heavy.', 'Gary is strong.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Bob is tiny.', 'Bob is small.', False)
('Bob is tiny.', 'Bob is small.', False)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Erin is bad.', 'Erin is sad.', False)
('Erin is bad.', 'Erin is sad.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Bob is smart.', 'Bob is clever.', False)
('Bob is smart.', 'Bob is clever.', False)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Dave is nice.', 'Dave is clever.', False)
('Dave is nice.', 'Dave is clever.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Dave is kind.', 'Dave is kind.', True)
('Dave is kind.', 'Dave is kind.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Charlie is dull.', 'Charlie is dull.', True)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Fiona is bad.', 'Fiona is bad.', True)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Bob is kind.', 'Bob is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Fiona is huge.', 'Fiona is small.', False)
('Fiona is huge.', 'Fiona is small.', False)
('Charlie is little.', 'Charlie is small.', False)
('Charlie is little.', 'Charlie is small.', False)
('Anne is wealthy.', 'Anne is kind.', False)
('Anne is wealthy.', 'Anne is kind.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Bob is big.', 'Bob is small.', False)
('Bob is big.', 'Bob is small.', False)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Charlie is wealthy.', 'Charlie is small.', False)
('Charlie is wealthy.', 'Charlie is     is  .', False)
('Fiona is rough.', 'Fiona is imperfect.', False)
('Fiona is rough.', 'Fiona is imperfect.', False)
('Dave is heavy.', 'Dave is small.', False)
('Dave is heavy.', 'Dave is small.', False)
('Bob is tiny.', 'Bob is small.', False)
('Bob is tiny.', 'Bob is small.', False)
('Harry is wealthy.', 'Harry is clever.', False)
('Harry is wealthy.', 'Harry is clever.', False)
('Charlie is poor.', 'Charlie is dull.', False)
('Charlie is poor.', 'Charlie is dull.', False)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Harry is little.', 'Harry is clever.', False)
('Harry is little.', 'Harry is clever.', False)
('Gary is smart.', 'Gary is clever.', False)
('Gary is smart.', 'Gary is clever.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Erin is big.', 'Erin is small.', False)
('Erin is big.', 'Erin is strong.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Bob is quiet.', 'Bob is nice.', False)
('Bob is quiet.', 'Bob is nice.', False)
('Alan is poor.', 'Alan is dull.', False)
('Alan is poor.', 'Alan is dull.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Gary is big.', 'Gary is strong.', False)
('Gary is big.', 'Gary is strong.', False)
('Alan is thin.', 'Alan is clever.', False)
('Alan is thin.', 'Alan is clever.', False)
('Anne is wealthy.', 'Anne is clever.', False)
('Anne is wealthy.', 'Anne is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Alan is high.', 'Alan is clever.', False)
('Alan is high.', 'Alan is strong.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is quiet.', 'Charlie is clever.', False)
('Charlie is quiet.', 'Charlie is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Gary is big.', 'Gary is strong.', False)
('Gary is big.', 'Gary is strong.', False)
('Charlie is short.', 'Charlie is clever.', False)
('Charlie is short.', 'Charlie is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Fiona is huge.', 'Fiona is small.', False)
('Fiona is huge.', 'Fiona is small.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Gary is nice.', 'Gary is nice.', True)
('Gary is nice.', 'Gary is nice.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Bob is imperfect.', 'Bob is imperfect.', True)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Gary is little.', 'Gary is small.', False)
('Gary is little.', 'Gary is small.', False)
('Charlie is quiet.', 'Charlie is smart.', False)
('Charlie is quiet.', 'Charlie is      is   .', False)
('Alan is dull.', 'Alan is sad.', False)
('Alan is dull.', 'Alan is sad.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Charlie is nice.', 'Charlie is clever.', False)
('Charlie is nice.', 'Charlie is clever.', False)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is big.', 'Anne is small.', False)
('Anne is big.', 'Anne is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Harry is kind.', 'Harry is clever.', False)
('Harry is kind.', 'Harry is clever.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Erin is smart.', 'Erin is small.', False)
('Erin is smart.', 'Erin is small.', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is dull.', 'Harry is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Gary is little.', 'Gary is small.', False)
('Gary is little.', 'Gary is small.', False)
('Dave is nice.', 'Dave is clever.', False)
('Dave is nice.', 'Dave is clever.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Alan is huge.', 'Alan is strong.', False)
('Alan is huge.', 'Alan is strong.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Bob is kind.', 'Bob is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Bob is huge.', 'Bob is strong.', False)
('Bob is huge.', 'Bob is strong.', False)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Fiona is nice.', 'Fiona is clever.', False)
('Fiona is nice.', 'Fiona is   .', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Erin is thin.', 'Erin is clever.', False)
('Erin is thin.', 'Erin is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Gary is poor.', 'Gary is sad.', False)
('Gary is poor.', 'Gary is sad.', False)
('Bob is high.', 'Bob is strong.', False)
('Bob is high.', 'Bob is strong.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Harry is kind.', 'Harry is clever.', False)
('Harry is kind.', 'Harry is clever.', False)
('Gary is imperfect.', 'Gary is poor.', False)
('Gary is imperfect.', 'Gary is poor.', False)
('Fiona is heavy.', 'Fiona is small.', False)
('Fiona is heavy.', 'Fiona is small.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is kind.', 'Harry is clever.', False)
('Harry is kind.', 'Harry is clever.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Bob is nice.', 'Bob is small.', False)
('Bob is nice.', 'Bob is kind.', False)
('Anne is bad.', 'Anne is sad.', False)
('Anne is bad.', 'Anne is sad.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Dave is nice.', 'Dave is small.', False)
('Dave is nice.', 'Dave is small.', False)
('Fiona is bad.', 'Fiona is sad.', False)
('Fiona is bad.', 'Fiona is sad.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Alan is little.', 'Alan is small.', False)
('Alan is little.', 'Alan is small.', False)
('Anne is nice.', 'Anne is kind.', False)
('Anne is nice.', 'Anne is kind.', False)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Harry is thin.', 'Harry is small.', False)
('Harry is thin.', 'Harry is small.', False)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Erin is rough.', 'Erin is sad.', False)
('Erin is rough.', 'Erin is sad.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Bob is tiny.', 'Bob is clever.', False)
('Bob is tiny.', 'Bob is clever.', False)
('Alan is nice.', 'Alan is clever.', False)
('Alan is nice.', 'Alan is clever.', False)
('Gary is dull.', 'Gary is sad.', False)
('Gary is dull.', 'Gary is sad.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Dave is tiny.', 'Dave is small.', False)
('Dave is tiny.', 'Dave is small.', False)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Bob is imperfect.', 'Bob is dull.', False)
('Bob is imperfect.', 'Bob is dull.', False)
('Gary is big.', 'Gary is strong.', False)
('Gary is big.', 'Gary is strong.', False)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Dave is kind.', 'Dave is kind.', True)
('Dave is kind.', 'Dave is kind.', True)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Fiona is dull.', 'Fiona is dull.', True)
('Fiona is dull.', 'Fiona is dull.', True)
('Charlie is high.', 'Charlie is small.', False)
('Charlie is high.', 'Charlie is small.', False)
('Erin is little.', 'Erin is small.', False)
('Erin is little.', 'Erin is small.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Anne is bad.', 'Anne is dull.', False)
('Anne is bad.', 'Anne is dull.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Alan is quiet.', 'Alan is clever.', False)
('Alan is quiet.', 'Alan is clever.', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Charlie is big.', 'Charlie is strong.', False)
('Charlie is big.', 'Charlie is strong.', False)
('Anne is tiny.', 'Anne is small.', False)
('Anne is tiny.', 'Anne is small.', False)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Alan is heavy.', 'Alan is strong.', False)
('Alan is heavy.', 'Alan is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Anne is smart.', 'Anne is clever.', False)
('Anne is smart.', 'Anne is clever.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is nice.', 'Charlie is clever.', False)
('Charlie is nice.', 'Charlie is clever.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Gary is small.', 'Gary is small.', True)
('Gary is small.', 'Gary is small.', True)
('Erin is kind.', 'Erin is clever.', False)
('Erin is kind.', 'Erin is clever.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Charlie is imperfect.', 'Charlie is imperfect.', True)
('Dave is big.', 'Dave is clever.', False)
('Dave is big.', 'Dave is strong.', False)
('Fiona is tiny.', 'Fiona is clever.', False)
('Fiona is tiny.', 'Fiona is clever.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is small.', 'Erin is small.', True)
('Erin is small.', 'Erin is small.', True)
('Harry is nice.', 'Harry is clever.', False)
('Harry is nice.', 'Harry is clever.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is heavy.', 'Charlie is strong.', False)
('Charlie is heavy.', 'Charlie is small.', False)
('Anne is thin.', 'Anne is small.', False)
('Anne is thin.', 'Anne is small.', False)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Fiona is imperfect.', 'Fiona is imperfect.', True)
('Fiona is imperfect.', 'Fiona is imperfect.', True)
('Harry is big.', 'Harry is small.', False)
('Harry is big.', 'Harry is small.', False)
('Bob is thin.', 'Bob is small.', False)
('Bob is thin.', 'Bob is small.', False)
('Erin is wealthy.', 'Erin is clever.', False)
('Erin is wealthy.', 'Erin isin is clever.', False)
('Alan is dull.', 'Alan is sad.', False)
('Alan is dull.', 'Alan is sad.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Erin is little.', 'Erin is small.', False)
('Erin is little.', 'Erin is small.', False)
('Charlie is clever.', 'Charlie is clever.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Gary is poor.', 'Gary is imperfect.', False)
('Gary is poor.', 'Gary is imperfect.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Gary is bad.', 'Gary is poor.', False)
('Gary is bad.', 'Gary is poor.', False)
('Gary is big.', 'Gary is strong.', False)
('Gary is big.', 'Gary is strong.', False)
('Bob is little.', 'Bob is small.', False)
('Bob is little.', 'Bob is small.', False)
('Dave is wealthy.', 'Dave is clever.', False)
('Dave is wealthy.', 'Dave is nice.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Charlie is small.', 'Charlie is clever.', False)
('Charlie is small.', 'Charlie is clever.', False)
('Gary is quiet.', 'Gary is clever.', False)
('Gary is quiet.', 'Gary is clever.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is rough.', 'Alan is sad.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Alan is thin.', 'Alan is clever.', False)
('Alan is thin.', 'Alan is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Bob is kind.', 'Bob is clever.', False)
('Erin is dull.', 'Erin is dull.', True)
('Erin is dull.', 'Erin is dull.', True)
('Erin is huge.', 'Erin is strong.', False)
('Erin is huge.', 'Erin is strong.', False)
('Alan is tiny.', 'Alan is small.', False)
('Alan is tiny.', 'Alan is small.', False)
('Harry is nice.', 'Harry is kind.', False)
('Harry is nice.', 'Harry is kind.', False)
('Charlie is imperfect.', 'Charlie is rough.', False)
('Charlie is imperfect.', 'Charlie is rough.', False)
('Erin is high.', 'Erin is high.', True)
('Erin is high.', 'Erin is strong.', False)
('Dave is short.', 'Dave is small.', False)
('Dave is short.', 'Dave is small.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Alan is rough.', 'Alan is imperfect.', False)
('Alan is rough.', 'Alan is imperfect.', False)
('Harry is high.', 'Harry is strong.', False)
('Harry is high.', 'Harry is strong.', False)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Dave is nice.', 'Dave is clever.', False)
('Dave is nice.', 'Dave is nice.', True)
('Alan is rough.', 'Alan is sad.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is big.', 'Alan is strong.', False)
('Alan is big.', 'Alan is strong.', False)
('Fiona is little.', 'Fiona is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Dave is smart.', 'Dave is clever.', False)
('Dave is smart.', 'Dave is clever.', False)
('Charlie is imperfect.', 'Charlie is bad.', False)
('Charlie is imperfect.', 'Charlie is bad.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Anne is clever.', 'Anne is clever.', True)
('Anne is clever.', 'Anne is clever.', True)
('Charlie is bad.', 'Charlie is sad.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Bob is high.', 'Bob is strong.', False)
('Bob is high.', 'Bob is strong.', False)
('Alan is little.', 'Alan is small.', False)
('Alan is little.', 'Alan is small.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Gary is wealthy.', 'Gary is      is     is   ', False)
('Fiona is poor.', 'Fiona is bad.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Harry is huge.', 'Harry is small.', False)
('Harry is huge.', 'Harry is small.', False)
('Alan is tiny.', 'Alan is small.', False)
('Alan is tiny.', 'Alan is small.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Alan is wealthy.', 'Alan is clever.', False)
('Alan is wealthy.', 'Alan is clever.', False)
('Charlie is rough.', 'Charlie is imperfect.', False)
('Charlie is rough.', 'Charlie is imperfect.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Anne is short.', 'Anne is small.', False)
('Anne is short.', 'Anne is small.', False)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is huge.', 'Anne is strong.', False)
('Anne is huge.', 'Anne is strong.', False)
('Alan is little.', 'Alan is small.', False)
('Alan is little.', 'Alan is small.', False)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Fiona is poor.', 'Fiona is dull.', False)
('Fiona is poor.', 'Fiona is dull.', False)
('Harry is high.', 'Harry is strong.', False)
('Harry is high.', 'Harry is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Anne is clever.', 'Anne is clever.', True)
('Anne is clever.', 'Anne is clever.', True)
('Bob is rough.', 'Bob is imperfect.', False)
('Bob is rough.', 'Bob is imperfect.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Harry is wealthy.', 'Harry is kind.', False)
('Harry is wealthy.', 'Harry is kind.', False)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is little.', 'Erin is clever.', False)
('Erin is little.', 'Erin is clever.', False)
('Anne is kind.', 'Anne is clever.', False)
('Anne is kind.', 'Anne is clever.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Alan is huge.', 'Alan is high.', False)
('Alan is huge.', 'Alan is strong.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Bob is smart.', 'Bob is clever.', False)
('Bob is smart.', 'Bob is clever.', False)
('Erin is rough.', 'Erin is dull.', False)
('Erin is rough.', 'Erin is dull.', False)
('Harry is high.', 'Harry is small.', False)
('Harry is high.', 'Harry is small.', False)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Gary is wealthy.', 'Gary is clever.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Dave is sad.', 'Dave is sad.', True)
('Dave is sad.', 'Dave is sad.', True)
('Gary is heavy.', 'Gary is strong.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Anne is thin.', 'Anne is small.', False)
('Anne is thin.', 'Anne is small.', False)
('Dave is quiet.', 'Dave is kind.', False)
('Dave is quiet.', 'Dave is kind.', False)
('Bob is dull.', 'Bob is dull.', True)
('Bob is dull.', 'Bob is dull.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is small.', False)
('Harry is thin.', 'Harry is small.', False)
('Harry is thin.', 'Harry is small.', False)
('Gary is smart.', 'Gary is small.', False)
('Gary is smart.', 'Gary is small.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Erin is dull.', 'Erin is poor.', False)
('Erin is dull.', 'Erin is poor.', False)
('Charlie is big.', 'Charlie is small.', False)
('Charlie is big.', 'Charlie is strong.', False)
('Alan is small.', 'Alan is small.', True)
('Alan is small.', 'Alan is small.', True)
('Erin is clever.', 'Erin is clever.', True)
('Erin is clever.', 'Erin is clever.', True)
('Bob is imperfect.', 'Bob is sad.', False)
('Bob is imperfect.', 'Bob is sad.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is high.', 'Alan is strong.', False)
('Alan is high.', 'Alan is strong.', False)
