('Fiona is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Dave is nice.', 'The Dave is nice.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Fiona is little.', 'The falcon is small.', False)
('Fiona is little.', 'The lion is lion is lion is lion is lion is lio', False)
('Charlie is wealthy.', 'The Charlie is quiet.', False)
('Charlie is wealthy.', 'The Charlie is quiet.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Anne is huge.', 'The lion is big.', False)
('Anne is huge.', 'The lion is big.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Fiona is smart.', 'The ficon is smart.', False)
('Fiona is smart.', 'The ficon is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Alan is short.', 'The lion is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Erin is wealthy.', 'The lion is quiet.', False)
('Erin is wealthy.', 'The lion is quiet.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Gary is high.', 'The bald eagle is eagle is big.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The bob is kind.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Dave is huge.', 'The dinosaur is big.', False)
('Dave is huge.', 'The dinosaur is big.', False)
('Harry is thin.', 'The lion is dull.', False)
('Harry is thin.', 'The lion is dull.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Fiona is huge.', 'The lion is lion is lion is lion is lion is lio', False)
('Fiona is huge.', 'The lion is lion is awful.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Fiona is wealthy.', 'The lion is kind.', False)
('Fiona is wealthy.', 'The lion is kind.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Alan is short.', 'The lion is dull.', False)
('Alan is short.', 'The Alan is dull.', False)
('Dave is nice.', 'The dinosaur is nice.', False)
('Dave is nice.', 'The dinosaur is nice.', False)
('Harry is dull.', 'The lion is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Bob is tiny.', 'The lion is thin.', False)
('Bob is tiny.', 'The bald eagle is thin.', False)
('Dave is clever.', 'The Dave is quiet.', False)
('Dave is clever.', 'The Dave is quiet.', False)
('Erin is bad.', 'The lion is bad.', False)
('Erin is bad.', 'The lion is bad.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Bob is smart.', 'The bald eagle is smart.', False)
('Bob is smart.', 'The bear is smart.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Bob is high.', 'The bald eagle is strong.', False)
('Bob is high.', 'The bear is heavy.', False)
('Alan is thin.', 'The Alan is small.', False)
('Alan is thin.', 'The Alan is small.', False)
('Dave is nice.', 'The dinosaur is nice.', False)
('Dave is nice.', 'The dinosaur is nice.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Harry is huge.', 'The lion is big.', False)
('Harry is huge.', 'The lion is big.', False)
('Erin is tiny.', 'The lion is a tiger is a person is a', False)
('Erin is tiny.', 'The bald eagle is eagle is eagl', False)
('Bob is clever.', 'The bald eagle is smart.', False)
('Bob is clever.', 'The bald eagle is kind.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The lion is small.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The bear is kind.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Charlie is little.', 'The Charlie is short.', False)
('Charlie is little.', 'The Charlie is short.', False)
('Anne is wealthy.', 'The lion is kind.', False)
('Anne is wealthy.', 'The lion is kind.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The Bob is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Bob is tiny.', 'The lion is small.', False)
('Bob is tiny.', 'The bald eagle is small.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Charlie is poor.', 'The Charlie is wealthy.', False)
('Charlie is poor.', 'The Charlie is wealthy.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Harry is little.', 'The Harry is dull.', False)
('Harry is little.', 'The Harry is dull.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Charlie is thin.', 'The wolf is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Alan is poor.', 'The lion is dull.', False)
('Alan is poor.', 'The lion is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Alan is thin.', 'The Alan is small.', False)
('Alan is thin.', 'The Alan is small.', False)
('Anne is wealthy.', 'The lion is smart.', False)
('Anne is wealthy.', 'The lion is clever.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Alan is high.', 'The Alan is high.', False)
('Alan is high.', 'The Alan is high.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Bob is small.', 'The bob is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Anne is dull.', 'The lion is dull.', False)
('Anne is dull.', 'The lion is dull.', False)
('Fiona is huge.', 'The lion is lion is tiger is lion is lion is ', False)
('Fiona is huge.', 'The lion is lion is tiger is lion is lion is ', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Bob is imperfect.', 'The bear is imperfect.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Gary is little.', 'The bald eagle is thin.', False)
('Gary is little.', 'The bald eagle is thin.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Fiona is high.', 'The lion is small.', False)
('Fiona is high.', 'The lion is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Bob is strong.', 'The bald eagle is strong.', False)
('Bob is strong.', 'The bear is strong.', False)
('Gary is little.', 'The bald eagle is eagle is eagl', False)
('Gary is little.', 'The bald eagle is eagle is eagl', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Alan is huge.', 'The lion is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Charlie is tiny.', 'The Charlie is adorable.', False)
('Charlie is tiny.', 'The Charlie is adorable.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The dog is kind.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Bob is huge.', 'The bear is big.', False)
('Bob is huge.', 'The bear is big.', False)
('Anne is little.', 'The lion is dull.', False)
('Anne is little.', 'The lion is dull.', False)
('Fiona is nice.', 'The ficon is nice.', False)
('Fiona is nice.', 'The ficon is nice.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Erin is thin.', 'The lion is thin.', False)
('Erin is thin.', 'The lion is thin.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Bob is high.', 'The bear is big.', False)
('Bob is high.', 'The bear is big.', False)
('Anne is tiny.', 'The lion is small.', False)
('Anne is tiny.', 'The lion is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Bob is dull.', 'The bear is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Charlie is high.', 'The Charlie is high.', False)
('Charlie is high.', 'The Charlie is high.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Anne is bad.', 'The lion is bad.', False)
('Anne is bad.', 'The lion is bad.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Dave is nice.', 'The dinosaur is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Fiona is bad.', 'The ficon is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Harry is thin.', 'The lion is beautiful.', False)
('Harry is thin.', 'The lion is bald eagle is beautiful.', False)
('Dave is clever.', 'The dinosaur is strong.', False)
('Dave is clever.', 'The dinosaur is strong.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Bob is tiny.', 'The Bob is short.', False)
('Bob is tiny.', 'The Bob is short.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Fiona is small.', 'The ficon is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Dave is kind.', 'The dinosaur is big.', False)
('Dave is kind.', 'The dinosaur is kind.', False)
('Bob is dull.', 'The bear is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Harry is huge.', 'The lion is big.', False)
('Harry is huge.', 'The lion is big.', False)
('Gary is tiny.', 'The bald eagle is eagle is eagl', False)
('Gary is tiny.', 'The bald eagle is eagle is eagl', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Charlie is high.', 'The bear is big.', False)
('Charlie is high.', 'The bear is big.', False)
('Erin is little.', 'The lion is dull.', False)
('Erin is little.', 'The lion is dull.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Anne is bad.', 'The lion is bad.', False)
('Anne is bad.', 'The lion is bad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Erin is tiny.', 'The lion is heavy.', False)
('Erin is tiny.', 'The lion is heavy.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Anne is tiny.', 'The lion is big.', False)
('Anne is tiny.', 'The lion is big.', False)
('Fiona is kind.', 'The lion is big.', False)
('Fiona is kind.', 'The lion is big.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Alan is heavy.', 'The lion is heavy.', False)
('Alan is heavy.', 'The lion is heavy.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Anne is smart.', 'The lion is smart.', False)
('Anne is smart.', 'The lion is smart.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Bob is small.', 'The Bob is small.', False)
('Bob is small.', 'The Bob is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Erin is kind.', 'The bald eagle is kind.', False)
('Erin is kind.', 'The bald eagle is kind.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Anne is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Fiona is thin.', 'The ficon is small.', False)
('Fiona is thin.', 'The ficon is small.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Fiona is tiny.', 'The ficon is dull.', False)
('Fiona is tiny.', 'The lion is dull.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The lion is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Anne is thin.', 'The lion is thin.', False)
('Anne is thin.', 'The lion is thin.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Fiona is imperfect.', 'The ficon is imperfect.', False)
('Fiona is imperfect.', 'The ficon is imperfect.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Bob is thin.', 'The lion is a a person is a person is a perso', False)
('Bob is thin.', 'The bob is eagle is wolf is wolf is ba', False)
('Erin is wealthy.', 'The lion is nice.', False)
('Erin is wealthy.', 'The lion is nice.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Erin is little.', 'The lion is dull.', False)
('Erin is little.', 'The lion is short.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is sad.', 'The bear is sad.', False)
('Bob is sad.', 'The bear is sad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Anne is kind.', 'The lion is kind.', False)
('Anne is kind.', 'The lion is kind.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Charlie is tiny.', 'The Charlie is thin.', False)
('Charlie is tiny.', 'The Charlie is thin.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Bob is little.', 'The Bob is short.', False)
('Bob is little.', 'The Bob is small.', False)
('Dave is wealthy.', 'The Dave is quiet.', False)
('Dave is wealthy.', 'The Dave is quiet.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Alan is thin.', 'The lion is dull.', False)
('Alan is thin.', 'The Alan is dull.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Alan is tiny.', 'The lion is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Harry is nice.', 'The lion is nice.', False)
('Harry is nice.', 'The lion is nice.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Dave is short.', 'The dinosaur is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Gary is wealthy.', 'The bald eagle is nice.', False)
('Gary is wealthy.', 'The bald eagle is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Harry is high.', 'The Harry is strong.', False)
('Harry is high.', 'The Harry is strong.', False)
('Anne is little.', 'The lion is dull.', False)
('Anne is little.', 'The lion is dull.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Fiona is little.', 'The lion is tiger is wealthy.', False)
('Fiona is little.', 'The lion is tiger is wealthy.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Dave is heavy.', 'The dinosaur is heavy.', False)
('Fiona is small.', 'The ficon is small.', False)
('Fiona is small.', 'The ficon is small.', False)
('Anne is clever.', 'The lion is smart.', False)
('Anne is clever.', 'The lion is smart.', False)
('Charlie is bad.', 'The Charlie is small.', False)
('Charlie is bad.', 'The Charlie is small.', False)
('Bob is high.', 'The bear is high.', False)
('Bob is high.', 'The bear is high.', False)
('Alan is little.', 'The lion is lion is a lion is a lion ', False)
('Alan is little.', 'The Alan is dull.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Alan is tiny.', 'The lion is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Anne is high.', 'The lion is strong.', False)
('Anne is high.', 'The lion is strong.', False)
('Fiona is short.', 'The ficon is small.', False)
('Fiona is short.', 'The ficon is small.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Anne is short.', 'The lion is small.', False)
('Anne is short.', 'The lion is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Fiona is sad.', 'The ficon is sad.', False)
('Fiona is sad.', 'The ficon is sad.', False)
('Anne is huge.', 'The lion is big.', False)
('Anne is huge.', 'The lion is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Fiona is poor.', 'The lion is lion is bald eagle is poor.', False)
('Fiona is poor.', 'The lion is tiger is poor.', False)
('Harry is high.', 'The bald eagle is high.', False)
('Harry is high.', 'The bald eagle is high.', False)
('Gary is tiny.', 'The bald eagle is thin.', False)
('Gary is tiny.', 'The bald eagle is thin.', False)
('Anne is clever.', 'The lion is lion is lion is lion is lion is lio', False)
('Anne is clever.', 'The lion is lion is lion is lion is lion is lio', False)
('Bob is rough.', 'The dinosaur is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
