('Fiona is big.', 'The lion is poor.', False)
('Fiona is high.', 'The lion is sad.', False)
('Fiona is high.', 'The lion is sad.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Bob is wealthy.', 'The Bob is small.', False)
('Bob is wealthy.', 'The dog is small.', False)
('Erin is sad.', 'The lion is sad.', False)
('Erin is sad.', 'The lion is sad.', False)
('Bob is huge.', 'The Bob is poor.', False)
('Bob is huge.', 'Thebob is poor.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Anne is quiet.', 'The bald eagle is nice.', False)
('Anne is quiet.', 'The bald eagle is rough.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Harry is strong.', 'The Harry is dull.', False)
('Harry is strong.', 'The Harry is dull.', False)
('Anne is tiny.', 'The bald eagle is sad.', False)
('Anne is tiny.', 'The bald eagle is sad.', False)
('Bob is clever.', 'The Bob is sad.', False)
('Bob is clever.', 'Thebob is sad.', False)
('Erin is dull.', 'The bald eagle is sad.', False)
('Erin is dull.', 'The bald eagle is sad.', False)
('Fiona is strong.', 'The lion is small.', False)
('Fiona is strong.', 'The falcon is small.', False)
('Bob is thin.', 'The dog is small.', False)
('Bob is thin.', 'The dog is small.', False)
('Alan is quiet.', 'The Alan is poor.', False)
('Alan is quiet.', 'The Alan is poor.', False)
('Erin is bad.', 'The lion is small.', False)
('Erin is bad.', 'The rabbit is small.', False)
('Harry is strong.', 'The Harry is big.', False)
('Harry is strong.', 'The Harry is big.', False)
('Gary is small.', 'The dog is poor.', False)
('Gary is small.', 'The dog is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Erin is rough.', 'The bald eagle is poor.', False)
('Erin is rough.', 'The bald eagle is poor.', False)
('Harry is strong.', 'The Harry is poor.', False)
('Harry is strong.', 'The Harry is poor.', False)
('Fiona is thin.', 'The falcon is small.', False)
('Fiona is thin.', 'The falcon is small.', False)
('Anne is kind.', 'The bald eagle is sad.', False)
('Anne is kind.', 'The bald eagle is sad.', False)
('Gary is poor.', 'The dog is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Harry is tiny.', 'The Harry is big.', False)
('Harry is tiny.', 'The Harry is big.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Fiona is rough.', 'The lion is clever.', False)
('Fiona is rough.', 'The falcon is clever.', False)
('Bob is high.', 'Thebob is small.', False)
('Bob is high.', 'Thebob is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Alan is sad.', 'The Alan is small.', False)
('Alan is sad.', 'The Alan is small.', False)
('Alan is huge.', 'The Alan is poor.', False)
('Alan is huge.', 'The Alan is poor.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Gary is nice.', 'The dog is small.', False)
('Gary is nice.', 'The dog is small.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Gary is short.', 'The dog is big.', False)
('Gary is short.', 'The dog is big.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Charlie is dull.', 'The Charlie is poor.', False)
('Charlie is dull.', 'The Charlie is poor.', False)
('Dave is big.', 'The Dave is sad.', False)
('Dave is big.', 'The Dave is sad.', False)
('Harry is thin.', 'The Harry is sad.', False)
('Harry is thin.', 'The Harry is sad.', False)
('Gary is kind.', 'The dog is sad.', False)
('Gary is kind.', 'The dog is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Erin is heavy.', 'The lion is sad.', False)
('Erin is heavy.', 'The lion is sad.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Dave is strong.', 'The Dave is big.', False)
('Dave is strong.', 'The Dave is big.', False)
('Alan is thin.', 'The Alan is poor.', False)
('Alan is thin.', 'The Alan is poor.', False)
('Fiona is kind.', 'The lion is poor.', False)
('Fiona is kind.', 'The lion is poor.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Erin is imperfect.', 'The lion is poor.', False)
('Fiona is strong.', 'The lion is smart.', False)
('Fiona is strong.', 'The lion is smart.', False)
('Charlie is thin.', 'The Charlie is smart.', False)
('Charlie is thin.', 'The Charlie is smart.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Dave is imperfect.', 'The Dave is poor.', False)
('Dave is imperfect.', 'The Dave is poor.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Anne is kind.', 'The bald eagle is big.', False)
('Anne is kind.', 'The bald eagle is big.', False)
('Bob is poor.', 'The dog is big.', False)
('Bob is poor.', 'The dog is big.', False)
('Harry is high.', 'The Harry is bad.', False)
('Harry is high.', 'The Harry is bad.', False)
('Anne is short.', 'The bald eagle is awful.', False)
('Anne is short.', 'The bald eagle is bad.', False)
('Erin is nice.', 'The lion is poor.', False)
('Erin is nice.', 'The lion is poor.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Alan is strong.', 'The Alan is smart.', False)
('Alan is strong.', 'The Alan is smart.', False)
('Bob is thin.', 'Thebob is poor.', False)
('Bob is thin.', 'Thebob is poor.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Bob is strong.', 'The Bob is poor.', False)
('Bob is strong.', 'Thebob is poor.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Dave is quiet.', 'The Dave is small.', False)
('Dave is quiet.', 'The Dave is small.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Anne is huge.', 'The bald eagle is sad.', False)
('Anne is huge.', 'The bald eagle is sad.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is smart.', 'The lion is small.', False)
('Fiona is smart.', 'The falcon is small.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Charlie is big.', 'The Charlie is sad.', False)
('Charlie is big.', 'The Charlie is sad.', False)
('Harry is thin.', 'The Harry is smart.', False)
('Harry is thin.', 'The Harry is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Fiona is sad.', 'The falcon is sad.', False)
('Fiona is sad.', 'The falcon is sad.', False)
('Alan is heavy.', 'The Alan is poor.', False)
('Alan is heavy.', 'The Alan is poor.', False)
('Anne is thin.', 'The bald eagle is nice.', False)
('Anne is thin.', 'The bald eagle is nice.', False)
('Charlie is kind.', 'The Charlie is nice.', False)
('Charlie is kind.', 'The Charlie is rough.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Anne is short.', 'The bald eagle is poor.', False)
('Anne is short.', 'The bald eagle is poor.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Fiona is dull.', 'The lion is poor.', False)
('Fiona is dull.', 'The falcon is poor.', False)
('Bob is heavy.', 'The dog is smart.', False)
('Bob is heavy.', 'Thebob is smart.', False)
('Gary is short.', 'The dog is nice.', False)
('Gary is short.', 'The dog is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Erin is dull.', 'The bald eagle is smart.', False)
('Erin is dull.', 'The rabbit is smart.', False)
('Charlie is big.', 'The Charlie is nice.', False)
('Charlie is big.', 'The Charlie is nice.', False)
('Bob is short.', 'The dog is sad.', False)
('Bob is short.', 'The dog is sad.', False)
('Dave is clever.', 'The Dave is sad.', False)
('Dave is clever.', 'The Dave is sad.', False)
('Fiona is dull.', 'The lion is smart.', False)
('Fiona is dull.', 'The falcon is smart.', False)
('Charlie is high.', 'The Charlie is small.', False)
('Charlie is high.', 'The Charlie is small.', False)
('Dave is short.', 'The Dave is sad.', False)
('Dave is short.', 'The Dave is small.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Gary is imperfect.', 'The dog is sad.', False)
('Gary is imperfect.', 'The dog is sad.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Dave is imperfect.', 'The Dave is small.', False)
('Dave is imperfect.', 'The Dave is small.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Anne is smart.', 'The bald eagle is small.', False)
('Anne is smart.', 'The bald eagle is small.', False)
('Alan is rough.', 'The Alan is small.', False)
('Alan is rough.', 'The Alan is small.', False)
('Alan is strong.', 'The Alan is big.', False)
('Alan is strong.', 'The Alan is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Gary is smart.', 'The dog is poor.', False)
('Gary is smart.', 'The dog is poor.', False)
('Erin is bad.', 'The bald eagle is sad.', False)
('Erin is bad.', 'The bald eagle is sad.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Bob is small.', 'Thebob is big.', False)
('Bob is small.', 'Thebob is big.', False)
('Fiona is nice.', 'The lion is poor.', False)
('Fiona is nice.', 'The lion is poor.', False)
('Gary is bad.', 'The dog is poor.', False)
('Gary is bad.', 'The dog is poor.', False)
('Fiona is high.', 'The lion is big.', False)
('Fiona is high.', 'The falcon is big.', False)
('Anne is small.', 'The bald eagle is rough.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Bob is smart.', 'The dog is poor.', False)
('Bob is smart.', 'The dog is poor.', False)
('Erin is rough.', 'The bald eagle is poor.', False)
('Erin is rough.', 'The lion is poor.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Gary is small.', 'The dog is poor.', False)
('Gary is small.', 'The dog is poor.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Bob is dull.', 'The Bob is poor.', False)
('Bob is dull.', 'Thebob is poor.', False)
('Gary is big.', 'The dog is rough.', False)
('Gary is big.', 'The dog is rough.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Alan is dull.', 'The Alan is poor.', False)
('Alan is dull.', 'The Alan is poor.', False)
('Anne is huge.', 'The bald eagle is poor.', False)
('Anne is huge.', 'The bald eagle is poor.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The falcon is poor.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Fiona is kind.', 'The lion is poor.', False)
('Fiona is kind.', 'The lion is poor.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Charlie is huge.', 'The Charlie is poor.', False)
('Charlie is huge.', 'The Charlie is poor.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Erin is poor.', 'The bald eagle is small.', False)
('Erin is poor.', 'The rabbit is small.', False)
('Alan is heavy.', 'The Alan is smart.', False)
('Alan is heavy.', 'The Alan is smart.', False)
('Harry is thin.', 'The Harry is heavy.', False)
('Harry is thin.', 'The Harry is heavy.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Charlie is dull.', 'The Charlie is smart.', False)
('Charlie is dull.', 'The Charlie is smart.', False)
('Dave is huge.', 'The Dave is small.', False)
('Dave is huge.', 'The Dave is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Alan is bad.', 'The Alan is small.', False)
('Alan is bad.', 'The Alan is small.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Alan is tiny.', 'The Alan is sad.', False)
('Alan is tiny.', 'The Alan is sad.', False)
('Bob is smart.', 'The dog is sad.', False)
('Bob is smart.', 'The dog is sad.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Dave is heavy.', 'The Dave is bad.', False)
('Dave is heavy.', 'The Dave is bad.', False)
('Fiona is short.', 'The falcon is bad.', False)
('Fiona is short.', 'The falcon is bad.', False)
('Bob is wealthy.', 'The Bob is big.', False)
('Bob is wealthy.', 'Thebob is short.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Anne is huge.', 'The bald eagle is small.', False)
('Anne is huge.', 'The bald eagle is small.', False)
('Bob is thin.', 'Thebob is small.', False)
('Bob is thin.', 'Thebob is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Gary is dull.', 'The dog is small.', False)
('Gary is dull.', 'The dog is small.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Fiona is small.', 'The lion is smart.', False)
('Fiona is small.', 'The lion is smart.', False)
('Alan is wealthy.', 'The Alan is big.', False)
('Alan is wealthy.', 'The Alan is big.', False)
('Anne is imperfect.', 'The bald eagle is big.', False)
('Anne is imperfect.', 'The bald eagle is big.', False)
('Fiona is strong.', 'The lion is bad.', False)
('Fiona is strong.', 'The falcon is big.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Charlie is kind.', 'The Charlie is poor.', False)
('Charlie is kind.', 'The Charlie is poor.', False)
('Anne is bad.', 'The bald eagle is poor.', False)
('Anne is bad.', 'The bald eagle is poor.', False)
('Alan is high.', 'The Alan is poor.', False)
('Alan is high.', 'The Alan is poor.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Gary is kind.', 'The dog is small.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Charlie is sad.', 'The Charlie is small.', False)
('Charlie is sad.', 'The Charlie is small.', False)
('Bob is big.', 'The Bob is bad.', False)
('Bob is big.', 'Thebob is bad.', False)
('Fiona is little.', 'The lion is sad.', False)
('Fiona is little.', 'The lion is sad.', False)
('Gary is clever.', 'The dog is small.', False)
('Gary is clever.', 'The dog is small.', False)
('Erin is bad.', 'The bald eagle is clever.', False)
('Erin is bad.', 'The bald eagle is clever.', False)
('Harry is high.', 'The lion is sad.', False)
('Harry is high.', 'The Harry is sad.', False)
('Bob is tiny.', 'Thebob is slow.', False)
('Bob is tiny.', 'Thebob is slow.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Alan is nice.', 'The Alan is poor.', False)
('Dave is sad.', 'The Dave is nice.', False)
('Dave is sad.', 'The Dave is nice.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Dave is smart.', 'The Dave is sad.', False)
('Dave is smart.', 'The dog is sad.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Anne is little.', 'The bald eagle is poor.', False)
('Anne is little.', 'The bald eagle is poor.', False)
('Gary is quiet.', 'The dog is small.', False)
('Gary is quiet.', 'The dog is small.', False)
('Erin is dull.', 'The bald eagle is poor.', False)
('Erin is dull.', 'The bald eagle is poor.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Bob is small.', 'The Bob is bad.', False)
('Bob is small.', 'Thebob is bad.', False)
('Harry is kind.', 'The Harry is sad.', False)
('Harry is kind.', 'The Harry is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Gary is heavy.', 'The dog is sad.', False)
('Gary is heavy.', 'The dog is sad.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Dave is kind.', 'The Dave is small.', False)
('Dave is kind.', 'The Dave is small.', False)
('Alan is sad.', 'The Alan is small.', False)
('Alan is sad.', 'The Alan is small.', False)
('Bob is strong.', 'The dog is small.', False)
('Bob is strong.', 'The dog is small.', False)
('Fiona is short.', 'The lion is poor.', False)
('Fiona is short.', 'The lion is poor.', False)
('Gary is kind.', 'The dog is poor.', False)
('Gary is kind.', 'The dog is poor.', False)
('Harry is dull.', 'The Harry is small.', False)
('Harry is dull.', 'The Harry is small.', False)
('Bob is huge.', 'The Bob is small.', False)
('Bob is huge.', 'Thebob is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Dave is rough.', 'The Dave is small.', False)
('Dave is rough.', 'The dog is small.', False)
('Alan is huge.', 'The Alan is poor.', False)
('Alan is huge.', 'The Alan is poor.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Harry is wealthy.', 'The Harry is sad.', False)
('Harry is wealthy.', 'The Harry is sad.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Dave is thin.', 'The dog is poor.', False)
('Dave is thin.', 'The dog is poor.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Bob is rough.', 'The dog is poor.', False)
('Bob is rough.', 'The dog is poor.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Bob is smart.', 'Thebob is sad.', False)
('Bob is smart.', 'Thebob is sad.', False)
('Fiona is imperfect.', 'The lion is smart.', False)
('Fiona is imperfect.', 'The lion is smart.', False)
('Bob is big.', 'Thebob is small.', False)
('Bob is big.', 'Thebob is small.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Erin is small.', 'The lion is small.', False)
('Anne is smart.', 'The bald eagle is sad.', False)
('Anne is smart.', 'The bald eagle is sad.', False)
('Dave is rough.', 'The dog is small.', False)
('Dave is rough.', 'The dog is small.', False)
('Charlie is big.', 'The Charlie is small.', False)
('Charlie is big.', 'The Charlie is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Anne is nice.', 'The bald eagle is bad.', False)
('Anne is nice.', 'The bald eagle is bad.', False)
('Gary is dull.', 'The dog is bad.', False)
('Gary is dull.', 'The dog is bad.', False)
('Fiona is heavy.', 'The lion is small.', False)
('Fiona is heavy.', 'The lion is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Dave is smart.', 'The Dave is sad.', False)
('Dave is smart.', 'The Dave is sad.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Fiona is high.', 'The lion is poor.', False)
('Fiona is high.', 'The falcon is poor.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Bob is poor.', 'The dog is small.', False)
('Bob is poor.', 'The dog is small.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Dave is small.', 'The Dave is big.', False)
('Dave is small.', 'The Dave is big.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Harry is imperfect.', 'The lion is big.', False)
('Harry is imperfect.', 'The Harry is big.', False)
('Bob is strong.', 'Thebob is bad.', False)
('Bob is strong.', 'The dog is bad.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Dave is bad.', 'The Dave is smart.', False)
('Dave is bad.', 'The Dave is smart.', False)
('Gary is strong.', 'The dog is smart.', False)
('Gary is strong.', 'The dog is smart.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Erin is imperfect.', 'The lion is smart.', False)
('Erin is imperfect.', 'The lion is smart.', False)
('Dave is high.', 'The Dave is bad.', False)
('Dave is high.', 'The Dave is bad.', False)
('Fiona is tiny.', 'The lion is big.', False)
('Fiona is tiny.', 'The lion is big.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Bob is small.', 'The dog is big.', False)
('Bob is small.', 'The dog is big.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Fiona is bad.', 'The lion is big.', False)
('Fiona is bad.', 'The falcon is big.', False)
('Gary is high.', 'The dog is sad.', False)
('Gary is high.', 'The dog is sad.', False)
('Bob is little.', 'Thebob is poor.', False)
('Bob is little.', 'The dog is poor.', False)
('Harry is kind.', 'The Harry is poor.', False)
('Harry is kind.', 'The Harry is poor.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Fiona is big.', 'The lion is small.', False)
('Fiona is big.', 'The falcon is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Harry is rough.', 'The lion is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Erin is high.', 'The lion is small.', False)
('Erin is high.', 'The lion is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Bob is smart.', 'The dog is small.', False)
('Bob is smart.', 'The dog is small.', False)
('Dave is imperfect.', 'The dog is small.', False)
('Dave is imperfect.', 'The dog is small.', False)
('Dave is heavy.', 'The Dave is big.', False)
('Dave is heavy.', 'The Dave is big.', False)
('Alan is small.', 'The Alan is big.', False)
('Alan is small.', 'The Alan is big.', False)
('Charlie is nice.', 'The Charlie is smart.', False)
('Charlie is nice.', 'The Charlie is smart.', False)
('Gary is rough.', 'The dog is bad.', False)
('Gary is rough.', 'The dog is bad.', False)
('Anne is big.', 'The bald eagle is nice.', False)
('Anne is big.', 'The bald eagle is nice.', False)
('Alan is short.', 'The Alan is poor.', False)
('Alan is short.', 'The Alan is poor.', False)
('Dave is quiet.', 'The Dave is poor.', False)
('Dave is quiet.', 'The Dave is poor.', False)
('Bob is rough.', 'The dog is poor.', False)
('Bob is rough.', 'The dog is poor.', False)
('Gary is high.', 'The dog is small.', False)
('Gary is high.', 'The dog is small.', False)
('Erin is small.', 'The lion is big.', False)
('Erin is small.', 'The lion is small.', False)
('Alan is smart.', 'The Alan is poor.', False)
('Alan is smart.', 'The Alan is poor.', False)
('Fiona is rough.', 'The lion is small.', False)
('Fiona is rough.', 'The falcon is small.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Erin is little.', 'The lion is small.', False)
('Erin is little.', 'The rabbit is small.', False)
('Bob is kind.', 'The dog is nice.', False)
('Bob is kind.', 'The dog is nice.', False)
('Gary is rough.', 'The dog is poor.', False)
('Gary is rough.', 'The dog is poor.', False)
('Harry is heavy.', 'The Harry is poor.', False)
('Harry is heavy.', 'The Harry is poor.', False)
('Erin is tiny.', 'The lion is smart.', False)
('Erin is tiny.', 'The lion is smart.', False)
('Dave is quiet.', 'The Dave is smart.', False)
('Dave is quiet.', 'The Dave is smart.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The falcon is poor.', False)
('Gary is strong.', 'The dog is sad.', False)
('Gary is strong.', 'The dog is sad.', False)
('Bob is short.', 'Thebob is slow.', False)
('Bob is short.', 'Thebob is sad.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Gary is strong.', 'The dog is poor.', False)
('Gary is strong.', 'The dog is poor.', False)
('Harry is small.', 'The lion is rough.', False)
('Harry is small.', 'The Harry is smart.', False)
('Bob is quiet.', 'The Bob is smart.', False)
('Bob is quiet.', 'Thebob is smart.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Anne is huge.', 'The bald eagle is small.', False)
('Anne is huge.', 'The bald eagle is small.', False)
('Erin is thin.', 'The lion is poor.', False)
('Erin is thin.', 'The lion is poor.', False)
('Harry is smart.', 'The Harry is poor.', False)
('Harry is smart.', 'The Harry is poor.', False)
('Dave is imperfect.', 'The Dave is poor.', False)
('Dave is imperfect.', 'The Dave is poor.', False)
('Erin is high.', 'The lion is small.', False)
('Erin is high.', 'The lion is small.', False)
('Harry is tiny.', 'The Harry is sad.', False)
('Harry is tiny.', 'The Harry is sad.', False)
('Anne is clever.', 'The bald eagle is poor.', False)
('Anne is clever.', 'The bald eagle is poor.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Alan is high.', 'The Alan is sad.', False)
('Alan is high.', 'The Alan is sad.', False)
('Erin is little.', 'The lion is small.', False)
