('The dog is round.', 'The dog is round.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The cat is furry.', 'The cat is heavy.', False)
('The cat is furry.', 'The cat is round.', False)
('The cheetah chases the cat.', 'The cheetah chases the cat.', True)
('The cheetah chases the cat.', 'The cheetah chases the cat.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The crocodile is lazy.', 'The crocodile is reckless.', False)
('The crocodile is lazy.', 'The crocodile is reckless.', False)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The squirrel is funny.', 'The squirrel is big.', False)
('The squirrel is funny.', 'The squirrel is big.', False)
('The crocodile likes the squirrel.', 'The crocodile likes the squirrel.', True)
('The crocodile likes the squirrel.', 'The crocodile likes the squirrel.', True)
('The mouse is kind.', 'The mouse is beautiful.', False)
('The mouse is kind.', 'The mouse is beautiful.', False)
('The dinosaur is reckless.', 'The dinosaur is boring.', False)
('The dinosaur is reckless.', 'The dinosaur is boring.', False)
('The bear is fierce.', 'The bear is beautiful.', False)
('The bear is fierce.', 'The bear is beautiful.', False)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The squirrel is small.', 'The squirrel is beautiful.', False)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The cat is kind.', 'The cat is cute.', False)
('The cat is kind.', 'The cat is cute.', False)
('The wolf is lazy.', 'The wolf is angry.', False)
('The wolf is lazy.', 'The wolf is angry.', False)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The wolf visits the hamster.', 'The wolf visits the hamster.', True)
('The wolf visits the hamster.', 'The wolf visits the hamster.', True)
('The cat is quiet.', 'The cat is nice.', False)
('The cat is quiet.', 'The cat is nice.', False)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The cheetah attacks the rabbit.', 'The cheetah attacks the rabbit.', True)
('The cheetah attacks the rabbit.', 'The cheetah attacks the rabbit.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The wolf is rough.', 'The wolf is smart.', False)
('The wolf is rough.', 'The wolf is smart.', False)
('The lion is awful.', 'The lion is heavy.', False)
('The lion is awful.', 'The lion is heavy.', False)
('The rabbit is funny.', 'The rabbit is nice.', False)
('The rabbit is funny.', 'The rabbit is nice.', False)
('The wolf attacks the rabbit.', 'The wolf attacks the rabbit.', True)
('The wolf attacks the rabbit.', 'The wolf attacks the rabbit.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The crocodile is lazy.', 'The crocodile is slow.', False)
('The crocodile is lazy.', 'The crocodile is slow.', False)
('The falcon is awful.', 'The falcon is big.', False)
('The falcon is awful.', 'The falcon is big.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The crocodile visits the squirrel.', 'The crocodile visits the squirrel.', True)
('The crocodile visits the squirrel.', 'The crocodile visits the squirrel.', True)
('The dog is quiet.', 'The dog is nice.', False)
('The dog is quiet.', 'The dog is nice.', False)
('The bear is slow.', 'The bear is dull.', False)
('The bear is slow.', 'The bear is dull.', False)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The bear attacks the rabbit.', 'The bear attacks the rabbit.', True)
('The bear attacks the rabbit.', 'The bear attacks the rabbit.', True)
('The hamster is kind.', 'The hamster is reckless.', False)
('The hamster is kind.', 'The hamster is reckless.', False)
('The lion is angry.', 'The lion is reckless.', False)
('The lion is angry.', 'The lion is reckless.', False)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The rabbit is furry.', 'The rabbit is beautiful.', False)
('The rabbit is furry.', 'The rabbit is beautiful.', False)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The cheetah is lazy.', 'The cheetah is boring.', False)
('The cheetah is lazy.', 'The cheetah is boring.', False)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The mouse is funny.', 'The mouse is round.', False)
('The mouse is funny.', 'The mouse is round.', False)
('The cheetah attacks the mouse.', 'The cheetah attacks the mouse.', True)
('The cheetah attacks the mouse.', 'The cheetah attacks the mouse.', True)
('The cat is nice.', 'The cat is slow.', False)
('The cat is nice.', 'The cat is slow.', False)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The crocodile is big.', 'The crocodile is slow.', False)
('The crocodile is big.', 'The crocodile is slow.', False)
('The hamster is adorable.', 'The hamster is round.', False)
('The hamster is adorable.', 'The hamster is round.', False)
('The cheetah sees the hamster.', 'The cheetah sees the hamster.', True)
('The cheetah sees the hamster.', 'The cheetah sees the hamster.', True)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The cheetah is rough.', 'The cheetah is beautiful.', False)
('The cheetah is rough.', 'The cheetah is beautiful.', False)
('The leopard is heavy.', 'The leopard is beautiful.', False)
('The leopard is heavy.', 'The leopard is beautiful.', False)
('The mouse is small.', 'The mouse is smart.', False)
('The mouse is small.', 'The mouse is smart.', False)
('The cheetah sees the mouse.', 'The cheetah sees the mouse.', True)
('The cheetah sees the mouse.', 'The cheetah sees the mouse.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The snake is tired.', 'The snake is nice.', False)
('The snake is tired.', 'The snake is nice.', False)
('The lion is heavy.', 'The lion is heavy.', True)
('The lion is heavy.', 'The lion is heavy.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The snake needs the rabbit.', 'The snake needs the rabbit.', True)
('The snake needs the rabbit.', 'The snake needs the rabbit.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is beautiful.', False)
('The bald eagle is rough.', 'The bald eagle is nice.', False)
('The bald eagle is rough.', 'The bald eagle is nice.', False)
('The wolf is awful.', 'The wolf is big.', False)
('The wolf is awful.', 'The wolf is big.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The bald eagle attacks the cat.', 'The bald eagle attacks the cat.', True)
('The bald eagle attacks the cat.', 'The bald eagle attacks the cat.', True)
('The dog is quiet.', 'The dog is beautiful.', False)
('The dog is quiet.', 'The dog is beautiful.', False)
('The cheetah is tired.', 'The cheetah is quiet.', False)
('The cheetah is tired.', 'The cheetah is quiet.', False)
('The leopard is awful.', 'The leopard is beautiful.', False)
('The leopard is awful.', 'The leopard is beautiful.', False)
('The cat is funny.', 'The cat is beautiful.', False)
('The cat is funny.', 'The cat is beautiful.', False)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The cheetah visits the cat.', 'The cheetah visits the cat.', True)
('The dog is kind.', 'The dog is beautiful.', False)
('The dog is kind.', 'The dog is beautiful.', False)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The cheetah is obese.', 'The cheetah is sleepy.', False)
('The cheetah is obese.', 'The cheetah is sleepy.', False)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The tiger visits the mouse.', 'The tiger visits the mouse.', True)
('The tiger visits the mouse.', 'The tiger visits the mouse.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cheetah is rough.', 'The cheetah is smart.', False)
('The cheetah is rough.', 'The cheetah is smart.', False)
('The lion is obese.', 'The lion is nice.', False)
('The lion is obese.', 'The lion is nice.', False)
('The squirrel is furry.', 'The squirrel is nice.', False)
('The squirrel is furry.', 'The squirrel is smart.', False)
('The cheetah visits the squirrel.', 'The cheetah visits the squirrel.', True)
('The cheetah visits the squirrel.', 'The cheetah visits the squirrel.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The dinosaur is heavy.', 'The dinosaur is boring.', False)
('The dinosaur is heavy.', 'The dinosaur is boring.', False)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The snake sees the cat.', 'The snake sees the cat.', True)
('The snake sees the cat.', 'The snake sees the cat.', True)
('The squirrel is round.', 'The squirrel is big.', False)
('The squirrel is round.', 'The squirrel is big.', False)
('The lion is rough.', 'The lion is round.', False)
('The lion is rough.', 'The lion is round.', False)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The mouse is small.', 'The mouse is big.', False)
('The mouse is small.', 'The mouse is big.', False)
('The lion visits the mouse.', 'The lion visits the mouse.', True)
('The lion visits the mouse.', 'The lion visits the mouse.', True)
('The hamster is kind.', 'The hamster is nice.', False)
('The hamster is kind.', 'The hamster is nice.', False)
('The crocodile is rough.', 'The crocodile is heavy.', False)
('The crocodile is rough.', 'The crocodile is heavy.', False)
('The bear is fierce.', 'The bear is round.', False)
('The bear is fierce.', 'The bear is round.', False)
('The squirrel is small.', 'The squirrel is nice.', False)
('The squirrel is small.', 'The squirrel is nice.', False)
('The crocodile needs the squirrel.', 'The crocodile needs the squirrel.', True)
('The crocodile needs the squirrel.', 'The crocodile needs the squirrel.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bald eagle is strong.', 'The bald eagle is sleepy.', False)
('The bald eagle is strong.', 'The bald eagle is sleepy.', False)
('The dog is funny.', 'The dog is beautiful.', False)
('The dog is funny.', 'The dog is beautiful.', False)
('The bear attacks the dog.', 'The bear attacks the dog.', True)
('The bear attacks the dog.', 'The bear attacks the dog.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The cheetah is tired.', 'The cheetah is nice.', False)
('The cheetah is tired.', 'The cheetah is nice.', False)
('The leopard is strong.', 'The leopard is tired.', False)
('The leopard is strong.', 'The leopard is tired.', False)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The cheetah attacks the squirrel.', 'The cheetah attacks the squirrel.', True)
('The cheetah attacks the squirrel.', 'The cheetah attacks the squirrel.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The leopard is strong.', 'The leopard is beautiful.', False)
('The leopard is strong.', 'The leopard is beautiful.', False)
('The dog is adorable.', 'The dog is adorable.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The tiger attacks the dog.', 'The tiger attacks the dog.', True)
('The tiger attacks the dog.', 'The tiger attacks the dog.', True)
('The hamster is kind.', 'The hamster is smart.', False)
('The hamster is kind.', 'The hamster is smart.', False)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The leopard is strong.', 'The leopard is reckless.', False)
('The leopard is strong.', 'The leopard is reckless.', False)
('The cat is small.', 'The cat is smart.', False)
('The cat is small.', 'The cat is smart.', False)
('The wolf likes the cat.', 'The wolf likes the cat.', True)
('The wolf likes the cat.', 'The wolf likes the cat.', True)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The cheetah is fierce.', 'The cheetah is tired.', False)
('The cheetah is fierce.', 'The cheetah is tired.', False)
('The dog is lovely.', 'The dog is lovely.', True)
('The dog is lovely.', 'The dog is lovely.', True)
('The dinosaur likes the dog.', 'The dinosaur likes the dog.', True)
('The dinosaur likes the dog.', 'The dinosaur likes the dog.', True)
('The dog is kind.', 'The dog is beautiful.', False)
('The dog is kind.', 'The dog is beautiful.', False)
('The leopard is boring.', 'The leopard is beautiful.', False)
('The leopard is boring.', 'The leopard is beautiful.', False)
('The crocodile is awful.', 'The crocodile is beautiful.', False)
('The crocodile is awful.', 'The crocodile is beautiful.', False)
('The mouse is furry.', 'The mouse is beautiful.', False)
('The mouse is furry.', 'The mouse is beautiful.', False)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The hamster is smart.', 'The hamster is beautiful.', False)
('The hamster is smart.', 'The hamster is beautiful.', False)
('The lion is boring.', 'The lion is boring.', True)
('The lion is boring.', 'The lion is boring.', True)
('The falcon is big.', 'The falcon is boring.', False)
('The falcon is big.', 'The falcon is big.', True)
('The dog is small.', 'The dog is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The lion likes the dog.', 'The lion likes the dog.', True)
('The lion likes the dog.', 'The lion likes the dog.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The lion is rough.', 'The lion is round.', False)
('The lion is rough.', 'The lion is round.', False)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The dog is funny.', 'The dog is nice.', False)
('The dog is funny.', 'The dog is nice.', False)
('The lion sees the dog.', 'The lion sees the dog.', True)
('The lion sees the dog.', 'The lion sees the dog.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The crocodile is slow.', 'The crocodile is round.', False)
('The crocodile is slow.', 'The crocodile is round.', False)
('The wolf is fierce.', 'The wolf is slow.', False)
('The wolf is fierce.', 'The wolf is slow.', False)
('The rabbit is small.', 'The rabbit is lovely.', False)
('The rabbit is small.', 'The rabbit is smart.', False)
('The crocodile chases the rabbit.', 'The crocodile chases the rabbit.', True)
('The crocodile chases the rabbit.', 'The crocodile chases the rabbit.', True)
('The rabbit is round.', 'The rabbit is nice.', False)
('The rabbit is round.', 'The rabbit is nice.', False)
('The lion is dull.', 'The lion is reckless.', False)
('The lion is dull.', 'The lion is reckless.', False)
('The snake is strong.', 'The snake is big.', False)
('The snake is strong.', 'The snake is heavy.', False)
('The dog is small.', 'The dog is nice.', False)
('The dog is small.', 'The dog is nice.', False)
('The lion likes the dog.', 'The lion likes the dog.', True)
('The lion likes the dog.', 'The lion likes the dog.', True)
('The rabbit is quiet.', 'The rabbit is cute.', False)
('The rabbit is quiet.', 'The rabbit is cute.', False)
('The snake is rough.', 'The snake is quiet.', False)
('The snake is rough.', 'The snake is quiet.', False)
('The leopard is fierce.', 'The leopard is smart.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The bald eagle is rough.', 'The bald eagle is kind.', False)
('The bald eagle is rough.', 'The bald eagle is kind.', False)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The squirrel is cute.', 'The squirrel is nice.', False)
('The squirrel is cute.', 'The squirrel is nice.', False)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The tiger is awful.', 'The tiger is slow.', False)
('The tiger is awful.', 'The tiger is slow.', False)
('The dog is funny.', 'The dog is lovely.', False)
('The dog is funny.', 'The dog is cute.', False)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The crocodile is dull.', 'The crocodile is big.', False)
('The crocodile is dull.', 'The crocodile is nice.', False)
('The dinosaur is obese.', 'The dinosaur is beautiful.', False)
('The dinosaur is obese.', 'The dinosaur is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The crocodile visits the dog.', 'The crocodile visits the dog.', True)
('The crocodile visits the dog.', 'The crocodile visits the dog.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The wolf is slow.', 'The wolf is nice.', False)
('The wolf is slow.', 'The wolf is nice.', False)
('The leopard is awful.', 'The leopard is slow.', False)
('The leopard is awful.', 'The leopard is slow.', False)
('The squirrel is funny.', 'The squirrel is lovely.', False)
('The squirrel is funny.', 'The squirrel is lovely.', False)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The wolf attacks the squirrel.', 'The wolf attacks the squirrel.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The lion is obese.', 'The lion is sleepy.', False)
('The lion is obese.', 'The lion is sleepy.', False)
('The dog is cute.', 'The dog is beautiful.', False)
('The dog is cute.', 'The dog is beautiful.', False)
('The leopard sees the dog.', 'The leopard sees the dog.', True)
('The leopard sees the dog.', 'The leopard sees the dog.', True)
('The hamster is round.', 'The hamster is beautiful.', False)
('The hamster is round.', 'The hamster is beautiful.', False)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The snake is obese.', 'The snake is sleepy.', False)
('The snake is obese.', 'The snake is sleepy.', False)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The lion attacks the squirrel.', 'The lion attacks the squirrel.', True)
('The lion attacks the squirrel.', 'The lion attacks the squirrel.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The cheetah is rough.', 'The cheetah is round.', False)
('The cheetah is rough.', 'The cheetah is round.', False)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The squirrel is cute.', 'The squirrel is lovely.', False)
('The squirrel is cute.', 'The squirrel is lovely.', False)
('The cheetah chases the squirrel.', 'The cheetah chases the squirrel.', True)
('The cheetah chases the squirrel.', 'The cheetah chases the squirrel.', True)
('The mouse is kind.', 'The mouse is smart.', False)
('The mouse is kind.', 'The mouse is smart.', False)
('The snake is slow.', 'The snake is slow.', True)
('The snake is slow.', 'The snake is slow.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The cat is small.', 'The cat is big.', False)
('The cat is small.', 'The cat is big.', False)
('The snake attacks the cat.', 'The snake attacks the cat.', True)
('The snake attacks the cat.', 'The snake attacks the cat.', True)
('The cat is kind.', 'The cat is nice.', False)
('The cat is kind.', 'The cat is nice.', False)
('The snake is reckless.', 'The snake is reckless.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The cheetah is awful.', 'The cheetah is reckless.', False)
('The cheetah is awful.', 'The cheetah is reckless.', False)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The snake sees the rabbit.', 'The snake sees the rabbit.', True)
('The snake sees the rabbit.', 'The snake sees the rabbit.', True)
('The hamster is quiet.', 'The hamster is lovely.', False)
('The hamster is quiet.', 'The hamster is lovely.', False)
('The leopard is lazy.', 'The leopard is sleepy.', False)
('The leopard is lazy.', 'The leopard is sleepy.', False)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The leopard likes the rabbit.', 'The leopard likes the rabbit.', True)
('The leopard likes the rabbit.', 'The leopard likes the rabbit.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The dinosaur visits the hamster.', 'The dinosaur visits the hamster.', True)
('The dinosaur visits the hamster.', 'The dinosaur visits the hamster.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The leopard is obese.', 'The leopard is awful.', False)
('The leopard is obese.', 'The leopard is awful.', False)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The bald eagle attacks the rabbit.', 'The bald eagle attacks the rabbit.', True)
('The bald eagle attacks the rabbit.', 'The bald eagle attacks the rabbit.', True)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The bald eagle is tired.', 'The bald eagle is slow.', False)
('The bald eagle is tired.', 'The bald eagle is slow.', False)
('The bear is awful.', 'The bear is tired.', False)
('The bear is awful.', 'The bear is tired.', False)
('The cat is furry.', 'The cat is cute.', False)
('The cat is furry.', 'The cat is cute.', False)
('The bald eagle chases the cat.', 'The bald eagle chases the cat.', True)
('The bald eagle chases the cat.', 'The bald eagle chases the cat.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The falcon is dull.', 'The falcon is nice.', False)
('The falcon is dull.', 'The falcon is nice.', False)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The hamster is adorable.', 'The hamster is round.', False)
('The hamster is adorable.', 'The hamster is round.', False)
('The falcon attacks the hamster.', 'The falcon attacks the hamster.', True)
('The falcon attacks the hamster.', 'The falcon attacks the hamster.', True)
('The hamster is quiet.', 'The hamster is beautiful.', False)
('The hamster is quiet.', 'The hamster is beautiful.', False)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The lion is obese.', 'The lion is reckless.', False)
('The lion is obese.', 'The lion is reckless.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cheetah attacks the cat.', 'The cheetah attacks the cat.', True)
('The cheetah attacks the cat.', 'The cheetah attacks the cat.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The bald eagle is slow.', 'The bald eagle is beautiful.', False)
('The bald eagle is slow.', 'The bald eagle is beautiful.', False)
('The snake is strong.', 'The snake is beautiful.', False)
('The snake is strong.', 'The snake is beautiful.', False)
('The cat is funny.', 'The cat is beautiful.', False)
('The cat is funny.', 'The cat is beautiful.', False)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The crocodile is tired.', 'The crocodile is angry.', False)
('The crocodile is tired.', 'The crocodile is angry.', False)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The dog is furry.', 'The dog is cute.', False)
('The dog is furry.', 'The dog is cute.', False)
('The crocodile needs the dog.', 'The crocodile needs the dog.', True)
('The crocodile needs the dog.', 'The crocodile needs the dog.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The hamster is furry.', 'The hamster is beautiful.', False)
('The hamster is furry.', 'The hamster is beautiful.', False)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The crocodile chases the hamster.', 'The crocodile chases the hamster.', True)
('The cat is quiet.', 'The cat is nice.', False)
('The cat is quiet.', 'The cat is boring.', False)
('The snake is rough.', 'The snake is quiet.', False)
('The snake is rough.', 'The snake is quiet.', False)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dog is furry.', 'The dog is nice.', False)
('The dog is furry.', 'The dog is nice.', False)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The leopard is boring.', 'The leopard is boring.', True)
('The leopard is boring.', 'The leopard is boring.', True)
('The bear is obese.', 'The bear is boring.', False)
('The bear is obese.', 'The bear is boring.', False)
('The dog is small.', 'The dog is nice.', False)
('The dog is small.', 'The dog is nice.', False)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The hamster is smart.', 'The hamster is nice.', False)
('The hamster is smart.', 'The hamster is nice.', False)
('The bald eagle is tired.', 'The bald eagle is slow.', False)
('The bald eagle is tired.', 'The bald eagle is slow.', False)
('The falcon is strong.', 'The falcon is nice.', False)
('The falcon is strong.', 'The falcon is tired.', False)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The bald eagle chases the rabbit.', 'The bald eagle chases the rabbit.', True)
('The bald eagle chases the rabbit.', 'The bald eagle chases the rabbit.', True)
('The squirrel is nice.', 'The squirrel is lovely.', False)
('The squirrel is nice.', 'The squirrel is lovely.', False)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The lion is strong.', 'The lion is heavy.', False)
('The lion is strong.', 'The lion is heavy.', False)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The dog is kind.', 'The dog is cute.', False)
('The dog is kind.', 'The dog is cute.', False)
('The leopard is lazy.', 'The leopard is angry.', False)
('The leopard is lazy.', 'The leopard is angry.', False)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The leopard needs the squirrel.', 'The leopard needs the squirrel.', True)
