('The squirrel is kind.', 'Charlie is small.', False)
('The bear is awful.', 'Bob is dull.', False)
('The bear is awful.', 'Bob is dull.', False)
('The hamster is cute.', 'Harry is nice.', False)
('The hamster is cute.', 'Harry is dull.', False)
('The snake visits the hamster.', 'Anne is huge.', False)
('The snake visits the hamster.', 'Anne is huge.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The dinosaur is boring.', 'Dave is dull.', False)
('The dinosaur is boring.', 'Dave is dull.', False)
('The leopard is fierce.', 'Charlie is dull.', False)
('The leopard is fierce.', 'Charlie is dull.', False)
('The hamster is lovely.', 'Harry is kind.', False)
('The hamster is lovely.', 'Harry is kind.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The dinosaur is rough.', 'Dave is rough.', False)
('The dinosaur is rough.', 'Dave is rough.', False)
('The falcon is awful.', 'Fiona is strong.', False)
('The falcon is awful.', 'Fiona is strong.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The dinosaur needs the rabbit.', 'Dave is rough.', False)
('The dinosaur needs the rabbit.', 'Dave is rough.', False)
('The dog is smart.', 'Fiona is heavy.', False)
('The dog is smart.', 'Fiona is heavy.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The hamster is beautiful.', 'Harry is small.', False)
('The hamster is beautiful.', 'Harry is small.', False)
('The falcon likes the hamster.', 'Fiona is rough.', False)
('The falcon likes the hamster.', 'Fiona is rough.', False)
('The squirrel is smart.', 'Charlie is clever.', False)
('The squirrel is smart.', 'Charlie is lazy.', False)
('The snake is boring.', 'Anne is dull.', False)
('The snake is boring.', 'Anne is dull.', False)
('The dinosaur is heavy.', 'Dave is strong.', False)
('The dinosaur is heavy.', 'Dave is strong.', False)
('The mouse is lovely.', 'Charlie is lazy.', False)
('The mouse is lovely.', 'Charlie is lazy.', False)
('The snake sees the mouse.', 'Anne is dull.', False)
('The snake sees the mouse.', 'Anne is dull.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The bear is dull.', 'Bob is dull.', False)
('The bear is dull.', 'Bob is dull.', False)
('The snake is fierce.', 'Anne is heavy.', False)
('The snake is fierce.', 'Anne is heavy.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The bear attacks the hamster.', 'Bob is dull.', False)
('The bear attacks the hamster.', 'Bob is dull.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The falcon visits the cat.', 'Fiona is heavy.', False)
('The falcon visits the cat.', 'Fiona is heavy.', False)
('The mouse is smart.', 'Erin is strong.', False)
('The mouse is smart.', 'Erin is strong.', False)
('The crocodile is slow.', 'Charlie is rough.', False)
('The crocodile is slow.', 'Charlie is rough.', False)
('The lion is strong.', 'Fiona is rough.', False)
('The lion is strong.', 'Bob is rough.', False)
('The hamster is lovely.', 'Harry is small.', False)
('The hamster is lovely.', 'Erin is small.', False)
('The crocodile likes the hamster.', 'Charlie is strong.', False)
('The crocodile likes the hamster.', 'Charlie is strong.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is rough.', False)
('The squirrel is beautiful.', 'Charlie is rough.', False)
('The squirrel is beautiful.', 'Charlie is rough.', False)
('The falcon visits the squirrel.', 'Fiona is rough.', False)
('The falcon visits the squirrel.', 'Fiona is rough.', False)
('The mouse is round.', 'Charlie is clever.', False)
('The mouse is round.', 'Charlie is clever.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The falcon is obese.', 'Fiona is big.', False)
('The falcon is obese.', 'Fiona is big.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The rabbit is adorable.', 'Anne is clever.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The wolf is sleepy.', 'Fiona is sad.', False)
('The wolf is sleepy.', 'Fiona is sad.', False)
('The leopard is strong.', 'Charlie is sad.', False)
('The leopard is strong.', 'Charlie is sad.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The wolf needs the squirrel.', 'Fiona is strong.', False)
('The wolf needs the squirrel.', 'Fiona is strong.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The leopard is obese.', 'Charlie is squirrel.', False)
('The leopard is obese.', 'Charlie is squirrel.', False)
('The hamster is furry.', 'Harry is nice.', False)
('The hamster is furry.', 'Harry is nice.', False)
('The cheetah attacks the hamster.', 'Che.', False)
('The cheetah attacks the hamster.', 'Charlie is huge.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The bald eagle is lazy.', 'Erin is awful.', False)
('The bald eagle is lazy.', 'Anne is dull.', False)
('The leopard is awful.', 'Charlie is big.', False)
('The leopard is awful.', 'Charlie is big.', False)
('The mouse is beautiful.', 'Charlie is clever.', False)
('The mouse is beautiful.', 'Charlie is clever.', False)
('The bald eagle likes the mouse.', 'Anne is big.', False)
('The bald eagle likes the mouse.', 'Anne is big.', False)
('The squirrel is kind.', 'Charlie is bad.', False)
('The squirrel is kind.', 'Charlie is bad.', False)
('The bear is lazy.', 'Bob is awful.', False)
('The bear is lazy.', 'Bob is bad.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The dog is furry.', 'Fiona is small.', False)
('The dog is furry.', 'Fiona is thin.', False)
('The bear chases the dog.', 'Bob is strong.', False)
('The bear chases the dog.', 'Bob is strong.', False)
('The rabbit is nice.', 'Anne is huge.', False)
('The rabbit is nice.', 'Anne is huge.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The lion is obese.', 'Anne is strong.', False)
('The lion is obese.', 'Fiona is strong.', False)
('The hamster is cute.', 'Harry is obese.', False)
('The hamster is cute.', 'Harry is obese.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The bear is rough.', 'Bob is rough.', False)
('The bear is rough.', 'Bob is rough.', False)
('The lion is awful.', 'Alan is huge.', False)
('The lion is awful.', 'Alan is huge.', False)
('The mouse is cute.', 'Anne is nice.', False)
('The mouse is cute.', 'Charlie is nice.', False)
('The bear attacks the mouse.', 'Anne is big.', False)
('The bear attacks the mouse.', 'Bob is big.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The leopard is angry.', 'Charlie is rough.', False)
('The leopard is angry.', 'Charlie is rough.', False)
('The bear is fierce.', 'Charlie is rough.', False)
('The bear is fierce.', 'Bob is rough.', False)
('The mouse is beautiful.', 'Erin is rough.', False)
('The mouse is beautiful.', 'Erin is rough.', False)
('The leopard likes the mouse.', 'Charlie is heavy.', False)
('The leopard likes the mouse.', 'Charlie is heavy.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dinosaur is slow.', 'Dave is bad.', False)
('The dinosaur is slow.', 'Dave is bad.', False)
('The crocodile is awful.', 'Charlie is big.', False)
('The crocodile is awful.', 'Charlie is big.', False)
('The squirrel is lovely.', 'Charlie is nice.', False)
('The squirrel is lovely.', 'Charlie is nice.', False)
('The dinosaur likes the squirrel.', 'Dave is big.', False)
('The dinosaur likes the squirrel.', 'Dave is big.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The mouse is funny.', 'Charlie is round.', False)
('The mouse is funny.', 'Charlie is round.', False)
('The falcon chases the mouse.', 'Fiona is huge.', False)
('The falcon chases the mouse.', 'Fiona is huge.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The bald eagle is angry.', 'Erin is sad.', False)
('The bald eagle is angry.', 'Erin is sad.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The cat is funny.', 'Charlie is thin.', False)
('The cat is funny.', 'Charlie is thin.', False)
('The bald eagle visits the cat.', 'Erin is strong.', False)
('The bald eagle visits the cat.', 'Erin is strong.', False)
('The dog is round.', 'Charlie is clever.', False)
('The dog is round.', 'Charlie is clever.', False)
('The tiger is boring.', 'Gary is rough.', False)
('The tiger is boring.', 'Gary is rough.', False)
('The bald eagle is obese.', 'Erin is rough.', False)
('The bald eagle is obese.', 'Erin is rough.', False)
('The rabbit is beautiful.', 'Anne is clever.', False)
('The rabbit is beautiful.', 'Anne is clever.', False)
('The tiger needs the rabbit.', 'Gary is huge.', False)
('The tiger needs the rabbit.', 'Gary is huge.', False)
('The cat is round.', 'Charlie is clever.', False)
('The cat is round.', 'Charlie is clever.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The lion is heavy.', 'Bob is dull.', False)
('The lion is heavy.', 'Bob is dull.', False)
('The hamster is small.', 'Harry is clever.', False)
('The hamster is small.', 'Harry is clever.', False)
('The falcon chases the hamster.', 'Fiona is heavy.', False)
('The falcon chases the hamster.', 'Fiona is heavy.', False)
('The squirrel is round.', 'Charlie is clever.', False)
('The squirrel is round.', 'Charlie is clever.', False)
('The bear is slow.', 'Charlie is squirrel.', False)
('The bear is slow.', 'Bob is squirrel.', False)
('The lion is awful.', 'Alan is squirrel.', False)
('The lion is awful.', 'Alan is squirrel.', False)
('The hamster is cute.', 'Harry is clever.', False)
('The hamster is cute.', 'Harry is clever.', False)
('The bear needs the hamster.', 'Anne is big.', False)
('The bear needs the hamster.', 'Charlie is big.', False)
('The dog is quiet.', 'Fiona is slow.', False)
('The dog is quiet.', 'Fiona is slow.', False)
('The tiger is slow.', 'Gary is bad.', False)
('The tiger is slow.', 'Gary is bad.', False)
('The snake is awful.', 'Anne is strong.', False)
('The snake is awful.', 'Anne is strong.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The tiger attacks the squirrel.', 'Gary is bad.', False)
('The tiger attacks the squirrel.', 'Gary is bad.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The snake is angry.', 'Anne is rough.', False)
('The snake is angry.', 'Anne is rough.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The mouse is adorable.', 'Charlie is rough.', False)
('The mouse is adorable.', 'Charlie is rough.', False)
('The snake likes the mouse.', 'Anne is huge.', False)
('The snake likes the mouse.', 'Anne is huge.', False)
('The squirrel is nice.', 'Charlie is strong.', False)
('The squirrel is nice.', 'Charlie is strong.', False)
('The snake is sleepy.', 'Anne is bad.', False)
('The snake is sleepy.', 'Anne is bad.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The dog is adorable.', 'Charlie is nice.', False)
('The dog is adorable.', 'Charlie is nice.', False)
('The snake likes the dog.', 'Anne is bad.', False)
('The snake likes the dog.', 'Anne is bad.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The lion is lazy.', 'Alan is bad.', False)
('The lion is lazy.', 'Alan is bad.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The lion chases the dog.', 'Alan is big.', False)
('The lion chases the dog.', 'Bob is big.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The bald eagle is strong.', 'Erin is heavy.', False)
('The bald eagle is strong.', 'Erin is heavy.', False)
('The squirrel is small.', 'Charlie is dull.', False)
('The squirrel is small.', 'Charlie is dull.', False)
('The crocodile visits the squirrel.', 'Charlie is heavy.', False)
('The crocodile visits the squirrel.', 'Charlie is heavy.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The leopard visits the rabbit.', 'Charlie is strong.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The crocodile is angry.', 'Charlie is angry.', False)
('The crocodile is angry.', 'Charlie is angry.', False)
('The wolf is obese.', 'Fiona is big.', False)
('The wolf is obese.', 'Fiona is big.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The crocodile needs the squirrel.', 'Charlie is angry.', False)
('The crocodile needs the squirrel.', 'Charlie is angry.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The dinosaur is angry.', 'Dave is dull.', False)
('The dinosaur is angry.', 'Dave is dull.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The rabbit is cute.', 'Anne is dull.', False)
('The rabbit is cute.', 'Anne is dull.', False)
('The dinosaur chases the rabbit.', 'Dave is strong.', False)
('The dinosaur chases the rabbit.', 'Dave is strong.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The dog is lovely.', 'Charlie is quiet.', False)
('The dog is lovely.', 'Charlie is quiet.', False)
('The bald eagle sees the dog.', 'Bob is huge.', False)
('The bald eagle sees the dog.', 'Anne is huge.', False)
('The mouse is round.', 'Charlie is nice.', False)
('The mouse is round.', 'Charlie is clever.', False)
('The wolf is slow.', 'Fiona is dull.', False)
('The wolf is slow.', 'Fiona is dull.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The squirrel is adorable.', 'Charlie is dull.', False)
('The squirrel is adorable.', 'Charlie is dull.', False)
('The wolf sees the squirrel.', 'Fiona is huge.', False)
('The wolf sees the squirrel.', 'Fiona is huge.', False)
('The dog is nice.', 'Fiona is small.', False)
('The dog is nice.', 'Fiona is rough.', False)
('The dinosaur is rough.', 'Dave is rough.', False)
('The dinosaur is rough.', 'Dave is rough.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The dinosaur attacks the mouse.', 'Dave is strong.', False)
('The dinosaur attacks the mouse.', 'Dave is strong.', False)
('The rabbit is nice.', 'Anne is rabbit.', False)
('The rabbit is nice.', 'Anne is rabbit.', False)
('The bald eagle is lazy.', 'Anne is rabbit.', False)
('The bald eagle is lazy.', 'Anne is rabbit.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The hamster is lovely.', 'Harry is nice.', False)
('The hamster is lovely.', 'Harry is nice.', False)
('The bald eagle likes the hamster.', 'Anne is strong.', False)
('The bald eagle likes the hamster.', 'Anne is strong.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The snake is slow.', 'Anne is rough.', False)
('The snake is slow.', 'Anne is rough.', False)
('The lion is strong.', 'Fiona is huge.', False)
('The lion is strong.', 'Alan is huge.', False)
('The squirrel is lovely.', 'Charlie is kind.', False)
('The squirrel is lovely.', 'Charlie is kind.', False)
('The snake sees the squirrel.', 'Anne is strong.', False)
('The snake sees the squirrel.', 'Anne is strong.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The tiger is tired.', 'Gary is dull.', False)
('The dinosaur is big.', 'Dave is strong.', False)
('The dinosaur is big.', 'Dave is strong.', False)
('The mouse is cute.', 'Anne is clever.', False)
('The mouse is cute.', 'Erin is clever.', False)
('The tiger visits the mouse.', 'Gary is strong.', False)
('The tiger visits the mouse.', 'Gary is strong.', False)
('The rabbit is nice.', 'Anne is huge.', False)
('The rabbit is nice.', 'Anne is little.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The bear is fierce.', 'Bob is rabbit.', False)
('The bear is fierce.', 'Bob is rabbit.', False)
('The hamster is lovely.', 'Harry is nice.', False)
('The hamster is lovely.', 'Harry is nice.', False)
('The falcon chases the hamster.', 'Fiona is huge.', False)
('The falcon chases the hamster.', 'Fiona is huge.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The mouse is adorable.', 'Anne is slow.', False)
('The mouse is adorable.', 'Charlie is slow.', False)
('The falcon visits the mouse.', 'Fiona is dull.', False)
('The falcon visits the mouse.', 'Fiona is dull.', False)
('The cat is round.', 'Charlie is clever.', False)
('The cat is round.', 'Charlie is clever.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The falcon is slow.', 'Fiona is dull.', False)
('The bear is fierce.', 'Bob is dull.', False)
('The bear is fierce.', 'Bob is dull.', False)
('The squirrel is lovely.', 'Charlie is dull.', False)
('The squirrel is lovely.', 'Charlie is dull.', False)
('The falcon needs the squirrel.', 'Fiona is heavy.', False)
('The falcon needs the squirrel.', 'Fiona is heavy.', False)
('The hamster is kind.', 'Harry is huge.', False)
('The hamster is kind.', 'Harry is dull.', False)
('The tiger is sleepy.', 'Gary is awful.', False)
('The tiger is sleepy.', 'Gary is awful.', False)
('The wolf is awful.', 'Fiona is strong.', False)
('The wolf is awful.', 'Fiona is strong.', False)
('The mouse is furry.', 'Anne is kind.', False)
('The mouse is furry.', 'Charlie is kind.', False)
('The tiger attacks the mouse.', 'Gary is bad.', False)
('The tiger attacks the mouse.', 'Gary is bad.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The lion is slow.', 'Fiona is rough.', False)
('The lion is slow.', 'Fiona is rough.', False)
('The crocodile is big.', 'Charlie is heavy.', False)
('The crocodile is big.', 'Charlie is heavy.', False)
('The squirrel is cute.', 'Charlie is clever.', False)
('The squirrel is cute.', 'Charlie is clever.', False)
('The lion attacks the squirrel.', 'Alan is huge.', False)
('The lion attacks the squirrel.', 'Alan is huge.', False)
('The squirrel is nice.', 'Charlie is huge.', False)
('The squirrel is nice.', 'Charlie is huge.', False)
('The falcon is dull.', 'Fiona is sad.', False)
('The falcon is dull.', 'Fiona is sad.', False)
('The wolf is strong.', 'Fiona is squirrel.', False)
('The wolf is strong.', 'Fiona is squirrel.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The falcon visits the dog.', 'Fiona is huge.', False)
('The falcon visits the dog.', 'Fiona is huge.', False)
('The squirrel is round.', 'Charlie is squirrel.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The snake is dull.', 'Anne is dull.', False)
('The snake is dull.', 'Anne is dull.', False)
('The lion is obese.', 'Anne is strong.', False)
('The lion is obese.', 'Harry is strong.', False)
('The mouse is funny.', 'Charlie is squirrel.', False)
('The mouse is funny.', 'Charlie is squirrel.', False)
('The snake attacks the mouse.', 'Anne is strong.', False)
('The snake attacks the mouse.', 'Anne is strong.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The lion is slow.', 'Fiona is quiet.', False)
('The lion is slow.', 'Bob is quiet.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The hamster is furry.', 'Harry is kind.', False)
('The hamster is furry.', 'Harry is kind.', False)
('The lion sees the hamster.', 'Alan is slow.', False)
('The lion sees the hamster.', 'Alan is slow.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The bald eagle visits the hamster.', 'Anne is huge.', False)
('The bald eagle visits the hamster.', 'Erin is huge.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The bear is strong.', 'Bob is slow.', False)
('The bear is strong.', 'Bob is slow.', False)
('The rabbit is beautiful.', 'Charlie is slow.', False)
('The rabbit is beautiful.', 'Charlie is slow.', False)
('The cheetah chases the rabbit.', 'Che.', False)
('The cheetah chases the rabbit.', 'Charlie is strong.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The bear is angry.', 'Bob is angry.', False)
('The bear is angry.', 'Bob is angry.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The rabbit is furry.', 'Anne is nice.', False)
('The rabbit is furry.', 'Anne is nice.', False)
('The bear chases the rabbit.', 'Bob is huge.', False)
('The bear chases the rabbit.', 'Bob is huge.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The hamster is nice.', 'Harry is nice.', False)
('The bear is rough.', 'Bob is rabbit.', False)
('The bear is rough.', 'Bob is rabbit.', False)
('The wolf is awful.', 'Fiona is rabbit.', False)
('The wolf is awful.', 'Fiona is rabbit.', False)
('The rabbit is lovely.', 'Anne is nice.', False)
('The rabbit is lovely.', 'Anne is nice.', False)
('The bear visits the rabbit.', 'Anne is strong.', False)
('The bear visits the rabbit.', 'Bob is strong.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The lion is awful.', 'Fiona is heavy.', False)
('The lion is awful.', 'Bob is heavy.', False)
('The hamster is funny.', 'Harry is dull.', False)
('The hamster is funny.', 'Harry is dull.', False)
('The leopard needs the hamster.', 'Charlie is dull.', False)
('The leopard needs the hamster.', 'Charlie is dull.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The leopard is lazy.', 'Charlie is dull.', False)
('The leopard is lazy.', 'Charlie is dull.', False)
('The tiger is big.', 'Gary is big.', False)
('The tiger is big.', 'Gary is huge.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The leopard visits the cat.', 'Charlie is big.', False)
('The leopard visits the cat.', 'Charlie is big.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The lion is slow.', 'Bob is bad.', False)
('The lion is slow.', 'Bob is bad.', False)
('The bear is big.', 'Anne is big.', False)
('The bear is big.', 'Charlie is big.', False)
('The mouse is small.', 'Charlie is kind.', False)
('The mouse is small.', 'Charlie is kind.', False)
('The lion attacks the mouse.', 'Harry is big.', False)
('The lion attacks the mouse.', 'Bob is big.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The wolf is strong.', 'Fiona is heavy.', False)
('The wolf is strong.', 'Fiona is heavy.', False)
('The cat is small.', 'Charlie is nice.', False)
('The cat is small.', 'Charlie is dull.', False)
('The dinosaur attacks the cat.', 'Dave is heavy.', False)
('The dinosaur attacks the cat.', 'Dave is heavy.', False)
('The squirrel is nice.', 'Charlie is dull.', False)
('The squirrel is nice.', 'Charlie is dull.', False)
('The crocodile is dull.', 'Charlie is dull.', False)
('The crocodile is dull.', 'Charlie is dull.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The mouse is small.', 'Charlie is nice.', False)
('The crocodile chases the mouse.', 'Charlie is big.', False)
('The crocodile chases the mouse.', 'Charlie is big.', False)
('The mouse is kind.', 'Charlie is kind.', False)
('The mouse is kind.', 'Charlie is kind.', False)
('The wolf is slow.', 'Fiona is rough.', False)
('The wolf is slow.', 'Fiona is rough.', False)
('The crocodile is big.', 'Erin is big.', False)
('The crocodile is big.', 'Erin is big.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The wolf chases the rabbit.', 'Fiona is big.', False)
('The wolf chases the rabbit.', 'Fiona is big.', False)
('The hamster is smart.', 'Harry is smart.', False)
('The hamster is smart.', 'Harry is smart.', False)
('The snake is angry.', 'Anne is dull.', False)
('The snake is angry.', 'Anne is dull.', False)
('The falcon is awful.', 'Fiona is dull.', False)
('The falcon is awful.', 'Fiona is dull.', False)
('The dog is beautiful.', 'Charlie is smart.', False)
('The dog is beautiful.', 'Charlie is smart.', False)
('The snake likes the dog.', 'Anne is huge.', False)
('The snake likes the dog.', 'Anne is huge.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The falcon is fierce.', 'Fiona is dull.', False)
('The falcon is fierce.', 'Fiona is dull.', False)
('The hamster is adorable.', 'Harry is dull.', False)
('The hamster is adorable.', 'Harry is dull.', False)
('The bald eagle needs the hamster.', 'Anne is huge.', False)
('The bald eagle needs the hamster.', 'Anne is huge.', False)
('The mouse is nice.', 'Charlie is nice.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The lion is tired.', 'Bob is bad.', False)
('The lion is tired.', 'Bob is bad.', False)
('The bald eagle is fierce.', 'Bob is strong.', False)
('The bald eagle is fierce.', 'Bob is strong.', False)
