('The dog is round.', 'The dog is round.', True)
('The snake is dull.', 'The snake is lazy.', False)
('The snake is dull.', 'The snake is lazy.', False)
('The tiger is heavy.', 'The tiger is big.', False)
('The tiger is heavy.', 'The tiger is big.', False)
('The squirrel is lovely.', 'The squirrel is small.', False)
('The squirrel is lovely.', 'The squirrel is small.', False)
('The snake chases the squirrel.', 'The snake needs the hamster.', False)
('The snake chases the squirrel.', 'The snake needs the hamster.', False)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The dinosaur is dull.', 'The dinosaur is round.', False)
('The dinosaur is dull.', 'The dinosaur is round.', False)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The mouse is lovely.', 'The mouse is kind.', False)
('The mouse is lovely.', 'The mouse is kind.', False)
('The dinosaur chases the mouse.', 'The dinosaur chases the mouse.', True)
('The dinosaur chases the mouse.', 'The dinosaur chases the mouse.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The cat is small.', 'The cat is kind.', False)
('The cat is small.', 'The cat is kind.', False)
('The cheetah sees the cat.', 'The cheetah is boring.', False)
('The cheetah sees the cat.', 'The cheetah is boring.', False)
('The squirrel is quiet.', 'The squirrel is awful.', False)
('The squirrel is quiet.', 'The squirrel is awful.', False)
('The leopard is tired.', 'The leopard is rough.', False)
('The leopard is tired.', 'The leopard is rough.', False)
('The crocodile is big.', 'The crocodile is fierce.', False)
('The crocodile is big.', 'The crocodile is fierce.', False)
('The hamster is lovely.', 'The hamster is furry.', False)
('The hamster is lovely.', 'The hamster is big.', False)
('The leopard needs the hamster.', 'The leopard needs the hamster.', True)
('The leopard needs the hamster.', 'The leopard needs the hamster.', True)
('The squirrel is smart.', 'The squirrel is round.', False)
('The squirrel is smart.', 'The squirrel is round.', False)
('The bear is angry.', 'The bear is small.', False)
('The bear is angry.', 'The bear is small.', False)
('The dinosaur is awful.', 'The dinosaur is strong.', False)
('The dinosaur is awful.', 'The dinosaur is strong.', False)
('The rabbit is beautiful.', 'The rabbit is rough.', False)
('The rabbit is beautiful.', 'The rabbit is rough.', False)
('The bear needs the rabbit.', 'The bear needs the rabbit.', True)
('The bear needs the rabbit.', 'The bear needs the rabbit.', True)
('The dog is kind.', 'The dog is round.', False)
('The dog is kind.', 'The dog is round.', False)
('The bear is angry.', 'The bear is angry.', True)
('The bear is angry.', 'The bear is angry.', True)
('The cheetah is strong.', 'The cheetah is round.', False)
('The cheetah is strong.', 'The cheetah is round.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The bear chases the mouse.', 'The bear is reckless.', False)
('The bear chases the mouse.', 'The bear is reckless.', False)
('The rabbit is smart.', 'The rabbit is round.', False)
('The rabbit is smart.', 'The rabbit is round.', False)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The snake is heavy.', 'The snake is lazy.', False)
('The snake is heavy.', 'The snake is lazy.', False)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The falcon visits the dog.', 'The falcon chases the rabbit.', False)
('The falcon visits the dog.', 'The falcon chases the rabbit.', False)
('The dog is quiet.', 'The dog is rough.', False)
('The dog is quiet.', 'The dog is rough.', False)
('The bald eagle is slow.', 'The bald eagle is quiet.', False)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The dinosaur is obese.', 'The dinosaur is furry.', False)
('The dinosaur is obese.', 'The dinosaur is furry.', False)
('The cat is adorable.', 'The cat is furry.', False)
('The cat is adorable.', 'The cat is furry.', False)
('The bald eagle chases the cat.', 'The bald eagle visits the dog.', False)
('The bald eagle chases the cat.', 'The bald eagle visits the dog.', False)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The dinosaur is sleepy.', 'The dinosaur is beautiful.', False)
('The dinosaur is sleepy.', 'The dinosaur is beautiful.', False)
('The bald eagle is strong.', 'The bald eagle is big.', False)
('The bald eagle is strong.', 'The bald eagle is big.', False)
('The hamster is small.', 'The hamster is smart.', False)
('The hamster is small.', 'The hamster is smart.', False)
('The dinosaur visits the hamster.', 'The dinosaur attacks the mouse.', False)
('The dinosaur visits the hamster.', 'The dinosaur attacks the mouse.', False)
('The dog is quiet.', 'The dog is round.', False)
('The dog is quiet.', 'The dog is round.', False)
('The bald eagle is tired.', 'The bald eagle is lazy.', False)
('The bald eagle is tired.', 'The bald eagle is lazy.', False)
('The wolf is obese.', 'The wolf is furry.', False)
('The wolf is obese.', 'The wolf is furry.', False)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The bald eagle visits the squirrel.', 'The bald eagle needs the dog.', False)
('The bald eagle visits the squirrel.', 'The bald eagle needs the dog.', False)
('The rabbit is quiet.', 'The rabbit is kind.', False)
('The rabbit is quiet.', 'The rabbit is kind.', False)
('The bear is slow.', 'The bear is funny.', False)
('The bear is slow.', 'The bear is funny.', False)
('The crocodile is fierce.', 'The crocodile is round.', False)
('The crocodile is fierce.', 'The crocodile is round.', False)
('The dog is lovely.', 'The dog is round.', False)
('The dog is lovely.', 'The dog is round.', False)
('The bear sees the dog.', 'The crocodile sees the dog.', False)
('The bear sees the dog.', 'The bear sees the dog.', True)
('The cat is quiet.', 'The cat is funny.', False)
('The cat is quiet.', 'The cat is funny.', False)
('The leopard is boring.', 'The leopard is rough.', False)
('The leopard is boring.', 'The leopard is rough.', False)
('The bald eagle is heavy.', 'The bald eagle is kind.', False)
('The bald eagle is heavy.', 'The bald eagle is kind.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The leopard needs the mouse.', 'The leopard visits the cat.', False)
('The leopard needs the mouse.', 'The leopard visits the cat.', False)
('The cat is nice.', 'The cat is quiet.', False)
('The cat is nice.', 'The cat is quiet.', False)
('The lion is angry.', 'The lion is furry.', False)
('The lion is angry.', 'The lion is furry.', False)
('The tiger is fierce.', 'The tiger is furry.', False)
('The tiger is fierce.', 'The tiger is furry.', False)
('The dog is beautiful.', 'The dog is fierce.', False)
('The dog is beautiful.', 'The dog is fierce.', False)
('The lion chases the dog.', 'The lion is lazy.', False)
('The lion chases the dog.', 'The lion is lazy.', False)
('The hamster is smart.', 'The hamster is round.', False)
('The hamster is smart.', 'The hamster is round.', False)
('The snake is lazy.', 'The snake is lazy.', True)
('The snake is lazy.', 'The snake is lazy.', True)
('The bear is obese.', 'The bear is cute.', False)
('The bear is obese.', 'The bear is cute.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The mouse is funny.', 'The mouse is furry.', False)
('The snake sees the mouse.', 'The hamster is boring.', False)
('The snake sees the mouse.', 'The snake is boring.', False)
('The mouse is kind.', 'The mouse is round.', False)
('The mouse is kind.', 'The mouse is round.', False)
('The bear is dull.', 'The bear is adorable.', False)
('The bear is dull.', 'The bear is adorable.', False)
('The cheetah is awful.', 'The cheetah is fierce.', False)
('The cheetah is awful.', 'The cheetah is fierce.', False)
('The hamster is beautiful.', 'The hamster is round.', False)
('The hamster is beautiful.', 'The hamster is round.', False)
('The bear likes the hamster.', 'The bear visits the mouse.', False)
('The bear likes the hamster.', 'The bear visits the mouse.', False)
('The dog is smart.', 'The dog is boring.', False)
('The dog is smart.', 'The dog is boring.', False)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is big.', False)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The leopard attacks the rabbit.', 'The leopard likes the dog.', False)
('The leopard attacks the rabbit.', 'The leopard likes the dog.', False)
('The hamster is quiet.', 'The hamster is round.', False)
('The hamster is quiet.', 'The hamster is round.', False)
('The leopard is dull.', 'The leopard is rough.', False)
('The leopard is dull.', 'The leopard is rough.', False)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The leopard likes the rabbit.', 'The leopard is lazy.', False)
('The leopard likes the rabbit.', 'The leopard is lazy.', False)
('The mouse is quiet.', 'The mouse is fierce.', False)
('The mouse is quiet.', 'The mouse is fierce.', False)
('The wolf is slow.', 'The wolf is heavy.', False)
('The wolf is slow.', 'The wolf is heavy.', False)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is fierce.', False)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The wolf attacks the cat.', 'The wolf is sleepy.', False)
('The wolf attacks the cat.', 'The wolf is sleepy.', False)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The leopard is angry.', 'The leopard is slow.', False)
('The leopard is angry.', 'The leopard is slow.', False)
('The snake is heavy.', 'The snake is fierce.', False)
('The snake is heavy.', 'The snake is fierce.', False)
('The cat is small.', 'The cat is adorable.', False)
('The cat is small.', 'The cat is adorable.', False)
('The leopard needs the cat.', 'The leopard is tired.', False)
('The leopard needs the cat.', 'The leopard is tired.', False)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The tiger is big.', 'The tiger is awful.', False)
('The tiger is big.', 'The tiger is awful.', False)
('The rabbit is beautiful.', 'The rabbit is round.', False)
('The rabbit is beautiful.', 'The rabbit is round.', False)
('The bald eagle visits the rabbit.', 'The bald eagle visits the rabbit.', True)
('The bald eagle visits the rabbit.', 'The bald eagle visits the rabbit.', True)
('The hamster is smart.', 'The hamster is fierce.', False)
('The hamster is smart.', 'The hamster is fierce.', False)
('The leopard is tired.', 'The leopard is furry.', False)
('The leopard is tired.', 'The leopard is furry.', False)
('The falcon is obese.', 'The falcon is strong.', False)
('The falcon is obese.', 'The falcon is strong.', False)
('The mouse is adorable.', 'The mouse is obese.', False)
('The mouse is adorable.', 'The mouse is obese.', False)
('The leopard sees the mouse.', 'The leopard is dull.', False)
('The leopard sees the mouse.', 'The leopard is dull.', False)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The cheetah is sleepy.', 'The cheetah is round.', False)
('The cheetah is sleepy.', 'The cheetah is round.', False)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The mouse is lovely.', 'The mouse is furry.', False)
('The mouse is lovely.', 'The mouse is furry.', False)
('The cheetah attacks the mouse.', 'The cheetah is lazy.', False)
('The cheetah attacks the mouse.', 'The cheetah is lazy.', False)
('The rabbit is round.', 'The rabbit is furry.', False)
('The rabbit is round.', 'The rabbit is furry.', False)
('The cheetah is dull.', 'The cheetah is round.', False)
('The cheetah is dull.', 'The cheetah is round.', False)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The dog is adorable.', 'The dog is smart.', False)
('The dog is adorable.', 'The dog is smart.', False)
('The cheetah needs the dog.', 'The cheetah needs the dog.', True)
('The cheetah needs the dog.', 'The cheetah needs the dog.', True)
('The rabbit is quiet.', 'The rabbit is cute.', False)
('The rabbit is quiet.', 'The rabbit is cute.', False)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The dinosaur is obese.', 'The dinosaur is small.', False)
('The dinosaur is obese.', 'The dinosaur is small.', False)
('The dog is cute.', 'The dog is nice.', False)
('The dog is cute.', 'The dog is nice.', False)
('The leopard sees the dog.', 'The leopard is slow.', False)
('The leopard sees the dog.', 'The leopard is slow.', False)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The crocodile is tired.', 'The crocodile is fierce.', False)
('The crocodile is tired.', 'The crocodile is fierce.', False)
('The lion is strong.', 'The lion is strong.', True)
('The lion is strong.', 'The lion is strong.', True)
('The mouse is adorable.', 'The mouse is slow.', False)
('The mouse is adorable.', 'The mouse is slow.', False)
('The crocodile attacks the mouse.', 'The crocodile needs the cat.', False)
('The crocodile attacks the mouse.', 'The crocodile needs the cat.', False)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The snake is reckless.', 'The snake is rough.', False)
('The snake is reckless.', 'The snake is rough.', False)
('The lion is awful.', 'The lion is obese.', False)
('The lion is awful.', 'The lion is obese.', False)
('The hamster is funny.', 'The hamster is small.', False)
('The hamster is funny.', 'The hamster is small.', False)
('The snake visits the hamster.', 'The hamster is needs the rabbit.', False)
('The snake visits the hamster.', 'The snake needs the rabbit.', False)
('The rabbit is round.', 'The rabbit is kind.', False)
('The rabbit is round.', 'The rabbit is kind.', False)
('The crocodile is sleepy.', 'The crocodile is round.', False)
('The crocodile is sleepy.', 'The crocodile is round.', False)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The crocodile attacks the cat.', 'The crocodile is boring.', False)
('The crocodile attacks the cat.', 'The crocodile is boring.', False)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The cheetah is reckless.', 'The cheetah is reckless.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The cheetah visits the rabbit.', 'The cheetah is slow.', False)
('The cheetah visits the rabbit.', 'The cheetah is slow.', False)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The tiger is big.', 'The tiger is heavy.', False)
('The tiger is big.', 'The tiger is heavy.', False)
('The mouse is lovely.', 'The mouse is kind.', False)
('The mouse is lovely.', 'The mouse is kind.', False)
('The lion needs the mouse.', 'The lion sees the cat.', False)
('The lion needs the mouse.', 'The lion sees the cat.', False)
('The dog is nice.', 'The dog is round.', False)
('The dog is nice.', 'The dog is quiet.', False)
('The snake is boring.', 'The snake is rough.', False)
('The snake is boring.', 'The snake is rough.', False)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The rabbit is funny.', 'The rabbit is rough.', False)
('The rabbit is funny.', 'The rabbit is rough.', False)
('The snake attacks the rabbit.', 'The snake needs the dog.', False)
('The snake attacks the rabbit.', 'The snake needs the dog.', False)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The tiger is sleepy.', 'The tiger is cute.', False)
('The tiger is sleepy.', 'The tiger is cute.', False)
('The snake is obese.', 'The snake is awful.', False)
('The snake is obese.', 'The snake is awful.', False)
('The cat is furry.', 'The cat is beautiful.', False)
('The cat is furry.', 'The cat is beautiful.', False)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The dog is quiet.', 'The dog is kind.', False)
('The dog is quiet.', 'The dog is kind.', False)
('The leopard is slow.', 'The leopard is furry.', False)
('The leopard is slow.', 'The leopard is furry.', False)
('The bear is heavy.', 'The bear is heavy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The cat is cute.', 'The cat is kind.', False)
('The cat is cute.', 'The cat is kind.', False)
('The leopard needs the cat.', 'The leopard visits the dog.', False)
('The leopard needs the cat.', 'The leopard visits the dog.', False)
('The squirrel is smart.', 'The squirrel is quiet.', False)
('The squirrel is smart.', 'The squirrel is quiet.', False)
('The bald eagle is lazy.', 'The bald eagle is rough.', False)
('The bald eagle is lazy.', 'The bald eagle is rough.', False)
('The leopard is fierce.', 'The leopard is small.', False)
('The leopard is fierce.', 'The leopard is small.', False)
('The mouse is beautiful.', 'The mouse is nice.', False)
('The mouse is beautiful.', 'The mouse is nice.', False)
('The bald eagle sees the mouse.', 'The bald eagle sees the mouse.', True)
('The bald eagle sees the mouse.', 'The bald eagle sees the mouse.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The snake is heavy.', 'The snake is obese.', False)
('The snake is heavy.', 'The snake is obese.', False)
('The rabbit is small.', 'The rabbit is adorable.', False)
('The rabbit is small.', 'The rabbit is adorable.', False)
('The falcon likes the rabbit.', 'The falcon attacks the cat.', False)
('The falcon likes the rabbit.', 'The falcon attacks the cat.', False)
('The hamster is smart.', 'The hamster is round.', False)
('The hamster is smart.', 'The hamster is round.', False)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The lion is fierce.', 'The lion is nice.', False)
('The lion is fierce.', 'The lion is nice.', False)
('The squirrel is lovely.', 'The squirrel is round.', False)
('The squirrel is lovely.', 'The squirrel is round.', False)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The cat is quiet.', 'The cat is round.', False)
('The cat is quiet.', 'The cat is round.', False)
('The lion is slow.', 'The lion is lazy.', False)
('The lion is slow.', 'The lion is lazy.', False)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is beautiful.', False)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The lion attacks the mouse.', 'The lion likes the cat.', False)
('The lion attacks the mouse.', 'The lion likes the cat.', False)
('The mouse is nice.', 'The mouse is smart.', False)
('The mouse is nice.', 'The mouse is smart.', False)
('The lion is dull.', 'The lion is rough.', False)
('The lion is dull.', 'The lion is rough.', False)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The rabbit is cute.', 'The rabbit is quiet.', False)
('The rabbit is cute.', 'The rabbit is quiet.', False)
('The lion chases the rabbit.', 'The lion is chases the mouse.', False)
('The lion chases the rabbit.', 'The lion is chases the mouse.', False)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The falcon is sleepy.', 'The falcon is strong.', False)
('The falcon is sleepy.', 'The falcon is strong.', False)
('The leopard is heavy.', 'The leopard is strong.', False)
('The leopard is heavy.', 'The leopard is strong.', False)
('The cat is lovely.', 'The cat is beautiful.', False)
('The cat is lovely.', 'The cat is beautiful.', False)
('The falcon likes the cat.', 'The falcon likes the cat.', True)
('The falcon likes the cat.', 'The falcon likes the cat.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The snake is heavy.', 'The hamster is big.', False)
('The snake is heavy.', 'The snake is rough.', False)
('The hamster is adorable.', 'The hamster is smart.', False)
('The hamster is adorable.', 'The hamster is smart.', False)
('The crocodile needs the hamster.', 'The crocodile is dull.', False)
('The crocodile needs the hamster.', 'The crocodile is dull.', False)
('The squirrel is nice.', 'The squirrel is round.', False)
('The squirrel is nice.', 'The squirrel is round.', False)
('The bear is boring.', 'The bear is fierce.', False)
('The bear is boring.', 'The bear is fierce.', False)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The dog is funny.', 'The dog is awful.', False)
('The dog is funny.', 'The dog is awful.', False)
('The bear sees the dog.', 'The bear is lazy.', False)
('The bear sees the dog.', 'The bear is lazy.', False)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The wolf is obese.', 'The wolf is heavy.', False)
('The wolf is obese.', 'The wolf is heavy.', False)
('The mouse is cute.', 'The mouse is small.', False)
('The mouse is cute.', 'The mouse is small.', False)
('The snake sees the mouse.', 'The snake sees the mouse.', True)
('The snake sees the mouse.', 'The snake sees the mouse.', True)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The cheetah is rough.', 'The cheetah is lazy.', False)
('The cheetah is rough.', 'The cheetah is lazy.', False)
('The crocodile is strong.', 'The crocodile is obese.', False)
('The crocodile is strong.', 'The crocodile is obese.', False)
('The dog is cute.', 'The dog is kind.', False)
('The dog is cute.', 'The dog is kind.', False)
('The cheetah attacks the dog.', 'The cheetah attacks the dog.', True)
('The cheetah attacks the dog.', 'The cheetah attacks the dog.', True)
('The rabbit is kind.', 'The rabbit is quiet.', False)
('The rabbit is kind.', 'The rabbit is quiet.', False)
('The falcon is dull.', 'The falcon is rough.', False)
('The falcon is dull.', 'The falcon is rough.', False)
('The lion is heavy.', 'The lion is big.', False)
('The lion is heavy.', 'The lion is big.', False)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The falcon needs the squirrel.', 'The falcon is boring.', False)
('The falcon needs the squirrel.', 'The falcon is boring.', False)
('The rabbit is kind.', 'The rabbit is furry.', False)
('The rabbit is kind.', 'The rabbit is furry.', False)
('The dinosaur is rough.', 'The dinosaur is lazy.', False)
('The dinosaur is rough.', 'The dinosaur is lazy.', False)
('The snake is big.', 'The snake is adorable.', False)
('The snake is big.', 'The snake is adorable.', False)
('The cat is furry.', 'The cat is round.', False)
('The cat is furry.', 'The cat is round.', False)
('The dinosaur chases the cat.', 'The dinosaur likes the rabbit.', False)
('The dinosaur chases the cat.', 'The dinosaur likes the rabbit.', False)
('The rabbit is smart.', 'The rabbit is kind.', False)
('The rabbit is smart.', 'The rabbit is kind.', False)
('The snake is angry.', 'The snake is angry.', True)
('The snake is angry.', 'The snake is angry.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The cat is lovely.', 'The cat is round.', False)
('The cat is lovely.', 'The cat is round.', False)
('The snake chases the cat.', 'The snake chases the cat.', True)
('The snake chases the cat.', 'The snake chases the cat.', True)
('The hamster is nice.', 'The hamster is smart.', False)
('The hamster is nice.', 'The hamster is smart.', False)
('The snake is reckless.', 'The snake is lazy.', False)
('The snake is reckless.', 'The snake is lazy.', False)
('The lion is fierce.', 'The lion is small.', False)
('The lion is fierce.', 'The lion is small.', False)
('The cat is lovely.', 'The cat is adorable.', False)
('The cat is lovely.', 'The cat is adorable.', False)
('The snake chases the cat.', 'The snake chases the cat.', True)
('The snake chases the cat.', 'The snake chases the cat.', True)
('The hamster is nice.', 'The hamster is kind.', False)
('The hamster is nice.', 'The hamster is kind.', False)
('The crocodile is tired.', 'The crocodile is fierce.', False)
('The crocodile is tired.', 'The crocodile is fierce.', False)
('The bear is strong.', 'The bear is beautiful.', False)
('The bear is strong.', 'The bear is beautiful.', False)
('The cat is adorable.', 'The cat is adorable.', True)
('The cat is adorable.', 'The cat is adorable.', True)
('The crocodile attacks the cat.', 'The crocodile attacks the cat.', True)
('The crocodile attacks the cat.', 'The crocodile attacks the cat.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The crocodile is boring.', 'The crocodile is rough.', False)
('The crocodile is boring.', 'The crocodile is rough.', False)
('The lion is strong.', 'The lion is awful.', False)
('The lion is strong.', 'The lion is awful.', False)
('The squirrel is lovely.', 'The squirrel is furry.', False)
('The squirrel is lovely.', 'The squirrel is furry.', False)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The crocodile chases the squirrel.', 'The crocodile chases the squirrel.', True)
('The rabbit is round.', 'The rabbit is kind.', False)
('The rabbit is round.', 'The rabbit is kind.', False)
('The tiger is boring.', 'The tiger is sleepy.', False)
('The tiger is boring.', 'The tiger is sleepy.', False)
('The leopard is obese.', 'The leopard is awful.', False)
('The leopard is obese.', 'The leopard is awful.', False)
('The hamster is small.', 'The hamster is kind.', False)
('The hamster is small.', 'The hamster is kind.', False)
('The tiger sees the hamster.', 'The tiger needs the rabbit.', False)
('The tiger sees the hamster.', 'The tiger needs the rabbit.', False)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The lion is reckless.', 'The lion is small.', False)
('The lion is reckless.', 'The lion is small.', False)
('The snake is big.', 'The hamster is small.', False)
('The snake is big.', 'The snake is big.', True)
('The hamster is beautiful.', 'The hamster is furry.', False)
('The hamster is beautiful.', 'The hamster is furry.', False)
('The lion chases the hamster.', 'The lion is rough.', False)
('The lion chases the hamster.', 'The lion is rough.', False)
('The dog is kind.', 'The dog is rough.', False)
('The dog is kind.', 'The dog is rough.', False)
('The bear is angry.', 'The bear is rough.', False)
('The bear is angry.', 'The bear is rough.', False)
('The lion is strong.', 'The lion is angry.', False)
('The lion is strong.', 'The lion is angry.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The bear chases the rabbit.', 'The bear is dull.', False)
('The bear chases the rabbit.', 'The bear is dull.', False)
('The squirrel is smart.', 'The bald eagle is smart.', False)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The cheetah is obese.', 'The cheetah is fierce.', False)
('The cheetah is obese.', 'The cheetah is fierce.', False)
('The dog is lovely.', 'The dog is cute.', False)
('The dog is lovely.', 'The dog is cute.', False)
('The bald eagle likes the dog.', 'The bald eagle chases the squirrel.', False)
('The bald eagle likes the dog.', 'The bald eagle chases the squirrel.', False)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The cheetah is angry.', 'The cheetah is obese.', False)
('The cheetah is angry.', 'The cheetah is obese.', False)
('The leopard is awful.', 'The leopard is angry.', False)
('The leopard is awful.', 'The leopard is angry.', False)
('The cat is beautiful.', 'The cat is quiet.', False)
('The cat is beautiful.', 'The cat is quiet.', False)
('The cheetah likes the cat.', 'The cheetah visits the squirrel.', False)
('The cheetah likes the cat.', 'The cheetah visits the squirrel.', False)
('The mouse is quiet.', 'The mouse is round.', False)
('The mouse is quiet.', 'The mouse is round.', False)
('The snake is angry.', 'The snake is rough.', False)
('The snake is angry.', 'The snake is rough.', False)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The cat is furry.', 'The cat is small.', False)
('The cat is furry.', 'The cat is small.', False)
('The snake visits the cat.', 'The snake is boring.', False)
('The snake visits the cat.', 'The snake is boring.', False)
('The rabbit is kind.', 'The rabbit is fierce.', False)
('The rabbit is kind.', 'The rabbit is fierce.', False)
('The bear is lazy.', 'The bear is angry.', False)
('The bear is lazy.', 'The bear is angry.', False)
('The lion is awful.', 'The lion is furry.', False)
('The lion is awful.', 'The lion is furry.', False)
('The dog is adorable.', 'The dog is funny.', False)
('The dog is adorable.', 'The dog is funny.', False)
('The bear needs the dog.', 'The bear needs the dog.', True)
('The bear needs the dog.', 'The bear needs the dog.', True)
('The dog is round.', 'The dog is quiet.', False)
('The dog is round.', 'The dog is dull.', False)
