('The squirrel is kind.', 'Fiona is bad.', False)
('The bear is awful.', 'Fiona is sad.', False)
('The hamster is cute.', 'is obese.', False)
('The hamster is cute.', 'Erin is obese.', False)
('The snake visits the hamster.', 'is visits.', False)
('The snake visits the hamster.', 'Erin is visits.', False)
('The rabbit is kind.', 'is clever.', False)
('The rabbit is kind.', 'is kind.', False)
('The dinosaur is boring.', 'Erin is fierce.', False)
('The dinosaur is boring.', 'Erin is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The hamster is lovely.', 'is fierce.', False)
('The hamster is lovely.', 'is clever.', False)
('The dinosaur sees the hamster.', 'Erin is fierce.', False)
('The dinosaur sees the hamster.', 'Erin is fierce.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The dinosaur is rough.', 'Erin is lazy.', False)
('The dinosaur is rough.', 'Erin is lazy.', False)
('The falcon is awful.', 'Fiona is fierce.', False)
('The falcon is awful.', 'Fiona is fierce.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The dinosaur needs the rabbit.', 'Erin is lazy.', False)
('The dinosaur needs the rabbit.', 'Erin is lazy.', False)
('The dog is smart.', 'Fiona is lazy.', False)
('The dog is smart.', 'Fiona is lazy.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The cheetah is heavy.', 'Erin is lazy.', False)
('The cheetah is heavy.', 'Erin is lazy.', False)
('The hamster is beautiful.', 'is fur.', False)
('The hamster is beautiful.', 'Erin is fur.', False)
('The falcon likes the hamster.', 'Fiona is lazy.', False)
('The falcon likes the hamster.', 'Fiona is lazy.', False)
('The squirrel is smart.', 'Fiona is kind.', False)
('The squirrel is smart.', 'Fiona is kind.', False)
('The snake is boring.', 'Erin is fierce.', False)
('The snake is boring.', 'Erin is fierce.', False)
('The dinosaur is heavy.', 'Erin is fierce.', False)
('The dinosaur is heavy.', 'Erin is fierce.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The snake sees the mouse.', 'Erin is lazy.', False)
('The snake sees the mouse.', 'Erin is lazy.', False)
('The rabbit is round.', 'is lazy.', False)
('The rabbit is round.', 'is lazy.', False)
('The bear is dull.', 'Erin is lazy.', False)
('The bear is dull.', 'Erin is lazy.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The hamster is furry.', 'is lazy.', False)
('The hamster is furry.', 'is lazy.', False)
('The bear attacks the hamster.', 'Erin is lazy.', False)
('The bear attacks the hamster.', 'Erin is lazy.', False)
('The squirrel is round.', 'Fiona is slow.', False)
('The squirrel is round.', 'Erin is slow.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The cheetah is heavy.', 'Erin is fierce.', False)
('The cheetah is heavy.', 'Erin is fierce.', False)
('The cat is cute.', 'Erin is slow.', False)
('The cat is cute.', 'Erin is slow.', False)
('The falcon visits the cat.', 'Fiona is high.', False)
('The falcon visits the cat.', 'Fiona is high.', False)
('The mouse is smart.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The lion is strong.', 'Erin is slow.', False)
('The lion is strong.', 'Erin is slow.', False)
('The hamster is lovely.', 'Erin is small.', False)
('The hamster is lovely.', 'Erin is small.', False)
('The crocodile likes the hamster.', 'Erin is visit visit is visit.', False)
('The crocodile likes the hamster.', 'Erin is visit visit is visit.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The falcon is rough.', 'Fiona is poor.', False)
('The falcon is rough.', 'Fiona is poor.', False)
('The leopard is big.', 'Charlie is strong.', False)
('The leopard is big.', 'Charlie is strong.', False)
('The squirrel is beautiful.', 'Fiona is poor.', False)
('The squirrel is beautiful.', 'Fiona is poor.', False)
('The falcon visits the squirrel.', 'Fiona is poor.', False)
('The falcon visits the squirrel.', 'Fiona is poor.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The rabbit is adorable.', 'Fiona is lazy.', False)
('The cheetah likes the rabbit.', 'Erin is obese.', False)
('The cheetah likes the rabbit.', 'Erin is obese.', False)
('The rabbit is smart.', 'is lazy.', False)
('The rabbit is smart.', 'Alan is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The leopard is strong.', 'Charlie is lazy.', False)
('The leopard is strong.', 'Charlie is lazy.', False)
('The squirrel is funny.', 'Fiona is lazy.', False)
('The squirrel is funny.', 'Fiona is lazy.', False)
('The wolf needs the squirrel.', 'Charlie is lazy.', False)
('The wolf needs the squirrel.', 'Charlie is lazy.', False)
('The squirrel is quiet.', 'is fur.', False)
('The squirrel is quiet.', 'Fiona is fur.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The cheetah attacks the hamster.', 'Erin is lazy.', False)
('The cheetah attacks the hamster.', 'Erin is lazy.', False)
('The rabbit is round.', 'is kind.', False)
('The rabbit is round.', 'is kind.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The bald eagle likes the mouse.', 'Charlie is lazy.', False)
('The bald eagle likes the mouse.', 'Charlie is obese.', False)
('The squirrel is kind.', 'Fiona is lazy.', False)
('The squirrel is kind.', 'Fiona is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The bear chases the dog.', 'Erin is obese.', False)
('The bear chases the dog.', 'Erin is obese.', False)
('The rabbit is nice.', 'Erin is lazy.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The lion is obese.', 'Erin is high.', False)
('The lion is obese.', 'Erin is high.', False)
('The hamster is cute.', 'is lazy.', False)
('The hamster is cute.', 'is lazy.', False)
('The cheetah visits the hamster.', 'Erin is high.', False)
('The cheetah visits the hamster.', 'Erin is high.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bear is rough.', 'Erin is obese.', False)
('The bear is rough.', 'Erin is obese.', False)
('The lion is awful.', 'Erin is obese.', False)
('The lion is awful.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The bear attacks the mouse.', 'Charlie is see strong.', False)
('The bear attacks the mouse.', 'Erin is strong.', False)
('The dog is round.', 'Fiona is slow.', False)
('The dog is round.', 'Fiona is slow.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The bear is fierce.', 'Charlie is high.', False)
('The bear is fierce.', 'Charlie is slow.', False)
('The mouse is beautiful.', 'Erin is high.', False)
('The mouse is beautiful.', 'Erin is high.', False)
('The leopard likes the mouse.', 'Charlie is high.', False)
('The leopard likes the mouse.', 'Charlie is fierce.', False)
('The dog is nice.', 'Fiona is quiet.', False)
('The dog is nice.', 'Fiona is quiet.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The crocodile is awful.', 'Cro is slow.', False)
('The crocodile is awful.', 'Cro is slow.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The dinosaur likes the squirrel.', 'Erin is slow.', False)
('The dinosaur likes the squirrel.', 'Erin is slow.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The falcon is dull.', 'Fiona is obese.', False)
('The falcon is dull.', 'Fiona is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The mouse is funny.', 'Erin is small.', False)
('The mouse is funny.', 'Erin is small.', False)
('The falcon chases the mouse.', 'Fiona is obese.', False)
('The falcon chases the mouse.', 'Fiona is obese.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The squirrel is smart.', 'Erin is lazy.', False)
('The bald eagle is angry.', 'Alan is lazy.', False)
('The bald eagle is angry.', 'Charlie is lazy.', False)
('The cheetah is fierce.', 'Erin is lazy.', False)
('The cheetah is fierce.', 'Erin is lazy.', False)
('The cat is funny.', 'Charlie is lazy.', False)
('The cat is funny.', 'Charlie is lazy.', False)
('The bald eagle visits the cat.', 'Alan is high.', False)
('The bald eagle visits the cat.', 'Charlie is fierce.', False)
('The dog is round.', 'Fiona is slow.', False)
('The dog is round.', 'Fiona is slow.', False)
('The tiger is boring.', 'Erin is slow.', False)
('The tiger is boring.', 'Erin is slow.', False)
('The bald eagle is obese.', 'Alan is obese.', False)
('The bald eagle is obese.', 'Alan is obese.', False)
('The rabbit is beautiful.', 'Alan is slow.', False)
('The rabbit is beautiful.', 'Alan is slow.', False)
('The tiger needs the rabbit.', 'Erin is attack.', False)
('The tiger needs the rabbit.', 'Erin is attack.', False)
('The cat is round.', 'Erin is quiet.', False)
('The cat is round.', 'Alan is quiet.', False)
('The falcon is slow.', 'Fiona is rough.', False)
('The falcon is slow.', 'Fiona is rough.', False)
('The lion is heavy.', 'Erin is bad.', False)
('The lion is heavy.', 'Erin is bad.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The falcon chases the hamster.', 'Fiona is chase.', False)
('The squirrel is round.', 'Fiona is smart.', False)
('The squirrel is round.', 'Fiona is smart.', False)
('The bear is slow.', 'Fiona is slow.', False)
('The bear is slow.', 'Fiona is slow.', False)
('The lion is awful.', 'Erin is slow.', False)
('The lion is awful.', 'Erin is slow.', False)
('The hamster is cute.', 'is smart.', False)
('The hamster is cute.', 'is smart.', False)
('The bear needs the hamster.', 'Charlie is strong.', False)
('The bear needs the hamster.', 'Charlie is strong.', False)
('The dog is quiet.', 'Fiona is slow.', False)
('The dog is quiet.', 'Fiona is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The snake is awful.', 'is fierce.', False)
('The snake is awful.', 'S is fierce.', False)
('The squirrel is funny.', 'Fiona is kind.', False)
('The squirrel is funny.', 'Fiona is kind.', False)
('The tiger attacks the squirrel.', 'Erin is high.', False)
('The tiger attacks the squirrel.', 'Erin is high.', False)
('The cat is round.', 'Erin is clever.', False)
('The cat is round.', 'Erin is clever.', False)
('The snake is angry.', 'Erin is bad.', False)
('The snake is angry.', 'Erin is bad.', False)
('The tiger is awful.', 'Erin is fierce.', False)
('The tiger is awful.', 'Erin is fierce.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The snake likes the mouse.', 'is fierce.', False)
('The snake likes the mouse.', 'Erin is fierce.', False)
('The squirrel is nice.', 'Fiona is slow.', False)
('The squirrel is nice.', 'Fiona is slow.', False)
('The snake is sleepy.', 'Erin is slow.', False)
('The snake is sleepy.', 'Erin is slow.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The tiger is strong.', 'Erin is strong.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The snake likes the dog.', 'Erin is slow.', False)
('The snake likes the dog.', 'Erin is slow.', False)
('The hamster is nice.', 'is fur.', False)
('The hamster is nice.', 'is fur.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The dinosaur is awful.', 'Erin is lazy.', False)
('The dinosaur is awful.', 'Erin is lazy.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The lion chases the dog.', 'Erin is lazy.', False)
('The lion chases the dog.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is lazy.', False)
('The crocodile is slow.', 'Erin is lazy.', False)
('The crocodile is slow.', 'Erin is lazy.', False)
('The bald eagle is strong.', 'Alan is lazy.', False)
('The bald eagle is strong.', 'Charlie is lazy.', False)
('The squirrel is small.', 'Fiona is lazy.', False)
('The squirrel is small.', 'Fiona is lazy.', False)
('The crocodile visits the squirrel.', 'Erin is visits.', False)
('The crocodile visits the squirrel.', 'Cro is visits.', False)
('The hamster is quiet.', 'is slow.', False)
('The hamster is quiet.', 'Erin is slow.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The leopard is angry.', 'Charlie is slow.', False)
('The tiger is strong.', 'Erin is sad.', False)
('The tiger is strong.', 'Erin is sad.', False)
('The rabbit is funny.', 'Fiona is slow.', False)
('The rabbit is funny.', 'Fiona is slow.', False)
('The leopard visits the rabbit.', 'Charlie is high.', False)
('The leopard visits the rabbit.', 'Charlie is high.', False)
('The mouse is quiet.', 'Erin is obese.', False)
('The mouse is quiet.', 'Erin is nice.', False)
('The crocodile is angry.', 'Cro is slow.', False)
('The crocodile is angry.', 'Cro is slow.', False)
('The wolf is obese.', 'Charlie is fierce.', False)
('The wolf is obese.', 'Charlie is fierce.', False)
('The squirrel is beautiful.', 'Fiona is obese.', False)
('The squirrel is beautiful.', 'Fiona is obese.', False)
('The crocodile needs the squirrel.', 'Cro is sad.', False)
('The crocodile needs the squirrel.', 'Cro is lazy.', False)
('The mouse is smart.', 'Erin is obese.', False)
('The mouse is smart.', 'Erin is kind.', False)
('The dinosaur is angry.', 'Erin is fierce.', False)
('The dinosaur is angry.', 'Erin is fierce.', False)
('The lion is fierce.', 'Fiona is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The dinosaur chases the rabbit.', 'Erin is fierce.', False)
('The dinosaur chases the rabbit.', 'Erin is fierce.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The bald eagle is sleepy.', 'Erin is fierce.', False)
('The bald eagle is sleepy.', 'Erin is fierce.', False)
('The snake is obese.', 'is fierce.', False)
('The snake is obese.', 'is fierce.', False)
('The dog is lovely.', 'Fiona is nice.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The bald eagle sees the dog.', 'Charlie is fierce.', False)
('The bald eagle sees the dog.', 'Erin is fierce.', False)
('The mouse is round.', 'Erin is   kind.', False)
('The mouse is round.', 'Erin is  kind.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The leopard is obese.', 'Charlie is high.', False)
('The leopard is obese.', 'Charlie is high.', False)
('The squirrel is adorable.', 'Fiona is obese.', False)
('The squirrel is adorable.', 'Fiona is obese.', False)
('The wolf sees the squirrel.', 'Charlie is high.', False)
('The wolf sees the squirrel.', 'Charlie is high.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The dinosaur is rough.', 'Erin is lazy.', False)
('The dinosaur is rough.', 'Erin is lazy.', False)
('The leopard is fierce.', 'Charlie is high.', False)
('The leopard is fierce.', 'Charlie is high.', False)
('The mouse is small.', 'Erin is clever.', False)
('The mouse is small.', 'Erin is small.', False)
('The dinosaur attacks the mouse.', 'Erin is high.', False)
('The dinosaur attacks the mouse.', 'Erin is high.', False)
('The rabbit is nice.', 'Fiona is obese.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The hamster is lovely.', 'is kind.', False)
('The hamster is lovely.', 'is kind.', False)
('The bald eagle likes the hamster.', 'Charlie is visits visits visits visits visits high.', False)
('The bald eagle likes the hamster.', 'Charlie is visits visits visits visits visits visits visits high.', False)
('The hamster is kind.', 'is lazy.', False)
('The hamster is kind.', 'is lazy.', False)
('The snake is slow.', 'is slow.', False)
('The snake is slow.', 'is slow.', False)
('The lion is strong.', 'Erin is slow.', False)
('The lion is strong.', 'Erin is slow.', False)
('The squirrel is lovely.', 'Fiona is lazy.', False)
('The squirrel is lovely.', 'S is lazy.', False)
('The snake sees the squirrel.', 'is attack.', False)
('The snake sees the squirrel.', 'is attack.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Cat is kind.', False)
('The tiger is tired.', 'Erin is poor.', False)
('The tiger is tired.', 'Erin is slow.', False)
('The dinosaur is big.', 'Erin is obese.', False)
('The dinosaur is big.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is poor.', False)
('The mouse is cute.', 'Erin is rough.', False)
('The tiger visits the mouse.', 'Erin is obese.', False)
('The tiger visits the mouse.', 'Erin is obese.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The bear is fierce.', 'Erin is bad.', False)
('The bear is fierce.', 'Erin is lazy.', False)
('The hamster is lovely.', 'is kind.', False)
('The hamster is lovely.', 'is kind.', False)
('The falcon chases the hamster.', 'Fiona is high.', False)
('The falcon chases the hamster.', 'Fiona is high.', False)
('The squirrel is round.', 'Fiona is slow.', False)
('The squirrel is round.', 'Fiona is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The crocodile is strong.', 'Cro is fierce.', False)
('The crocodile is strong.', 'Cro is fierce.', False)
('The mouse is adorable.', 'Erin is slow.', False)
('The mouse is adorable.', 'Erin is slow.', False)
('The falcon visits the mouse.', 'Fiona is slow.', False)
('The falcon visits the mouse.', 'Fiona is slow.', False)
('The cat is round.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is lazy.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The bear is fierce.', 'Erin is lazy.', False)
('The bear is fierce.', 'Erin is lazy.', False)
('The squirrel is lovely.', 'Fiona is lazy.', False)
('The squirrel is lovely.', 'Fiona is lazy.', False)
('The falcon needs the squirrel.', 'Fiona is heavy.', False)
('The falcon needs the squirrel.', 'Fiona is heavy.', False)
('The hamster is kind.', 'is fur.', False)
('The hamster is kind.', 'Erin is fur.', False)
('The tiger is sleepy.', 'Erin is fierce.', False)
('The tiger is sleepy.', 'Erin is fierce.', False)
('The wolf is awful.', 'Charlie is fierce.', False)
('The wolf is awful.', 'Charlie is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The tiger attacks the mouse.', 'Erin is fierce.', False)
('The tiger attacks the mouse.', 'Erin is fierce.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The squirrel is cute.', 'Fiona is kind.', False)
('The squirrel is cute.', 'Fiona is kind.', False)
('The lion attacks the squirrel.', 'Fiona is slow.', False)
('The lion attacks the squirrel.', 'Erin is slow.', False)
('The squirrel is nice.', 'Fiona is lazy.', False)
('The squirrel is nice.', 'Fiona is lazy.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The wolf is strong.', 'is lazy.', False)
('The wolf is strong.', 'is lazy.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The falcon visits the dog.', 'Fiona is lazy.', False)
('The falcon visits the dog.', 'Fiona is lazy.', False)
('The squirrel is round.', 'Fiona is obese.', False)
('The squirrel is round.', 'Fiona is smart.', False)
('The snake is dull.', 'Erin is obese.', False)
('The snake is dull.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is obese.', False)
('The mouse is funny.', 'Erin is obese.', False)
('The mouse is funny.', 'Erin is obese.', False)
('The snake attacks the mouse.', 'Erin is obese.', False)
('The snake attacks the mouse.', 'Erin is obese.', False)
('The cat is smart.', 'Erin is slow.', False)
('The cat is smart.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The dinosaur is obese.', 'Erin is slow.', False)
('The dinosaur is obese.', 'Erin is high.', False)
('The hamster is furry.', 'Erin is sad.', False)
('The hamster is furry.', 'Erin is sad.', False)
('The lion sees the hamster.', 'Erin is slow.', False)
('The lion sees the hamster.', 'Erin is slow.', False)
('The mouse is quiet.', 'Erin is fur.', False)
('The mouse is quiet.', 'Erin is fur.', False)
('The bald eagle is tired.', 'Alan is obese.', False)
('The bald eagle is tired.', 'Alan is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The hamster is furry.', 'is obese.', False)
('The hamster is furry.', 'is obese.', False)
('The bald eagle visits the hamster.', 'Alan is obese.', False)
('The bald eagle visits the hamster.', 'Charlie is obese.', False)
('The squirrel is quiet.', 'is   people is   people is     i', False)
('The squirrel is quiet.', 'Fiona is clever.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The bear is strong.', 'Erin is lazy.', False)
('The bear is strong.', 'Erin is lazy.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The cheetah chases the rabbit.', 'Erin is slow.', False)
('The cheetah chases the rabbit.', 'Erin is slow.', False)
('The dog is round.', 'Fiona is kind.', False)
('The dog is round.', 'Fiona is kind.', False)
('The bear is angry.', 'Erin is obese.', False)
('The bear is angry.', 'Erin is obese.', False)
('The leopard is awful.', 'Charlie is obese.', False)
('The leopard is awful.', 'Charlie is big.', False)
('The rabbit is furry.', 'Fiona is   people is     is    and and', False)
('The rabbit is furry.', 'Fiona is  kind.', False)
('The bear chases the rabbit.', 'Erin is chase.', False)
('The bear chases the rabbit.', 'Erin is chase.', False)
('The hamster is nice.', 'is lazy.', False)
('The hamster is nice.', 'Erin is lazy.', False)
('The bear is rough.', 'Erin is lazy.', False)
('The bear is rough.', 'Erin is lazy.', False)
('The wolf is awful.', 'is lazy.', False)
('The wolf is awful.', 'is lazy.', False)
('The rabbit is lovely.', 'Fiona is lazy.', False)
('The rabbit is lovely.', 'Fiona is lazy.', False)
('The bear visits the rabbit.', 'Erin is strong.', False)
('The bear visits the rabbit.', 'Erin is strong.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The dog is smart.', 'Erin is kind.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The lion is awful.', 'Erin is strong.', False)
('The lion is awful.', 'Erin is strong.', False)
('The hamster is funny.', 'is sad.', False)
('The hamster is funny.', 'Erin is sad.', False)
('The leopard needs the hamster.', 'Charlie is poor.', False)
('The leopard needs the hamster.', 'Charlie is poor.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Erin is lazy.', False)
('The tiger is big.', 'Erin is lazy.', False)
('The tiger is big.', 'Erin is lazy.', False)
('The cat is cute.', 'Erin is lazy.', False)
('The cat is cute.', 'Erin is smart.', False)
('The leopard visits the cat.', 'Charlie is strong.', False)
('The leopard visits the cat.', 'Charlie is strong.', False)
('The cat is round.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is lazy.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The bear is big.', 'Charlie is obese.', False)
('The bear is big.', 'Erin is obese.', False)
('The mouse is small.', 'Erin is lazy.', False)
('The mouse is small.', 'Erin is lazy.', False)
('The lion attacks the mouse.', 'Erin is bad.', False)
('The lion attacks the mouse.', 'Erin is bad.', False)
('The rabbit is nice.', 'Fiona is kind.', False)
('The rabbit is nice.', 'Fiona is kind.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The wolf is strong.', 'Fiona is sad.', False)
('The wolf is strong.', 'Charlie is sad.', False)
('The cat is small.', 'Erin is lazy.', False)
('The cat is small.', 'Erin is lazy.', False)
('The dinosaur attacks the cat.', 'Erin is strong.', False)
('The dinosaur attacks the cat.', 'Erin is strong.', False)
('The squirrel is nice.', 'Fiona is fierce.', False)
('The squirrel is nice.', 'Fiona is fierce.', False)
('The crocodile is dull.', 'Erin is fierce.', False)
('The crocodile is dull.', 'Erin is fierce.', False)
('The snake is obese.', 'is fierce.', False)
('The snake is obese.', 'is fierce.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The crocodile chases the mouse.', 'Erin is high.', False)
('The crocodile chases the mouse.', 'Cro is high.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The rabbit is adorable.', 'Alan is kind.', False)
('The rabbit is adorable.', 'is kind.', False)
('The wolf chases the rabbit.', 'Charlie is slow.', False)
('The wolf chases the rabbit.', 'Charlie is high.', False)
('The hamster is smart.', 'is kind.', False)
('The hamster is smart.', 'is kind.', False)
('The snake is angry.', 'is sad.', False)
('The snake is angry.', 'is obese.', False)
('The falcon is awful.', 'Fiona is sad.', False)
('The falcon is awful.', 'Fiona is sad.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The dog is beautiful.', 'Fiona is kind.', False)
('The snake likes the dog.', 'is visits visits visits visits visits visits visits visits visits visits  is visits visits visits visits vi', False)
('The snake likes the dog.', 'Erin is visits visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The mouse is smart.', 'Erin is strong.', False)
('The mouse is smart.', 'Erin is people is people is people.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The hamster is adorable.', 'is fierce.', False)
('The hamster is adorable.', 'is fierce.', False)
('The bald eagle needs the hamster.', 'Alan is strong.', False)
('The bald eagle needs the hamster.', 'Alan is strong.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The lion is tired.', 'Erin is fierce.', False)
('The lion is tired.', 'Erin is fierce.', False)
('The bald eagle is fierce.', 'Alan is fierce.', False)
