('Fiona is strong.', 'The fion is strong.', False)
('Alan is clever.', 'The cat is quiet.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Dave is high.', 'The bald eagle is big.', False)
('Dave is high.', 'The bald eagle is big.', False)
('Harry is tiny.', 'The Harry is thin.', False)
('Harry is tiny.', 'The Harry is thin.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Charlie is kind.', 'The lion is smart.', False)
('Erin is bad.', 'The erin is bad.', False)
('Erin is bad.', 'The er is bad.', False)
('Bob is big.', 'The cat is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Erin is thin.', 'The erin is small.', False)
('Erin is thin.', 'The erin is small.', False)
('Dave is smart.', 'The dinosaur is wealthy.', False)
('Dave is smart.', 'The dinosaur is wealthy.', False)
('Fiona is poor.', 'The lion is bad.', False)
('Fiona is poor.', 'The lion is bad.', False)
('Alan is huge.', 'The cat is big.', False)
('Alan is huge.', 'The cat is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The lion is small.', False)
('Dave is nice.', 'The dog is quiet.', False)
('Dave is nice.', 'The dog is quiet.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is poor.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Anne is heavy.', 'The anneagle is heavy.', False)
('Charlie is short.', 'The lion is small.', False)
('Charlie is short.', 'The lion is small.', False)
('Erin is wealthy.', 'The er is kind.', False)
('Erin is wealthy.', 'The er is kind.', False)
('Alan is poor.', 'The cat is poor.', False)
('Alan is poor.', 'The cat is poor.', False)
('Charlie is big.', 'The lion is big.', False)
('Charlie is big.', 'The lion is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Anne is smart.', 'The snake is smart.', False)
('Anne is smart.', 'The snake is smart.', False)
('Dave is bad.', 'The snake is bad.', False)
('Dave is bad.', 'The lion is bad.', False)
('Dave is high.', 'The snake is big.', False)
('Dave is high.', 'The snake is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The fion is small.', False)
('Alan is kind.', 'The lion is kind.', False)
('Alan is kind.', 'The lion is kind.', False)
('Bob is sad.', 'The lion is sad.', False)
('Bob is sad.', 'The lion is sad.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Harry is small.', 'The Harry is thin.', False)
('Harry is small.', 'The Harry is thin.', False)
('Bob is nice.', 'The cat is smart.', False)
('Bob is nice.', 'The cat is smart.', False)
('Gary is imperfect.', 'The bald eagle is bad.', False)
('Gary is imperfect.', 'The bald eagle is bad.', False)
('Alan is huge.', 'The Alan is heavy.', False)
('Alan is huge.', 'The Alan is heavy.', False)
('Erin is tiny.', 'The er is small.', False)
('Erin is tiny.', 'The er is small.', False)
('Bob is clever.', 'The cat is smart.', False)
('Bob is clever.', 'The cat is smart.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Erin is tiny.', 'The erin is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Harry is kind.', 'The lion is nice.', False)
('Harry is kind.', 'The Harry is nice.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Erin is thin.', 'The erin is thin.', False)
('Erin is thin.', 'The erin is thin.', False)
('Gary is clever.', 'The bald eagle is quiet.', False)
('Gary is clever.', 'The bald eagle is quiet.', False)
('Anne is dull.', 'The bald eagle is rough.', False)
('Anne is dull.', 'The bald eagle is rough.', False)
('Anne is strong.', 'The snake is strong.', False)
('Anne is strong.', 'The snake is strong.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Dave is short.', 'The bald eagle is small.', False)
('Gary is clever.', 'The bald eagle is clever.', False)
('Gary is clever.', 'The bald eagle is clever.', False)
('Bob is rough.', 'The dog is bad.', False)
('Bob is rough.', 'The dog is bad.', False)
('Charlie is huge.', 'The bald eagle is big.', False)
('Charlie is huge.', 'The bald eagle is big.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Harry is smart.', 'The Harry is quiet.', False)
('Harry is smart.', 'The Harry is quiet.', False)
('Erin is dull.', 'The erin is sad.', False)
('Erin is dull.', 'The erin is sad.', False)
('Bob is big.', 'The cat is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Fiona is smart.', 'The fion is wealthy.', False)
('Fiona is smart.', 'The filion is wealthy.', False)
('Anne is rough.', 'The cat is rough.', False)
('Anne is rough.', 'The cat is rough.', False)
('Anne is strong.', 'The snake is strong.', False)
('Anne is strong.', 'The anneagle is strong.', False)
('Erin is small.', 'The er is small.', False)
('Erin is small.', 'The er is small.', False)
('Dave is smart.', 'The dog is nice.', False)
('Dave is smart.', 'The dog is nice.', False)
('Charlie is imperfect.', 'The dog is poor.', False)
('Charlie is imperfect.', 'The dog is poor.', False)
('Bob is huge.', 'The bob is strong.', False)
('Bob is huge.', 'The bob is strong.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The fion is small.', False)
('Anne is smart.', 'The snake is smart.', False)
('Anne is smart.', 'The snake is smart.', False)
('Erin is bad.', 'The er is imperfect.', False)
('Erin is bad.', 'The er is imperfect.', False)
('Bob is high.', 'The cat is strong.', False)
('Bob is high.', 'The bob is strong.', False)
('Alan is small.', 'The cat is small.', False)
('Alan is small.', 'The cat is small.', False)
('Erin is nice.', 'The er is nice.', False)
('Erin is nice.', 'The er is nice.', False)
('Anne is dull.', 'The snake is poor.', False)
('Anne is dull.', 'The snake is poor.', False)
('Alan is big.', 'The cat is big.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Bob is tiny.', 'The bob is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Erin is kind.', 'The erin is kind.', False)
('Erin is kind.', 'The erin is kind.', False)
('Fiona is sad.', 'The lion is bad.', False)
('Fiona is sad.', 'The lion is bad.', False)
('Bob is strong.', 'The bob is high.', False)
('Bob is strong.', 'The bob is high.', False)
('Erin is thin.', 'The erin is small.', False)
('Erin is thin.', 'The erin is small.', False)
('Fiona is quiet.', 'The lion is wealthy.', False)
('Fiona is quiet.', 'The lion is wealthy.', False)
('Charlie is dull.', 'The cat is poor.', False)
('Charlie is dull.', 'The cat is poor.', False)
('Gary is heavy.', 'The bald eagle is big.', False)
('Gary is heavy.', 'The bald eagle is big.', False)
('Dave is short.', 'The dog is short.', False)
('Dave is short.', 'The dog is short.', False)
('Bob is clever.', 'The bob is smart.', False)
('Bob is clever.', 'The bob is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Harry is little.', 'The lion is small.', False)
('Harry is little.', 'The lion is small.', False)
('Anne is nice.', 'The snake is nice.', False)
('Anne is nice.', 'The snake is nice.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Harry is high.', 'The lion is high.', False)
('Harry is high.', 'The Harry is high.', False)
('Erin is little.', 'The erin is small.', False)
('Erin is little.', 'The erin is small.', False)
('Alan is kind.', 'The bald eagle is smart.', False)
('Alan is kind.', 'The bald eagle is smart.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Erin is thin.', 'The erin is thin.', False)
('Erin is thin.', 'The erin is thin.', False)
('Harry is wealthy.', 'The lion is kind.', False)
('Harry is wealthy.', 'The lion is kind.', False)
('Alan is rough.', 'The bald eagle is rough.', False)
('Alan is rough.', 'The bald eagle is rough.', False)
('Anne is high.', 'The bald eagle is heavy.', False)
('Anne is high.', 'The bald eagle is heavy.', False)
('Alan is tiny.', 'The cat is small.', False)
('Alan is tiny.', 'The cat is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Bob is dull.', 'The bob is bad.', False)
('Bob is dull.', 'The bob is bad.', False)
('Anne is big.', 'The snake is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Bob is nice.', 'The dog is smart.', False)
('Bob is nice.', 'The dog is smart.', False)
('Alan is dull.', 'The a person is rough.', False)
('Alan is dull.', 'The person is rough.', False)
('Bob is strong.', 'The lion is strong.', False)
('Bob is strong.', 'The lion is strong.', False)
('Harry is thin.', 'The lion is thin.', False)
('Harry is thin.', 'The Harry is small.', False)
('Erin is nice.', 'The er is wealthy.', False)
('Erin is nice.', 'The er is wealthy.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Anne is short.', 'The a person is small.', False)
('Anne is short.', 'The a person is small.', False)
('Bob is smart.', 'The cat is smart.', False)
('Bob is smart.', 'The cat is smart.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The er is big.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The anneagle is small.', False)
('Dave is quiet.', 'The bald eagle is clever.', False)
('Dave is quiet.', 'The bald eagle is clever.', False)
('Bob is imperfect.', 'The bald eagle is sad.', False)
('Bob is imperfect.', 'The bald eagle is sad.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Dave is thin.', 'The dog is small.', False)
('Dave is thin.', 'The dog is small.', False)
('Fiona is quiet.', 'The lion is clever.', False)
('Fiona is quiet.', 'The lion is clever.', False)
('Charlie is sad.', 'The squirrel is imperfect.', False)
('Charlie is sad.', 'The squirrel is imperfect.', False)
('Fiona is huge.', 'The lion is high.', False)
('Fiona is huge.', 'The lion is high.', False)
('Bob is short.', 'The bob is small.', False)
('Bob is short.', 'The bob is small.', False)
('Charlie is quiet.', 'The cat is nice.', False)
('Charlie is quiet.', 'The cat is nice.', False)
('Dave is sad.', 'The dog is sad.', False)
('Dave is sad.', 'The dog is sad.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Charlie is thin.', 'The cat is small.', False)
('Charlie is thin.', 'The cat is small.', False)
('Alan is wealthy.', 'The cat is smart.', False)
('Alan is wealthy.', 'The bald eagle is smart.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Dave is huge.', 'The dinosaur is strong.', False)
('Dave is huge.', 'The bald eagle is strong.', False)
('Anne is short.', 'The rabbit is short.', False)
('Anne is short.', 'The rabbit is short.', False)
('Alan is clever.', 'The Alan is wealthy.', False)
('Alan is clever.', 'The Alan is wealthy.', False)
('Erin is rough.', 'The erin is rough.', False)
('Erin is rough.', 'The erin is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Charlie is little.', 'The cat is small.', False)
('Charlie is little.', 'The cat is small.', False)
('Bob is smart.', 'The cat is wealthy.', False)
('Bob is smart.', 'The cat is wealthy.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Gary is imperfect.', 'The Gary is imperfect.', False)
('Bob is heavy.', 'The dog is heavy.', False)
('Bob is heavy.', 'The bald eagle is big.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Anne is quiet.', 'The snake is kind.', False)
('Anne is quiet.', 'The snake is kind.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Harry is high.', 'The  Harry is big.', False)
('Harry is high.', 'The Harry is big.', False)
('Dave is tiny.', 'The dinosaur is small.', False)
('Dave is tiny.', 'The bald eagle is small.', False)
('Erin is clever.', 'The erin is nice.', False)
('Erin is clever.', 'The erin is nice.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Charlie is strong.', 'The a person is strong.', False)
('Charlie is strong.', 'The a person is strong.', False)
('Erin is little.', 'The erin is small.', False)
('Erin is little.', 'The erin is small.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Harry is imperfect.', 'The Harry is rough.', False)
('Harry is imperfect.', 'The Harry is rough.', False)
('Harry is heavy.', 'The lion is strong.', False)
('Harry is heavy.', 'The lion is strong.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Gary is wealthy.', 'The lion is wealthy.', False)
('Gary is wealthy.', 'The lion is wealthy.', False)
('Alan is sad.', 'The lion is bad.', False)
('Alan is sad.', 'The lion is bad.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Bob is small.', 'The bald eagle is small.', False)
('Gary is wealthy.', 'The people is smart.', False)
('Gary is wealthy.', 'The dog is smart.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is rough.', False)
('Harry is heavy.', 'The  Harry is heavy.', False)
('Harry is heavy.', 'The  Harry is heavy.', False)
('Charlie is thin.', 'The cheetah is small.', False)
('Charlie is thin.', 'The lion is small.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Anne is imperfect.', 'The cat is rough.', False)
('Anne is imperfect.', 'The cat is rough.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Alan is little.', 'The Alan is thin.', False)
('Alan is little.', 'The Alan is thin.', False)
('Dave is kind.', 'The dog is person.', False)
('Dave is kind.', 'The dog is person.', False)
('Gary is bad.', 'The bald eagle is sad.', False)
('Gary is bad.', 'The bald eagle is sad.', False)
('Anne is high.', 'The cat is strong.', False)
('Anne is high.', 'The anne is strong.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Alan is kind.', 'The cat is funny.', False)
('Alan is kind.', 'The cat is funny.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The er is strong.', False)
('Alan is short.', 'The cat is small.', False)
('Alan is short.', 'The cat is small.', False)
('Anne is kind.', 'The bald eagle is nice.', False)
('Anne is kind.', 'The bald eagle is nice.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Alan is big.', 'The bald eagle is big.', False)
('Dave is tiny.', 'The dog is small.', False)
('Dave is tiny.', 'The dog is small.', False)
('Gary is clever.', 'The bald eagle is wealthy.', False)
('Gary is clever.', 'The bald eagle is wealthy.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Charlie is poor.', 'The cat is poor.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Fiona is short.', 'The fion is small.', False)
('Fiona is short.', 'The fion is small.', False)
('Bob is kind.', 'The bob is smart.', False)
('Bob is kind.', 'The bob is smart.', False)
('Dave is bad.', 'The snake is bad.', False)
('Dave is bad.', 'The dog is bad.', False)
('Bob is high.', 'The bald eagle is heavy.', False)
('Bob is high.', 'The bald eagle is heavy.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Dave is wealthy.', 'The dog is wealthy.', False)
('Dave is wealthy.', 'The dog is wealthy.', False)
('Erin is bad.', 'The er is bad.', False)
('Erin is bad.', 'The erin is bad.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Erin is short.', 'The er is short.', False)
('Erin is short.', 'The er is short.', False)
('Bob is wealthy.', 'The cat is nice.', False)
('Bob is wealthy.', 'The cat is nice.', False)
('Dave is poor.', 'The dinosaur is rough.', False)
('Dave is poor.', 'The dinosaur is rough.', False)
('Charlie is high.', 'The squirrel is big.', False)
('Charlie is high.', 'The squirrel is big.', False)
('Dave is little.', 'The Dave is short.', False)
('Dave is little.', 'The Dave is short.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Gary is clever.', 'The bald eagle is smart.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The anneagle is small.', False)
('Dave is nice.', 'The dog is wealthy.', False)
('Dave is nice.', 'The bald eagle is wealthy.', False)
('Bob is bad.', 'The bald eagle is imperfect.', False)
('Bob is bad.', 'The bald eagle is imperfect.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is kind.', 'The lion is quiet.', False)
('Fiona is kind.', 'The lion is quiet.', False)
('Dave is bad.', 'The bald eagle is bad.', False)
('Dave is bad.', 'The bald eagle is bad.', False)
('Bob is strong.', 'The bob is strong.', False)
('Bob is strong.', 'The bob is strong.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The lion is small.', False)
('Harry is kind.', 'The lion is clever.', False)
('Harry is kind.', 'The lion is clever.', False)
('Erin is imperfect.', 'The er is sad.', False)
('Erin is imperfect.', 'The er is sad.', False)
('Erin is huge.', 'The er is heavy.', False)
('Erin is huge.', 'The er is heavy.', False)
('Dave is little.', 'The dog is small.', False)
('Dave is little.', 'The dog is small.', False)
('Harry is clever.', 'The Harry is wealthy.', False)
('Harry is clever.', 'The Harry is wealthy.', False)
('Bob is sad.', 'The cat is rough.', False)
('Bob is sad.', 'The cat is rough.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The dog is poor.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Erin is small.', 'The erin is thin.', False)
('Erin is small.', 'The erin is thin.', False)
('Alan is kind.', 'The cat is kind.', False)
('Alan is kind.', 'The cat is kind.', False)
('Dave is imperfect.', 'The bald eagle is bad.', False)
('Dave is imperfect.', 'The bald eagle is bad.', False)
('Erin is strong.', 'The bald eagle is big.', False)
('Erin is strong.', 'The bald eagle is big.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The cat is kind.', False)
('Dave is rough.', 'The dinosaur is rough.', False)
('Dave is rough.', 'The dinosaur is rough.', False)
('Anne is high.', 'The cat is strong.', False)
('Anne is high.', 'The cat is strong.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Bob is smart.', 'The cat is quiet.', False)
('Bob is smart.', 'The cat is quiet.', False)
('Charlie is rough.', 'The cat is sad.', False)
('Charlie is rough.', 'The cat is sad.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Bob is small.', 'The bob is small.', False)
('Bob is small.', 'The bob is small.', False)
('Erin is kind.', 'The erin is clever.', False)
('Erin is kind.', 'The erin is clever.', False)
('Dave is sad.', 'The Dave is poor.', False)
('Dave is sad.', 'The Dave is poor.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Harry is huge.', 'The lion is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The fion is small.', False)
('Gary is nice.', 'The Gary is quiet.', False)
('Gary is nice.', 'The Gary is quiet.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Harry is huge.', 'The Harry is heavy.', False)
('Harry is huge.', 'The Harry is heavy.', False)
('Charlie is little.', 'The cat is small.', False)
('Charlie is little.', 'The cat is small.', False)
('Erin is quiet.', 'The erin is smart.', False)
('Erin is quiet.', 'The erin is smart.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The fion is poor.', False)
('Dave is high.', 'The dog is heavy.', False)
('Dave is high.', 'The dog is heavy.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Charlie is quiet.', 'The lion is kind.', False)
('Charlie is quiet.', 'The lion is kind.', False)
('Alan is bad.', 'The bald eagle is bad.', False)
('Alan is bad.', 'The bald eagle is bad.', False)
('Bob is heavy.', 'The cat is big.', False)
('Bob is heavy.', 'The bald eagle is heavy.', False)
('Harry is thin.', 'The cat is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Charlie is quiet.', 'The cat is kind.', False)
('Charlie is quiet.', 'The cat is kind.', False)
('Anne is dull.', 'The cat is poor.', False)
('Anne is dull.', 'The snake is poor.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Charlie is short.', 'The cat is thin.', False)
('Charlie is short.', 'The lion is short.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is thin.', 'The snake is small.', False)
('Anne is thin.', 'The snake is small.', False)
('Harry is smart.', 'The Harry is wealthy.', False)
('Harry is smart.', 'The Harry is wealthy.', False)
('Dave is imperfect.', 'The dog is rough.', False)
('Dave is imperfect.', 'The dog is rough.', False)
('Fiona is strong.', 'The lion is heavy.', False)
('Fiona is strong.', 'The lion is heavy.', False)
('Erin is small.', 'The bald eagle is short.', False)
('Erin is small.', 'The er is short.', False)
('Anne is clever.', 'The snake is wealthy.', False)
('Anne is clever.', 'The snake is wealthy.', False)
('Dave is poor.', 'The dog is poor.', False)
('Dave is poor.', 'The dog is poor.', False)
('Harry is heavy.', 'The  Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Fiona is short.', 'The filion is small.', False)
('Fiona is short.', 'The filion is small.', False)
('Dave is clever.', 'The bald eagle is quiet.', False)
('Dave is clever.', 'The bald eagle is quiet.', False)
('Alan is sad.', 'The cat is rough.', False)
('Alan is sad.', 'The cat is rough.', False)
('Erin is high.', 'The erin is big.', False)
('Erin is high.', 'The erin is big.', False)
('Harry is little.', 'The  Harry is small.', False)
('Harry is little.', 'The  Harry is small.', False)
('Anne is clever.', 'The bald eagle is clever.', False)
('Anne is clever.', 'The bald eagle is clever.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The cat is small.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Bob is imperfect.', 'The bob is bad.', False)
('Bob is imperfect.', 'The bald eagle is bad.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bob is big.', False)
('Charlie is tiny.', 'The lion is small.', False)
('Charlie is tiny.', 'The lion is small.', False)
('Harry is kind.', 'The lion is smart.', False)
('Harry is kind.', 'The h is smart.', False)
('Gary is imperfect.', 'The a person is sad.', False)
('Gary is imperfect.', 'The a person is sad.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Charlie is smart.', 'The cat is smart.', False)
('Charlie is smart.', 'The cat is smart.', False)
('Dave is dull.', 'The dinosaur is imperfect.', False)
('Dave is dull.', 'The dinosaur is imperfect.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Dave is small.', 'The Dave is thin.', False)
('Dave is small.', 'The Dave is thin.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Charlie is sad.', 'The dog is sad.', False)
('Charlie is sad.', 'The dog is sad.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Anne is wealthy.', 'The snake is quiet.', False)
('Anne is wealthy.', 'The bald eagle is quiet.', False)
('Alan is sad.', 'The cat is poor.', False)
('Alan is sad.', 'The cat is poor.', False)
('Bob is huge.', 'The lion is big.', False)
('Bob is huge.', 'The lion is big.', False)
('Dave is little.', 'The lion is small.', False)
('Dave is little.', 'The dog is small.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Fiona is imperfect.', 'The lion is rough.', False)
('Fiona is imperfect.', 'The lion is rough.', False)
('Fiona is heavy.', 'The lion is big.', False)
('Fiona is heavy.', 'The lion is big.', False)
('Bob is thin.', 'The bob is thin.', False)
('Bob is thin.', 'The bob is thin.', False)
('Dave is wealthy.', 'The squirrel is quiet.', False)
('Dave is wealthy.', 'The bald eagle is quiet.', False)
('Anne is imperfect.', 'The snake is poor.', False)
('Anne is imperfect.', 'The snake is poor.', False)
('Anne is strong.', 'The anne is strong.', False)
('Anne is strong.', 'The anne is strong.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Bob is clever.', 'The cat is kind.', False)
('Bob is clever.', 'The cat is kind.', False)
('Fiona is poor.', 'The fion is poor.', False)
('Fiona is poor.', 'The fion is poor.', False)
('Erin is strong.', 'The erin is strong.', False)
('Erin is strong.', 'The erin is strong.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Alan is tiny.', 'The bald eagle is small.', False)
('Gary is kind.', 'The bald eagle is smart.', False)
('Gary is kind.', 'The bald eagle is smart.', False)
('Bob is poor.', 'The bald eagle is poor.', False)
('Bob is poor.', 'The bald eagle is poor.', False)
('Harry is high.', 'The Harry is strong.', False)
('Harry is high.', 'The Harry is strong.', False)
('Bob is short.', 'The person is small.', False)
('Bob is short.', 'The person is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Erin is poor.', 'The er is poor.', False)
('Erin is poor.', 'The er is poor.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Bob is little.', 'The bald eagle is thin.', False)
('Bob is little.', 'The bald eagle is thin.', False)
('Alan is nice.', 'The bald eagle is wealthy.', False)
('Alan is nice.', 'The bald eagle is wealthy.', False)
('Erin is rough.', 'The erin is imperfect.', False)
('Erin is rough.', 'The erin is imperfect.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is thin.', False)
('Charlie is nice.', 'The cat is smart.', False)
