('Fiona is high.', 'Fiona is high.', True)
('Erin is huge.', 'Erin is high.', False)
('Gary is tiny.', 'Gary is thin.', False)
('Gary is tiny.', 'Gary is little.', False)
('Fiona is clever.', 'Fiona is quiet.', False)
('Fiona is clever.', 'Fiona is quiet.', False)
('Alan is poor.', 'Alan is poor.', True)
('Alan is poor.', 'Alan is poor.', True)
('Alan is strong.', 'Alan is high.', False)
('Alan is strong.', 'Alan is high.', False)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Harry is kind.', 'Harry is quiet.', False)
('Harry is kind.', 'Harry is quiet.', False)
('Charlie is bad.', 'Charlie is rough.', False)
('Charlie is bad.', 'Charlie is rough.', False)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Charlie is small.', 'Charlie is little.', False)
('Charlie is small.', 'Charlie is little.', False)
('Bob is quiet.', 'Bob is smart.', False)
('Bob is quiet.', 'Bob is smart.', False)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Dave is big.', 'Dave is high.', False)
('Dave is big.', 'Dave is high.', False)
('Harry is tiny.', 'Harry is thin.', False)
('Harry is tiny.', 'Harry is thin.', False)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Erin is dull.', 'Erin is sad.', False)
('Erin is dull.', 'Erin is sad.', False)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Dave is smart.', 'Dave is quiet.', False)
('Dave is smart.', 'Dave is quiet.', False)
('Erin is imperfect.', 'Erin is rough.', False)
('Erin is imperfect.', 'Erin is rough.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Anne is small.', 'Anne is little.', False)
('Anne is small.', 'Anne is little.', False)
('Alan is wealthy.', 'Alan is kind.', False)
('Alan is wealthy.', 'Alan is kind.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Gary is high.', 'Gary is heavy.', False)
('Gary is high.', 'Gary is heavy.', False)
('Dave is tiny.', 'Dave is little.', False)
('Dave is tiny.', 'Dave is little.', False)
('Charlie is smart.', 'Charlie is quiet.', False)
('Charlie is smart.', 'Charlie is quiet.', False)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Fiona is kind.', 'Fiona is quiet.', False)
('Fiona is kind.', 'Fiona is quiet.', False)
('Harry is dull.', 'Harry is poor.', False)
('Harry is dull.', 'Harry is poor.', False)
('Alan is huge.', 'Alan is heavy.', False)
('Alan is huge.', 'Alan is heavy.', False)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Charlie is clever.', 'Charlie is wealthy.', False)
('Charlie is clever.', 'Charlie is wealthy.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Alan is short.', 'Alan is thin.', False)
('Alan is short.', 'Alan is short.', True)
('Bob is nice.', 'Bob is wealthy.', False)
('Bob is nice.', 'Bob is wealthy.', False)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Gary is short.', 'Gary is short.', True)
('Gary is short.', 'Gary is short.', True)
('Erin is smart.', 'Erin is sad.', False)
('Erin is smart.', 'Erin is sad.', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Charlie is huge.', 'Charlie is heavy.', False)
('Charlie is huge.', 'Charlie is heavy.', False)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Fiona is smart.', 'Fiona is kind.', False)
('Fiona is smart.', 'Fiona is kind.', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Erin is big.', 'Erin is heavy.', False)
('Erin is big.', 'Erin is heavy.', False)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Gary is poor.', 'Gary is poor.', True)
('Gary is poor.', 'Gary is poor.', True)
('Fiona is heavy.', 'Fiona is high.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Harry is small.', 'Harry is thin.', False)
('Harry is small.', 'Harry is thin.', False)
('Gary is quiet.', 'Gary is quiet.', True)
('Gary is quiet.', 'Gary is quiet.', True)
('Bob is imperfect.', 'Bob is poor.', False)
('Bob is imperfect.', 'Bob is poor.', False)
('Alan is high.', 'Alan is heavy.', False)
('Alan is high.', 'Alan is heavy.', False)
('Anne is little.', 'Anne is thin.', False)
('Anne is little.', 'Anne is thin.', False)
('Dave is kind.', 'Dave is quiet.', False)
('Dave is kind.', 'Dave is quiet.', False)
('Fiona is sad.', 'Fiona is poor.', False)
('Fiona is sad.', 'Fiona is poor.', False)
('Fiona is huge.', 'Fiona is big.', False)
('Fiona is huge.', 'Fiona is big.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Charlie is smart.', 'Charlie is quiet.', False)
('Charlie is smart.', 'Charlie is quiet.', False)
('Erin is bad.', 'Erin is imperfect.', False)
('Erin is bad.', 'Erin is imperfect.', False)
('Anne is heavy.', 'Anne is heavy.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Bob is quiet.', 'Bob is wealthy.', False)
('Bob is quiet.', 'Bob is quiet.', True)
('Harry is bad.', 'Harry is rough.', False)
('Harry is bad.', 'Harry is rough.', False)
('Bob is heavy.', 'Bob is high.', False)
('Bob is heavy.', 'Bob is high.', False)
('Anne is little.', 'Anne is thin.', False)
('Anne is little.', 'Anne is thin.', False)
('Charlie is nice.', 'Charlie is quiet.', False)
('Charlie is nice.', 'Charlie is quiet.', False)
('Alan is dull.', 'Alan is bad.', False)
('Alan is dull.', 'Alan is bad.', False)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Anne is little.', 'Anne is thin.', False)
('Anne is little.', 'Anne is thin.', False)
('Dave is wealthy.', 'Dave is quiet.', False)
('Dave is wealthy.', 'Dave is quiet.', False)
('Gary is dull.', 'Gary is Harry is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Gary is dull.', 'Gary is Harry is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Charlie is high.', 'Charlie is strong.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Bob is little.', 'Bob is small.', False)
('Bob is little.', 'Bob is small.', False)
('Erin is nice.', 'Erin is wealthy.', False)
('Erin is nice.', 'Erin is wealthy.', False)
('Dave is imperfect.', 'Dave is rough.', False)
('Dave is imperfect.', 'Dave is rough.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Gary is quiet.', 'Gary is smart.', False)
('Gary is quiet.', 'Gary is quiet.', True)
('Bob is dull.', 'Bob is bad.', False)
('Bob is dull.', 'Bob is bad.', False)
('Dave is high.', 'Dave is high.', True)
('Dave is high.', 'Dave is high.', True)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Charlie is kind.', 'Charlie is smart.', False)
('Charlie is kind.', 'Charlie is smart.', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is dull.', 'Harry is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Gary is tiny.', 'Gary is little.', False)
('Gary is tiny.', 'Gary is little.', False)
('Fiona is wealthy.', 'Fiona is quiet.', False)
('Fiona is wealthy.', 'Fiona is quiet.', False)
('Alan is bad.', 'Alan is rough.', False)
('Alan is bad.', 'Alan is rough.', False)
('Alan is big.', 'Alan is heavy.', False)
('Alan is big.', 'Alan is heavy.', False)
('Erin is short.', 'Erin is short.', True)
('Erin is short.', 'Erin is short.', True)
('Harry is wealthy.', 'Harry is quiet.', False)
('Harry is wealthy.', 'Harry is quiet.', False)
('Anne is dull.', 'Anne is poor.', False)
('Anne is dull.', 'Anne is sad.', False)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Erin is short.', 'Erin is thin.', False)
('Erin is short.', 'Erin is little.', False)
('Dave is clever.', 'Dave is wealthy.', False)
('Dave is clever.', 'Dave is wealthy.', False)
('Harry is dull.', 'Harry is poor.', False)
('Harry is dull.', 'Harry is poor.', False)
('Erin is big.', 'Erin is high.', False)
('Erin is big.', 'Erin is high.', False)
('Bob is short.', 'Bob is little.', False)
('Bob is short.', 'Bob is little.', False)
('Anne is kind.', 'Anne is quiet.', False)
('Anne is kind.', 'Anne is quiet.', False)
('Harry is sad.', 'Harry is poor.', False)
('Harry is sad.', 'Harry is poor.', False)
('Harry is high.', 'Harry is high.', True)
('Harry is high.', 'Harry is high.', True)
('Alan is little.', 'Alan is thin.', False)
('Alan is little.', 'Alan is thin.', False)
('Anne is wealthy.', 'Anne is quiet.', False)
('Anne is wealthy.', 'Anne is quiet.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Dave is big.', 'Dave is high.', False)
('Dave is big.', 'Dave is high.', False)
('Anne is tiny.', 'Anne is little.', False)
('Anne is tiny.', 'Anne is little.', False)
('Erin is kind.', 'Erin is quiet.', False)
('Erin is kind.', 'Erin is quiet.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Dave is big.', 'Dave is heavy.', False)
('Dave is big.', 'Dave is heavy.', False)
('Erin is tiny.', 'Erin is thin.', False)
('Erin is tiny.', 'Erin is thin.', False)
('Bob is clever.', 'Bob is quiet.', False)
('Bob is clever.', 'Bob is quiet.', False)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Bob is heavy.', 'Bob is high.', False)
('Bob is heavy.', 'Bob is high.', False)
('Charlie is short.', 'Charlie is little.', False)
('Charlie is short.', 'Charlie is little.', False)
('Fiona is clever.', 'Fiona is smart.', False)
('Fiona is clever.', 'Fiona is smart.', False)
('Dave is bad.', 'Dave is bad.', True)
('Dave is bad.', 'Dave is bad.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Anne is sad.', 'Anne is rough.', False)
('Anne is sad.', 'Anne is rough.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Erin is little.', 'Erin is little.', True)
('Erin is little.', 'Erin is little.', True)
('Fiona is wealthy.', 'Fiona is quiet.', False)
('Fiona is wealthy.', 'Fiona is quiet.', False)
('Alan is dull.', 'Alan is poor.', False)
('Alan is dull.', 'Alan is poor.', False)
('Harry is big.', 'Harry is high.', False)
('Harry is big.', 'Harry is high.', False)
('Charlie is little.', 'Charlie is thin.', False)
('Charlie is little.', 'Charlie is little.', True)
('Alan is smart.', 'Alan is quiet.', False)
('Alan is smart.', 'Alan is quiet.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Harry is heavy.', 'Harry is high.', False)
('Harry is heavy.', 'Harry is high.', False)
('Alan is short.', 'Alan is little.', False)
('Alan is short.', 'Alan is little.', False)
('Fiona is kind.', 'Fiona is quiet.', False)
('Fiona is kind.', 'Fiona is quiet.', False)
('Anne is imperfect.', 'Anne is sad.', False)
('Anne is imperfect.', 'Anne is sad.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Fiona is big.', 'Fiona is heavy.', False)
('Harry is tiny.', 'Harry is little.', False)
('Harry is tiny.', 'Harry is little.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Anne is dull.', 'Anne is imperfect.', False)
('Anne is dull.', 'Anne is imperfect.', False)
('Dave is high.', 'Dave is high.', True)
('Dave is high.', 'Dave is high.', True)
('Anne is tiny.', 'Anne is little.', False)
('Anne is tiny.', 'Anne is little.', False)
('Charlie is nice.', 'Charlie is kind.', False)
('Charlie is nice.', 'Charlie is kind.', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is dull.', 'Harry is sad.', False)
('Gary is huge.', 'Gary is strong.', False)
('Gary is huge.', 'Gary is strong.', False)
('Anne is little.', 'Anne is little.', True)
('Anne is little.', 'Anne is small.', False)
('Erin is smart.', 'Erin is nice.', False)
('Erin is smart.', 'Erin is nice.', False)
('Bob is imperfect.', 'Bob is rough.', False)
('Bob is imperfect.', 'Bob is rough.', False)
('Alan is huge.', 'Alan is strong.', False)
('Alan is huge.', 'Alan is strong.', False)
('Dave is short.', 'Dave is short.', True)
('Dave is short.', 'Dave is short.', True)
('Anne is smart.', 'Anne is nice.', False)
('Anne is smart.', 'Anne is quiet.', False)
('Harry is rough.', 'Harry is poor.', False)
('Harry is rough.', 'Harry is poor.', False)
('Erin is heavy.', 'Erin is heavy.', True)
('Erin is heavy.', 'Erin is heavy.', True)
('Harry is short.', 'Harry is short.', True)
('Harry is short.', 'Harry is short.', True)
('Gary is clever.', 'Gary is nice.', False)
('Gary is clever.', 'Gary is nice.', False)
('Bob is rough.', 'Bob is imperfect.', False)
('Bob is rough.', 'Bob is imperfect.', False)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Harry is little.', 'Harry is thin.', False)
('Harry is little.', 'Harry is thin.', False)
('Anne is quiet.', 'Anne is quiet.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Erin is dull.', 'Erin is rough.', False)
('Erin is dull.', 'Erin is rough.', False)
('Erin is big.', 'Erin is big.', True)
('Erin is big.', 'Erin is big.', True)
('Harry is little.', 'Harry is small.', False)
('Harry is little.', 'Harry is small.', False)
('Charlie is kind.', 'Charlie is wealthy.', False)
('Charlie is kind.', 'Charlie is wealthy.', False)
('Dave is sad.', 'Dave is poor.', False)
('Dave is sad.', 'Dave is poor.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is small.', 'Erin is little.', False)
('Erin is small.', 'Erin is little.', False)
('Anne is wealthy.', 'Anne is smart.', False)
('Anne is wealthy.', 'Anne is smart.', False)
('Charlie is poor.', 'Charlie is Alan is sad.', False)
('Charlie is poor.', 'Charlie is Alan is Alan is Alan is Alan is Alan is Alan is Alan is Alan is ', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Anne is clever.', 'Anne is kind.', False)
('Anne is clever.', 'Anne is kind.', False)
('Erin is dull.', 'Erin is imperfect.', False)
('Erin is dull.', 'Erin is imperfect.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Erin is small.', 'Erin is thin.', False)
('Erin is small.', 'Erin is thin.', False)
('Alan is clever.', 'Alan is wealthy.', False)
('Alan is clever.', 'Alan is sad.', False)
('Bob is imperfect.', 'Bob is poor.', False)
('Bob is imperfect.', 'Bob is poor.', False)
('Harry is big.', 'Harry is heavy.', False)
('Harry is big.', 'Harry is heavy.', False)
('Dave is small.', 'Dave is thin.', False)
('Dave is small.', 'Dave is thin.', False)
('Gary is smart.', 'Gary is kind.', False)
('Gary is smart.', 'Gary is quiet.', False)
('Alan is dull.', 'Alan is Harry is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Alan is dull.', 'Alan is Harry is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Bob is small.', 'Bob is small.', True)
('Bob is small.', 'Bob is small.', True)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Harry is dull.', 'Harry is imperfect.', False)
('Harry is dull.', 'Harry is imperfect.', False)
('Gary is high.', 'Gary is strong.', False)
('Gary is high.', 'Gary is strong.', False)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Fiona is smart.', 'Fiona is kind.', False)
('Fiona is smart.', 'Fiona is kind.', False)
('Erin is bad.', 'Erin is rough.', False)
('Erin is bad.', 'Erin is rough.', False)
('Charlie is high.', 'Charlie is high.', True)
('Charlie is high.', 'Charlie is high.', True)
('Erin is small.', 'Erin is thin.', False)
('Erin is small.', 'Erin is thin.', False)
('Gary is clever.', 'Gary is quiet.', False)
('Gary is clever.', 'Gary is quiet.', False)
('Bob is sad.', 'Bob is bad.', False)
('Bob is sad.', 'Bob is bad.', False)
('Bob is huge.', 'Bob is big.', False)
('Bob is huge.', 'Bob is heavy.', False)
('Charlie is short.', 'Charlie is thin.', False)
('Charlie is short.', 'Charlie is thin.', False)
('Fiona is nice.', 'Fiona is wealthy.', False)
('Fiona is nice.', 'Fiona is wealthy.', False)
('Harry is sad.', 'Harry is bad.', False)
('Harry is sad.', 'Harry is bad.', False)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is heavy.', False)
('Dave is short.', 'Dave is thin.', False)
('Dave is short.', 'Dave is thin.', False)
('Erin is quiet.', 'Erin is quiet.', True)
('Erin is quiet.', 'Erin is quiet.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Gary is big.', 'Gary is high.', False)
('Gary is big.', 'Gary is high.', False)
('Dave is small.', 'Dave is little.', False)
('Dave is small.', 'Dave is little.', False)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Bob is sad.', 'Bob is poor.', False)
('Bob is sad.', 'Bob is poor.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Charlie is little.', 'Charlie is little.', True)
('Charlie is little.', 'Charlie is little.', True)
('Dave is wealthy.', 'Dave is sad.', False)
('Dave is wealthy.', 'Dave is sad.', False)
('Anne is rough.', 'Anne is imperfect.', False)
('Anne is rough.', 'Anne is imperfect.', False)
('Alan is high.', 'Alan is strong.', False)
('Alan is high.', 'Alan is strong.', False)
('Charlie is tiny.', 'Charlie is little.', False)
('Charlie is tiny.', 'Charlie is little.', False)
('Fiona is smart.', 'Fiona is nice.', False)
('Fiona is smart.', 'Fiona is nice.', False)
('Harry is poor.', 'Harry is sad.', False)
('Harry is poor.', 'Harry is sad.', False)
('Alan is high.', 'Alan is high.', True)
('Alan is high.', 'Alan is high.', True)
('Charlie is small.', 'Charlie is thin.', False)
('Charlie is small.', 'Charlie is thin.', False)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Gary is sad.', 'Gary is sad.', True)
('Gary is sad.', 'Gary is sad.', True)
('Fiona is high.', 'Fiona is high.', True)
('Fiona is high.', 'Fiona is high.', True)
('Gary is little.', 'Gary is thin.', False)
('Gary is little.', 'Gary is thin.', False)
('Harry is nice.', 'Harry is smart.', False)
('Harry is nice.', 'Harry is smart.', False)
('Anne is imperfect.', 'Anne is poor.', False)
('Anne is imperfect.', 'Anne is poor.', False)
('Fiona is big.', 'Fiona is big.', True)
('Fiona is big.', 'Fiona is heavy.', False)
('Bob is little.', 'Bob is little.', True)
('Bob is little.', 'Bob is little.', True)
('Erin is kind.', 'Erin is wealthy.', False)
('Erin is kind.', 'Erin is wealthy.', False)
('Charlie is bad.', 'Charlie is rough.', False)
('Charlie is bad.', 'Charlie is rough.', False)
('Harry is huge.', 'Harry is high.', False)
('Harry is huge.', 'Harry is high.', False)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Dave is nice.', 'Dave is quiet.', False)
('Dave is nice.', 'Dave is quiet.', False)
('Alan is sad.', 'Alan is poor.', False)
('Alan is sad.', 'Alan is poor.', False)
('Alan is huge.', 'Alan is high.', False)
('Alan is huge.', 'Alan is high.', False)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Anne is smart.', 'Anne is quiet.', False)
('Anne is smart.', 'Anne is quiet.', False)
('Erin is imperfect.', 'Erin is poor.', False)
('Erin is imperfect.', 'Erin is poor.', False)
('Gary is high.', 'Gary is high.', True)
('Gary is high.', 'Gary is high.', True)
('Bob is tiny.', 'Bob is thin.', False)
('Bob is tiny.', 'Bob is thin.', False)
('Alan is kind.', 'Alan is quiet.', False)
('Alan is kind.', 'Alan is quiet.', False)
('Anne is imperfect.', 'Anne is sad.', False)
('Anne is imperfect.', 'Anne is poor.', False)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is strong.', False)
('Gary is small.', 'Gary is thin.', False)
('Gary is small.', 'Gary is thin.', False)
('Charlie is nice.', 'Charlie is wealthy.', False)
('Charlie is nice.', 'Charlie is wealthy.', False)
('Fiona is poor.', 'Fiona is bad.', False)
('Fiona is poor.', 'Fiona is bad.', False)
('Erin is heavy.', 'Erin is high.', False)
('Erin is heavy.', 'Erin is high.', False)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Anne is quiet.', 'Anne is quiet.', True)
('Alan is rough.', 'Alan is imperfect.', False)
('Alan is rough.', 'Alan is imperfect.', False)
('Bob is huge.', 'Bob is big.', False)
('Bob is huge.', 'Bob is big.', False)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Harry is nice.', 'Harry is quiet.', False)
('Harry is nice.', 'Harry is quiet.', False)
('Fiona is rough.', 'Fiona is bad.', False)
('Fiona is rough.', 'Fiona is bad.', False)
('Anne is huge.', 'Anne is strong.', False)
('Anne is huge.', 'Anne is strong.', False)
('Dave is tiny.', 'Dave is little.', False)
('Dave is tiny.', 'Dave is little.', False)
('Erin is wealthy.', 'Erin is smart.', False)
('Erin is wealthy.', 'Erin is smart.', False)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Gary is wealthy.', 'Gary is smart.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Erin is dull.', 'Erin is sad.', False)
('Erin is dull.', 'Erin is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Anne is nice.', 'Anne is smart.', False)
('Anne is nice.', 'Anne is smart.', False)
('Erin is rough.', 'Erin is poor.', False)
('Erin is rough.', 'Erin is poor.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is heavy.', False)
('Harry is small.', 'Harry is little.', False)
('Harry is small.', 'Harry is little.', False)
('Bob is wealthy.', 'Bob is wealthy.', True)
('Bob is wealthy.', 'Bob is wealthy.', True)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Dave is big.', 'Dave is heavy.', False)
('Dave is big.', 'Dave is heavy.', False)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Alan is poor.', 'Alan is sad.', False)
('Alan is poor.', 'Alan is sad.', False)
('Gary is heavy.', 'Gary is heavy.', True)
('Gary is heavy.', 'Gary is heavy.', True)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Dave is kind.', 'Dave is nice.', False)
('Dave is kind.', 'Dave is nice.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Dave is strong.', 'Dave is strong.', True)
('Dave is strong.', 'Dave is strong.', True)
('Harry is short.', 'Harry is small.', False)
('Harry is short.', 'Harry is small.', False)
('Fiona is smart.', 'Fiona is kind.', False)
('Fiona is smart.', 'Fiona is kind.', False)
('Alan is poor.', 'Alan is poor.', True)
('Alan is poor.', 'Alan is poor.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Anne is short.', 'Anne is little.', False)
('Anne is short.', 'Anne is little.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Dave is dull.', 'Dave is sad.', False)
('Dave is dull.', 'Dave is sad.', False)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Alan is little.', 'Alan is short.', False)
('Alan is little.', 'Alan is short.', False)
('Dave is smart.', 'Dave is nice.', False)
('Dave is smart.', 'Dave is quiet.', False)
('Fiona is imperfect.', 'Fiona is poor.', False)
('Fiona is imperfect.', 'Fiona is poor.', False)
('Harry is huge.', 'Harry is high.', False)
('Harry is huge.', 'Harry is high.', False)
('Anne is small.', 'Anne is little.', False)
('Anne is small.', 'Anne is little.', False)
('Alan is kind.', 'Alan is smart.', False)
('Alan is kind.', 'Alan is smart.', False)
('Fiona is rough.', 'Fiona is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Fiona is rough.', 'Fiona is Harry is Harry is Harry is Harry is Harry is Harry is Harry is H', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Alan is small.', 'Alan is short.', False)
('Alan is small.', 'Alan is short.', False)
('Erin is kind.', 'Erin is nice.', False)
('Erin is kind.', 'Erin is nice.', False)
('Bob is dull.', 'Bob is imperfect.', False)
('Bob is dull.', 'Bob is poor.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Dave is tiny.', 'Dave is thin.', False)
('Dave is tiny.', 'Dave is thin.', False)
('Anne is smart.', 'Anne is quiet.', False)
('Anne is smart.', 'Anne is quiet.', False)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Charlie is high.', 'Charlie is heavy.', False)
('Charlie is high.', 'Charlie is heavy.', False)
('Fiona is little.', 'Fiona is little.', True)
('Fiona is little.', 'Fiona is little.', True)
('Harry is wealthy.', 'Harry is nice.', False)
('Harry is wealthy.', 'Harry is nice.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Harry is huge.', 'Harry is heavy.', False)
('Fiona is small.', 'Fiona is short.', False)
('Fiona is small.', 'Fiona is short.', False)
('Charlie is smart.', 'Charlie is quiet.', False)
('Charlie is smart.', 'Charlie is quiet.', False)
('Bob is imperfect.', 'Bob is rough.', False)
('Bob is imperfect.', 'Bob is rough.', False)
('Anne is heavy.', 'Anne is high.', False)
('Anne is heavy.', 'Anne is high.', False)
('Charlie is tiny.', 'Charlie is little.', False)
