('Fiona is high.', 'The lion is strong.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Dave is poor.', 'The Dave is dull.', False)
('Dave is poor.', 'The Dave is slow.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The lion is small.', False)
('Erin is wealthy.', 'The bald eagle is nice.', False)
('Erin is wealthy.', 'The bear is nice.', False)
('Harry is imperfect.', 'The bald eagle is awful.', False)
('Harry is imperfect.', 'The bald eagle is awful.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Erin is clever.', 'The bald eagle is nice.', False)
('Erin is clever.', 'The bald eagle is nice.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Erin is huge.', 'The bear is tiger is strong.', False)
('Erin is huge.', 'The bald eagle is eagle is strong.', False)
('Gary is tiny.', 'The bald eagle is poor.', False)
('Gary is tiny.', 'The bald eagle is poor.', False)
('Fiona is clever.', 'The falcon is smart.', False)
('Fiona is clever.', 'The falcon is smart.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is thin.', 'The bald eagle is small.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Harry is kind.', 'The bald eagle is strong.', False)
('Harry is kind.', 'The bald eagle is strong.', False)
('Charlie is bad.', 'The Charlie is rough.', False)
('Charlie is bad.', 'The Charlie is rough.', False)
('Erin is strong.', 'The bald eagle sees the hamster.', False)
('Erin is strong.', 'The bald eagle sees the hamster.', False)
('Charlie is small.', 'The Charlie is Charlie.', False)
('Charlie is small.', 'The Charlie is Charlie.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Gary is poor.', 'The bald eagle is dull.', False)
('Gary is poor.', 'The bald eagle is dull.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Bob is thin.', 'The bear is small.', False)
('Bob is thin.', 'The bear is small.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Erin is imperfect.', 'The bear is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Anne is small.', 'The Anne is small.', False)
('Anne is small.', 'The Anne is small.', False)
('Alan is wealthy.', 'The Alan is quiet.', False)
('Alan is wealthy.', 'The Alan is quiet.', False)
('Erin is poor.', 'The bald eagle is rough.', False)
('Erin is poor.', 'The bald eagle is rough.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Dave is tiny.', 'The Dave is Dave.', False)
('Dave is tiny.', 'The Dave is Dave.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Bob is thin.', 'The bear is Bob.', False)
('Bob is thin.', 'The bear is Bob.', False)
('Fiona is kind.', 'The Ficon is nice.', False)
('Fiona is kind.', 'The Ficon is nice.', False)
('Harry is dull.', 'The bald eagle is dull.', False)
('Harry is dull.', 'The bald eagle is dull.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Fiona is little.', 'The lion is dull.', False)
('Fiona is little.', 'The lion is dull.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Alan is short.', 'The Alan is lovely.', False)
('Alan is short.', 'The Alan is lovely.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Anne is poor.', 'The Anne is rough.', False)
('Anne is poor.', 'The Anne is slow.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is sad.', False)
('Gary is short.', 'The bald eagle is strong.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is strong.', False)
('Alan is little.', 'The Alan is Alan.', False)
('Alan is little.', 'The Alan is small.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Fiona is little.', 'The lion is slow.', False)
('Fiona is little.', 'The lion is slow.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Gary is poor.', 'The bald eagle is strong.', False)
('Gary is poor.', 'The bald eagle is strong.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Bob is imperfect.', 'The Bob is sad.', False)
('Bob is imperfect.', 'The Bob is sad.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The bald eagle is strong.', False)
('Anne is little.', 'The anneagle is small.', False)
('Anne is little.', 'The anneagle is small.', False)
('Dave is kind.', 'The Dave is smart.', False)
('Dave is kind.', 'The Dave is smart.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Harry is small.', 'The bald eagle is strong.', False)
('Harry is small.', 'The bald eagle is strong.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Erin is bad.', 'The bald eagle is strong.', False)
('Erin is bad.', 'The bald eagle is strong.', False)
('Anne is heavy.', 'The Anne is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Anne is little.', 'The anneagle is small.', False)
('Anne is little.', 'The anneagle is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Anne is little.', 'The Anne is small.', False)
('Anne is little.', 'The Anne is small.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Gary is dull.', 'The Gary is slow.', False)
('Gary is dull.', 'The Gary is slow.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Bob is little.', 'The Bob is Bob.', False)
('Bob is little.', 'The Bob is Bob.', False)
('Erin is nice.', 'The bald eagle is strong.', False)
('Erin is nice.', 'The bald eagle is strong.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Erin is thin.', 'The bald eagle is thin.', False)
('Erin is thin.', 'The bald eagle is thin.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Fiona is little.', 'The lion is Ficon is Ficon is Ficon is Ficon.', False)
('Fiona is little.', 'The lion is small.', False)
('Charlie is kind.', 'The Charlie is smart.', False)
('Charlie is kind.', 'The Charlie is smart.', False)
('Harry is dull.', 'The bald eagle is strong.', False)
('Harry is dull.', 'The bald eagle is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Gary is tiny.', 'The bald eagle is eagle is eagl', False)
('Gary is tiny.', 'The bald eagle is eagle is eagl', False)
('Fiona is wealthy.', 'The Ficon is smart.', False)
('Fiona is wealthy.', 'The falcon is smart.', False)
('Alan is bad.', 'The Alan is rough.', False)
('Alan is bad.', 'The Alan is rough.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is strong.', False)
('Erin is short.', 'The bald eagle is strong.', False)
('Erin is short.', 'The bald eagle is strong.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Erin is short.', 'The bald eagle is strong.', False)
('Erin is short.', 'The bald eagle is strong.', False)
('Dave is clever.', 'The Dave is dull.', False)
('Dave is clever.', 'The Dave is bald eagle is strong.', False)
('Harry is dull.', 'The bald eagle is dull.', False)
('Harry is dull.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Bob is short.', 'Thebob isbob.', False)
('Bob is short.', 'Thebob isbob.', False)
('Anne is kind.', 'The Anne is the anne.', False)
('Anne is kind.', 'The Anne is anne.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Alan is little.', 'The Alan is lovely.', False)
('Alan is little.', 'The Alan is the Alan.', False)
('Anne is wealthy.', 'The Anne is smart.', False)
('Anne is wealthy.', 'The Anne is smart.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Anne is tiny.', 'The Anne is lovely.', False)
('Anne is tiny.', 'The Anne is small.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Erin is tiny.', 'The bald eagle is sad.', False)
('Erin is tiny.', 'The bald eagle is sad.', False)
('Bob is clever.', 'The Bob is nice.', False)
('Bob is clever.', 'The Bob is nice.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Charlie is short.', 'The Charlie is funny.', False)
('Charlie is short.', 'The Charlie is funny.', False)
('Fiona is clever.', 'The Ficon is nice.', False)
('Fiona is clever.', 'The falcon is nice.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is beautiful.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Anne is sad.', 'The Anne is sad.', False)
('Anne is sad.', 'The Anne is sad.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Harry is huge.', 'The bald eagle is eagle sees the hams', False)
('Erin is little.', 'The bald eagle is dull.', False)
('Erin is little.', 'The bald eagle is dull.', False)
('Fiona is wealthy.', 'The falcon is smart.', False)
('Fiona is wealthy.', 'The falcon is smart.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Charlie is little.', 'The Charlie is Charlie.', False)
('Charlie is little.', 'The Charlie is Charlie.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Erin is poor.', 'The bald eagle is rough.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Fiona is kind.', 'The Ficon is nice.', False)
('Fiona is kind.', 'The Ficon is nice.', False)
('Anne is imperfect.', 'The Anne is rough.', False)
('Anne is imperfect.', 'The Anne is rough.', False)
('Fiona is big.', 'The lion is strong.', False)
('Fiona is big.', 'The lion is strong.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Harry is tiny.', 'The bald eagle is strong.', False)
('Erin is wealthy.', 'The bald eagle is smart.', False)
('Erin is wealthy.', 'The bald eagle is strong.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Anne is tiny.', 'The Anne is small.', False)
('Anne is tiny.', 'The anneagle is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Harry is dull.', 'The bald eagle is dull.', False)
('Harry is dull.', 'The bald eagle is dull.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Anne is little.', 'The anneagle is small.', False)
('Anne is little.', 'The anneagle is small.', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Anne is smart.', 'The Anne is nice.', False)
('Anne is smart.', 'The Anne is nice.', False)
('Harry is rough.', 'The bald eagle is rough.', False)
('Harry is rough.', 'The bald eagle is rough.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Harry is short.', 'The bald eagle is rough.', False)
('Harry is short.', 'The bald eagle is rough.', False)
('Gary is clever.', 'The Gary is nice.', False)
('Gary is clever.', 'The Gary is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Harry is little.', 'The bald eagle is small.', False)
('Harry is little.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Erin is dull.', 'The bear is sad.', False)
('Erin is dull.', 'The bear is sad.', False)
('Erin is big.', 'The bald eagle is eagle is strong.', False)
('Erin is big.', 'The bald eagle is eagle is eagl', False)
('Harry is little.', 'The bald eagle is strong.', False)
('Harry is little.', 'The bald eagle is strong.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Erin is small.', 'The bald eagle is strong.', False)
('Erin is small.', 'The bald eagle is strong.', False)
('Anne is wealthy.', 'The Anne is nice.', False)
('Anne is wealthy.', 'The Anne is nice.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is poor.', 'The Charlie is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Anne is clever.', 'The Anne is nice.', False)
('Anne is clever.', 'The Anne is nice.', False)
('Erin is dull.', 'The bald eagle is strong.', False)
('Erin is dull.', 'The bald eagle is strong.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Bob is imperfect.', 'The Bob is slow.', False)
('Bob is imperfect.', 'The Bob is slow.', False)
('Harry is big.', 'The bald eagle is strong.', False)
('Harry is big.', 'The bald eagle sees the Dave.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Gary is smart.', 'The Gary is smart.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Bob is small.', 'The Bob is dull.', False)
('Bob is small.', 'The Bob is dull.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Harry is dull.', 'The bald eagle is heavy.', False)
('Harry is dull.', 'The bald eagle is heavy.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is Dave.', False)
('Fiona is smart.', 'The falcon is kind.', False)
('Fiona is smart.', 'The falcon is kind.', False)
('Erin is bad.', 'The bald eagle is dull.', False)
('Erin is bad.', 'The bald eagle is dull.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Charlie is short.', 'The Charlie is Charlie.', False)
('Charlie is short.', 'The Charlie is Charlie.', False)
('Fiona is nice.', 'The falcon is sad.', False)
('Fiona is nice.', 'The falcon is sad.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Anne is big.', 'The bald eagle sees the Dave.', False)
('Anne is big.', 'The bald eagle likes the hamster.', False)
('Dave is short.', 'The Dave is lovely.', False)
('Dave is short.', 'The Dave is small.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Gary is big.', 'The bald eagle is strong.', False)
('Gary is big.', 'The bald eagle is strong.', False)
('Dave is small.', 'The Dave is sad.', False)
('Dave is small.', 'The Dave is sad.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The bald eagle is strong.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Fiona is smart.', 'The Ficon is smart.', False)
('Fiona is smart.', 'The Ficon is smart.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Alan is high.', 'The Alan is big.', False)
('Alan is high.', 'The Alan is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Anne is imperfect.', 'The Anne is sad.', False)
('Anne is imperfect.', 'The Anne is sad.', False)
('Fiona is big.', 'The lion is strong.', False)
('Fiona is big.', 'The lion is strong.', False)
('Bob is little.', 'The Bob is Bob.', False)
('Bob is little.', 'The Bob is Bob.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Erin is kind.', 'The bald eagle is strong.', False)
('Charlie is bad.', 'The Charlie is rough.', False)
('Charlie is bad.', 'The Charlie is rough.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The bald eagle is sad.', False)
('Erin is thin.', 'The bald eagle is sad.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The lion is small.', False)
('Anne is smart.', 'The Anne is smart.', False)
('Anne is smart.', 'The Anne is smart.', False)
('Erin is imperfect.', 'The bald eagle is awful.', False)
('Erin is imperfect.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Alan is kind.', 'The Alan is smart.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Anne is imperfect.', 'The Anne is slow.', False)
('Anne is imperfect.', 'The Anne is slow.', False)
('Bob is high.', 'The Bob is strong.', False)
('Bob is high.', 'The Bob is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Erin is heavy.', 'The bald eagle needs the Charlie.', False)
('Erin is heavy.', 'The bald eagle needs the Charlie.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Anne is quiet.', 'The Anne is quiet.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Fiona is rough.', 'The Ficon is rough.', False)
('Fiona is rough.', 'The Ficon is rough.', False)
('Anne is huge.', 'The Anne is strong.', False)
('Anne is huge.', 'The lion is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Erin is wealthy.', 'The bald eagle is nice.', False)
('Erin is wealthy.', 'The bald eagle is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Bob is thin.', 'The Bob is thin.', False)
('Bob is thin.', 'The Bob is thin.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Bob is wealthy.', 'The Bob is nice.', False)
('Bob is wealthy.', 'The Bob is nice.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Dave is big.', 'The Dave is awful.', False)
('Dave is big.', 'The Dave is awful.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is slow.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Alan is poor.', 'The Alan is slow.', False)
('Alan is poor.', 'The Alan is rough.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Fiona is short.', 'The lion is sad.', False)
('Fiona is short.', 'The lion is sad.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Charlie is bad.', 'The Charlie is sad.', False)
('Charlie is bad.', 'The Charlie is sad.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Harry is short.', 'The bald eagle is slow.', False)
('Harry is short.', 'The bald eagle is slow.', False)
('Fiona is smart.', 'The falcon is nice.', False)
('Fiona is smart.', 'The falcon is nice.', False)
('Alan is poor.', 'The Alan is sad.', False)
('Alan is poor.', 'The Alan is sad.', False)
